month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2018-10	2.1	0.53	
2018-11	2.03	0.47	
2018-12	1.98	0.42	
2019-01	1.98	0.41	
2019-02	2.07	0.47	
2019-03	2.07	0.46	
2019-04	2.09	0.46	
2019-05	2.02	0.4	
2019-06	2.1	0.45	
2019-07	2.09	0.43	
2019-08	2	0.36	
2019-09	2.02	0.36	
2019-10	2.08	0.4	
2019-11	2.09	0.39	
2019-12	2.12	0.4	
2020-01	2.12	0.39	
2020-02	1.99	0.29	
2020-03	1.97	0.28	
2020-04	1.98	0.28	
2020-05	1.97	0.26	
2020-06	1.96	0.25	
2020-07	2.03	0.28	
2020-08	1.98	0.25	
2020-09	1.94	0.21	
2020-10	1.95	0.21	
2020-11	1.96	0.21	
2020-12	1.96	0.2	
2021-01	1.93	0.18	
2021-02	1.96	0.19	
2021-03	2.05	0.23	
2021-04	2.03	0.22	
2021-05	1.99	0.18	
2021-06	2	0.18	
2021-07	1.94	0.14	
2021-08	1.9	0.12	
2021-09	1.93	0.13	
2021-10	1.92	0.12	
2021-11	1.9	0.1	
2021-12	1.91	0.1	
2022-01	1.93	0.1	
2022-02	1.96	0.11	
2022-03	1.93	0.1	
2022-04	1.99	0.12	
2022-05	1.97	0.11	
2022-06	1.95	0.09	
2022-07	1.97	0.09	
2022-08	1.97	0.09	
2022-09	1.98	0.09	
2022-10	1.98	0.08	
2022-11	1.94	0.05	
2022-12	2.01	0.09	
2023-01	2.03	0.09	
2023-02	2.03	0.09	
2023-03	2.12	0.13	
2023-04	2.29	0.22	
2023-05	2.5	0.32	
2023-06	2.48	0.31	
2023-07	2.53	0.32	
2023-08	2.6	0.35	
2023-09	2.6	0.35	
2023-10	2.7	0.39	
2023-11	2.7	0.38	
2023-12	2.68	0.37	
2024-01	2.78	0.41	
2024-02	3.04	0.53	
2024-03	3.12	0.56	
2024-04	3.26	0.61	
2024-05	3.26	0.6	
2024-06	3.31	0.61	
2024-07	3.61	0.74	
2024-08	3.71	0.77	
2024-09	3.6	0.7	
2024-10	3.79	0.77	
2024-11	3.72	0.72	
2024-12	3.98	0.82	
2025-01	4.06	0.84	
