month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2020-03	15.29	-0.09	
2020-04	14.11	-0.15	
2020-05	13.56	-0.17	
2020-06	15.15	-0.06	
2020-07	17.57	0.12	
2020-08	19.34	0.25	
2020-09	19.3	0.26	
2020-10	21.14	0.38	
2020-11	25.81	0.68	
2020-12	25.95	0.67	
2021-01	30.74	0.96	
2021-02	43.68	1.75	
2021-03	38.86	1.41	
2021-04	37.96	1.32	
2021-05	41.43	1.5	
2021-06	36.66	1.19	
2021-07	37.78	1.23	
2021-08	42.39	1.46	
2021-09	42.08	1.41	
2021-10	40.14	1.28	
2021-11	38.54	1.16	
2021-12	38.97	1.17	
2022-01	42.93	1.37	
2022-02	45.16	1.47	
2022-03	41.77	1.26	
2022-04	38.2	1.06	
2022-05	36.54	0.96	
2022-06	27.97	0.51	
2022-07	24.4	0.32	
2022-08	23.81	0.29	
2022-09	20.94	0.13	
2022-10	14.65	-0.21	
2022-11	14.04	-0.24	
2022-12	15.19	-0.18	
2023-01	16.47	-0.11	
2023-02	17.89	-0.04	
2023-03	16.13	-0.13	
2023-04	15.29	-0.18	
2023-05	13.44	-0.28	
2023-06	14.47	-0.22	
2023-07	15.6	-0.16	
2023-08	15.26	-0.18	
2023-09	15.65	-0.16	
2023-10	15.8	-0.15	
2023-11	15.92	-0.15	
2023-12	15.1	-0.19	
2024-01	14.36	-0.23	
2024-02	15.26	-0.19	
2024-03	17.06	-0.1	
2024-04	18.97	0	
2024-05	19.04	0	
2024-06	18.11	-0.06	
2024-07	17.72	-0.08	
2024-08	16.13	-0.17	
2024-09	15.73	-0.19	
2024-10	18.59	-0.05	
2024-11	18.56	-0.05	
2024-12	17.96	-0.09	
2025-01	19.42	-0.02	
2025-02	20.22	0.02	
