month	ct_avg_Tdx收盘价	股东人数
2011-12	35.28	47215	
2012-03	53.52	21707	
2012-06	18.91	27392	
2012-09	15.02	24895	
2012-12	15.53	25473	
2013-03	17.89	20960	
2013-06	20.99	19505	
2013-09	26.87	12007	
2013-12	28.46	13568	
2014-03	29.49	16678	
2014-06	13.63	19976	
2014-09	15.61	25577	
2014-12	12.89	27330	
2015-03	14.18	29019	
2015-06	17.62	22036	
2015-09	7.92	33349	
2015-12	10.38	26050	
2016-03	8.04	24098	
2016-06	8.68	23131	
2016-09	9.52	21973	
2016-12	12.28	17391	
2017-03	13.02	19385	
2017-04	12.75	19700	
2017-05	13.11	22000	
2017-06	14.88	27977	
2017-08	16.44	36000	
2017-09	16.9	32384	
2017-12	15.79	28081	
2018-03	16.5	26082	
2018-05	13.37	23000	
2018-06	12.24	23466	
2018-07	10.64	23000	
2018-08	9.95	23500	
2018-09	10.98	23066.5	
2018-10	10.16	23000	
2018-11	10.23	23000	
2018-12	10.09	24355	
2019-02	12.45	20500	
2019-03	13.98	21955	
2019-04	18.27	33000	
2019-05	14.88	34500	
2019-06	13.81	34200.5	
2019-07	14.52	33500	
2019-09	13.41	36244	
2019-12	15.66	30160	
2020-03	15.29	42662	
2020-06	15.15	29180	
2020-09	19.3	19276	
2020-12	25.95	19828	
2021-03	38.86	24808	
2021-06	36.66	29012	
2021-09	42.08	30534	
2021-12	38.97	32835	
2022-03	41.77	27535	
2022-06	27.97	36375	
2022-09	20.94	55344	
2022-12	15.19	49886	
2023-03	16.13	46074	
2023-06	14.47	45980	
2023-09	15.65	40210	
2023-12	15.1	49307	
2024-03	17.06	41017	
2024-06	18.11	37661	
2024-09	15.73	40071	
