month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2015-07	1.55	0.07	
2015-08	1.41	-0.03	
2015-09	1.17	-0.19	
2015-10	1.18	-0.19	
2015-11	1.28	-0.12	
2015-12	1.27	-0.12	
2016-01	1.06	-0.27	
2016-02	0.95	-0.34	
2016-03	1.03	-0.28	
2016-04	1.07	-0.26	
2016-05	1	-0.3	
2016-06	1	-0.3	
2016-07	1.06	-0.26	
2016-08	1.18	-0.17	
2016-09	1.17	-0.19	
2016-10	1.24	-0.14	
2016-11	1.34	-0.08	
2016-12	1.37	-0.06	
2017-01	1.39	-0.05	
2017-02	1.52	0.03	
2017-03	1.51	0.02	
2017-04	1.51	0.01	
2017-05	1.44	-0.04	
2017-06	1.58	0.05	
2017-07	1.81	0.19	
2017-08	1.86	0.22	
2017-09	2	0.29	
2017-10	2.11	0.35	
2017-11	2.36	0.5	
2017-12	2.17	0.37	
2018-01	2.43	0.52	
2018-02	2.32	0.45	
2018-03	2.26	0.4	
2018-04	2.31	0.43	
2018-05	2.31	0.42	
2018-06	2.47	0.52	
2018-07	2.34	0.43	
2018-08	2.21	0.34	
2018-09	2.28	0.38	
2018-10	2.25	0.36	
2018-11	2.17	0.3	
2018-12	2.22	0.33	
2019-01	2.35	0.4	
2019-02	2.73	0.62	
2019-03	3.17	0.89	
2019-04	3.79	1.24	
2019-05	3.38	0.99	
2019-06	3.5	1.05	
2019-07	3.57	1.09	
2019-08	3.32	0.93	
2019-09	3.48	1.01	
2019-10	3.5	1.01	
2019-11	3.86	1.19	
2019-12	4.34	1.44	
2020-01	4.44	1.47	
2020-02	4.22	1.31	
2020-03	4.02	1.17	
2020-04	3.93	1.1	
2020-05	4.12	1.17	
2020-06	4.08	1.12	
2020-07	4.78	1.45	
2020-08	4.78	1.41	
2020-09	4.54	1.26	
2020-10	4.76	1.33	
2020-11	5.18	1.49	
2020-12	4.9	1.31	
2021-01	5.59	1.59	
2021-02	7.27	2.27	
2021-03	6.23	1.74	
2021-04	5.77	1.5	
2021-05	5.32	1.26	
2021-06	5.29	1.21	
2021-07	5.29	1.18	
2021-08	6.04	1.44	
2021-09	5.74	1.28	
2021-10	5.14	1.01	
2021-11	4.82	0.85	
2021-12	5.62	1.13	
2022-01	5.27	0.97	
2022-02	4.85	0.78	
2022-03	4.32	0.57	
2022-04	3.79	0.37	
2022-05	3.52	0.26	
2022-06	3.87	0.37	
2022-07	3.83	0.34	
2022-08	3.66	0.27	
2022-09	3.43	0.18	
2022-10	3.01	0.03	
2022-11	3.27	0.11	
2022-12	3.39	0.15	
2023-01	3.46	0.16	
2023-02	3.9	0.3	
2023-03	3.83	0.26	
2023-04	3.81	0.25	
2023-05	3.9	0.27	
2023-06	3.85	0.24	
2023-07	4.07	0.3	
2023-08	3.94	0.25	
2023-09	3.99	0.26	
2023-10	4.31	0.36	
2023-11	4.77	0.48	
2023-12	4.53	0.39	
2024-01	4.76	0.45	
2024-02	5.22	0.57	
2024-03	5.37	0.6	
2024-04	5.88	0.72	
2024-05	5.58	0.62	
2024-06	5.2	0.49	
2024-07	4.68	0.33	
2024-08	4.33	0.21	
2024-09	4.29	0.19	
2024-10	4.73	0.3	
2024-11	4.72	0.29	
2024-12	4.68	0.26	
2025-01	4.91	0.31	
