month	ct_avg_Tdx收盘价	股东人数
2003-09	23.86	11276	
2003-12	23.49	11774	
2004-03	28.52	9830	
2004-06	23.85	7941	
2004-09	19.36	11411	
2004-12	18.21	14077	
2005-03	17.93	14593	
2005-06	16.53	24901	
2005-09	6.84	29482	
2005-12	6.34	24382	
2006-03	6.44	21671	
2006-06	11.68	13305	
2006-09	13.65	9464	
2006-12	27.78	7762	
2007-03	40.34	17849	
2007-06	41.66	78679	
2007-09	50.58	120960	
2007-12	50.74	81823	
2008-03	45.3	76208	
2008-06	31.42	92162	
2008-09	14.23	76208	
2008-12	16.24	125134	
2009-03	22.85	103713	
2009-06	26.82	69079	
2009-09	32.38	54682	
2009-12	35.94	56757	
2010-03	32.1	68157	
2010-06	25.8	110286	
2010-09	27.56	115489	
2010-12	21.53	529922	
2011-03	26.79	371281	
2011-06	17.23	540167	
2011-09	15.24	554069	
2011-12	12.01	555237	
2012-03	13.82	539282	
2012-06	14.32	485285	
2012-09	9.45	525672	
2012-12	9.35	501672	
2013-03	10.69	508371	
2013-06	8.21	514511	
2013-09	7.76	513421	
2013-12	6.86	508754	
2014-03	5.68	502360	
2014-06	5.08	493144	
2014-09	5.72	483554	
2014-12	8.67	498633	
2015-03	8.94	585453	
2015-06	12.12	615019	
2015-09	6.7	569517	
2015-12	6.58	509973	
2016-03	5.51	495991	
2016-06	5	484706	
2016-09	5.49	451598	
2016-12	6.32	428822	
2017-03	7.43	408586	
2017-06	7.46	403671	
2017-09	7.67	423546	
2017-12	8.71	381019	
2018-03	8.2	421244	
2018-06	8.53	375620	
2018-09	8.68	358402	
2018-12	8.37	345543	
2019-03	12.02	312674	
2019-06	12.73	319943	
2019-09	14.41	280293	
2019-12	15.82	254235	
2020-03	17.11	278780	
2020-06	19.02	302223	
2020-09	23.91	261727	
2020-12	32.26	334604	
2021-03	37.7	690670	
2021-06	28.96	981435	
2021-09	27.12	1150286	
2021-12	23.33	1138775	
2022-03	17.94	1122452	
2022-06	17.93	1022079	
2022-09	15.18	1032238	
2022-12	16.21	948891	
2023-03	17.72	920997	
2023-06	16.05	875639	
2023-09	16.4	822976	
2023-12	13.16	872713	
2024-03	14.14	819717	
2024-06	15.99	736709	
2024-09	16.28	697043	
