month	ct_avg_前复权价格	股东人数
2003-09	1.12	11276	
2003-12	1.1	11774	
2004-03	1.34	9830	
2004-06	1.14	7941	
2004-09	0.92	11411	
2004-12	0.87	14077	
2005-03	0.86	14593	
2005-06	1.01	24901	
2005-09	0.93	29482	
2005-12	0.86	24382	
2006-03	0.87	21671	
2006-06	1.58	13305	
2006-09	1.84	9464	
2006-12	3.76	7762	
2007-03	5.47	17849	
2007-06	11.32	78679	
2007-09	13.74	120960	
2007-12	13.79	81823	
2008-03	12.31	76208	
2008-06	8.49	92162	
2008-09	5.9	76208	
2008-12	6.63	125134	
2009-03	9.33	103713	
2009-06	10.96	69079	
2009-09	13.36	54682	
2009-12	14.76	56757	
2010-03	13.19	68157	
2010-06	11.47	110286	
2010-09	17.12	115489	
2010-12	28.09	529922	
2011-03	34.96	371281	
2011-06	33.79	540167	
2011-09	29.9	554069	
2011-12	23.56	555237	
2012-03	27.1	539282	
2012-06	28.04	485285	
2012-09	19	525672	
2012-12	18.8	501672	
2013-03	21.5	508371	
2013-06	16.51	514511	
2013-09	16.15	513421	
2013-12	14.28	508754	
2014-03	11.83	502360	
2014-06	10.57	493144	
2014-09	12.15	483554	
2014-12	18.32	498633	
2015-03	18.9	585453	
2015-06	25.67	615019	
2015-09	14.22	569517	
2015-12	13.96	509973	
2016-03	11.69	495991	
2016-06	10.6	484706	
2016-09	11.67	451598	
2016-12	13.43	428822	
2017-03	15.8	408586	
2017-06	15.86	403671	
2017-09	16.32	423546	
2017-12	18.59	381019	
2018-03	17.5	421244	
2018-06	18.2	375620	
2018-09	18.84	358402	
2018-12	18.18	345543	
2019-03	26.11	312674	
2019-06	27.63	319943	
2019-09	31.89	280293	
2019-12	35.02	254235	
2020-03	37.86	278780	
2020-06	42.1	302223	
2020-09	53.93	261727	
2020-12	72.78	334604	
2021-03	85.06	690670	
2021-06	66.07	981435	
2021-09	62.53	1150286	
2021-12	53.8	1138775	
2022-03	41.02	1122452	
2022-06	42.14	1022079	
2022-09	35.95	1032238	
2022-12	38.38	948891	
2023-03	41.97	920997	
2023-06	38.41	875639	
2023-09	39.26	822976	
2023-12	31.49	872713	
2024-03	33.86	819717	
2024-06	38.44	736709	
2024-09	39.51	697043	
