month	ct_avg_Tdx收盘价	人均持股
2003-09	23.86	5321	
2003-12	23.49	5096	
2004-03	28.52	6104	
2004-06	23.85	7556	
2004-09	19.36	5258	
2004-12	18.21	4262	
2005-03	17.93	4112	
2005-06	16.53	3253	
2005-09	6.84	5495	
2005-12	6.34	6644	
2006-03	6.44	7475	
2006-06	11.68	12998	
2006-09	13.65	18273	
2006-12	27.78	22280	
2007-03	40.34	9689	
2007-06	41.66	5616	
2007-09	50.58	3653	
2007-12	50.74	5400	
2008-03	45.3	5798	
2008-06	31.42	10416	
2008-09	14.23	19526	
2008-12	16.24	11891	
2009-03	22.85	14347	
2009-06	26.82	21541	
2009-09	32.38	27212	
2009-12	35.94	26217	
2010-03	32.1	21832	
2010-06	25.8	20238	
2010-09	27.56	19327	
2010-12	21.53	8845	
2011-03	26.79	12624	
2011-06	17.23	13016	
2011-09	15.24	12689	
2011-12	12.01	12663	
2012-03	13.82	13037	
2012-06	14.32	14488	
2012-09	9.45	13375	
2012-12	9.35	14015	
2013-03	10.69	14291	
2013-06	8.21	14759	
2013-09	7.76	14790	
2013-12	6.86	14926	
2014-03	5.68	15116	
2014-06	5.08	15399	
2014-09	5.72	15704	
2014-12	8.67	15229	
2015-03	8.94	12971	
2015-06	12.12	12347	
2015-09	6.7	13334	
2015-12	6.58	14890	
2016-03	5.51	15310	
2016-06	5	15667	
2016-09	5.49	16815	
2016-12	6.32	17708	
2017-03	7.43	18585	
2017-06	7.46	18812	
2017-09	7.67	17929	
2017-12	8.71	19966	
2018-03	8.2	18153	
2018-06	8.53	20500	
2018-09	8.68	21641	
2018-12	8.37	22466	
2019-03	12.02	26666	
2019-06	12.73	26061	
2019-09	14.41	29999	
2019-12	15.82	33123	
2020-03	17.11	30240	
2020-06	19.02	27982	
2020-09	23.91	32384	
2020-12	32.26	25339	
2021-03	37.7	12276	
2021-06	28.96	8646	
2021-09	27.12	7377	
2021-12	23.33	7458	
2022-03	17.94	7567	
2022-06	17.93	8310	
2022-09	15.18	8206	
2022-12	16.21	8927	
2023-03	17.72	9190	
2023-06	16.05	9666	
2023-09	16.4	10285	
2023-12	13.16	9699	
2024-03	14.14	10326	
2024-06	15.99	11489	
2024-09	16.28	12143	
