month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2011-10	14.65	-0.41	
2011-11	14.12	-0.43	
2011-12	12.01	-0.51	
2012-01	13.13	-0.47	
2012-02	13.97	-0.43	
2012-03	13.82	-0.43	
2012-04	14.03	-0.42	
2012-05	14.51	-0.4	
2012-06	14.32	-0.4	
2012-07	12.38	-0.48	
2012-08	11.53	-0.51	
2012-09	9.45	-0.6	
2012-10	9.34	-0.6	
2012-11	8.88	-0.62	
2012-12	9.35	-0.6	
2013-01	10.48	-0.55	
2013-02	11.91	-0.48	
2013-03	10.69	-0.53	
2013-04	10.07	-0.56	
2013-05	9.45	-0.59	
2013-06	8.21	-0.64	
2013-07	7.09	-0.69	
2013-08	7.25	-0.68	
2013-09	7.76	-0.65	
2013-10	7.44	-0.67	
2013-11	7.09	-0.68	
2013-12	6.86	-0.69	
2014-01	5.95	-0.73	
2014-02	5.99	-0.73	
2014-03	5.68	-0.74	
2014-04	5.63	-0.75	
2014-05	5.28	-0.76	
2014-06	5.08	-0.77	
2014-07	5.23	-0.76	
2014-08	5.62	-0.75	
2014-09	5.72	-0.74	
2014-10	5.86	-0.73	
2014-11	6.32	-0.71	
2014-12	8.67	-0.61	
2015-01	8.85	-0.6	
2015-02	8.11	-0.63	
2015-03	8.94	-0.59	
2015-04	10.74	-0.5	
2015-05	10.93	-0.49	
2015-06	12.12	-0.43	
2015-07	7.61	-0.63	
2015-08	7.73	-0.62	
2015-09	6.7	-0.67	
2015-10	6.88	-0.65	
2015-11	6.94	-0.64	
2015-12	6.58	-0.65	
2016-01	5.56	-0.7	
2016-02	5	-0.72	
2016-03	5.51	-0.68	
2016-04	5.66	-0.67	
2016-05	5.07	-0.69	
2016-06	5	-0.69	
2016-07	5.25	-0.66	
2016-08	5.38	-0.65	
2016-09	5.49	-0.63	
2016-10	5.74	-0.61	
2016-11	6.44	-0.56	
2016-12	6.32	-0.56	
2017-01	6.59	-0.54	
2017-02	7.28	-0.49	
2017-03	7.43	-0.48	
2017-04	7.02	-0.5	
2017-05	6.82	-0.51	
2017-06	7.46	-0.46	
2017-07	8.21	-0.4	
2017-08	8.38	-0.38	
2017-09	7.67	-0.43	
2017-10	7.96	-0.4	
2017-11	8.42	-0.35	
2017-12	8.71	-0.31	
2018-01	9.52	-0.24	
2018-02	8.72	-0.29	
2018-03	8.2	-0.31	
2018-04	8.4	-0.28	
2018-05	8.53	-0.25	
2018-06	8.53	-0.24	
2018-07	8.56	-0.22	
2018-08	9.2	-0.14	
2018-09	8.68	-0.17	
2018-10	8.09	-0.22	
2018-11	8.04	-0.21	
2018-12	8.37	-0.17	
2019-01	8.52	-0.14	
2019-02	9.96	0.03	
2019-03	12.02	0.26	
2019-04	12.86	0.36	
2019-05	12.06	0.28	
2019-06	12.73	0.37	
2019-07	13.45	0.47	
2019-08	13.61	0.51	
2019-09	14.41	0.6	
2019-10	14.36	0.6	
2019-11	14.31	0.6	
2019-12	15.82	0.77	
2020-01	17.05	0.91	
2020-02	16.58	0.85	
2020-03	17.11	0.9	
2020-04	19.12	1.11	
2020-05	19.55	1.14	
2020-06	19.02	1.07	
2020-07	21.12	1.28	
2020-08	21.41	1.29	
2020-09	23.91	1.54	
2020-10	26.46	1.77	
2020-11	28.25	1.91	
2020-12	32.26	2.25	
2021-01	40.78	2.99	
2021-02	43.86	3.15	
2021-03	37.7	2.47	
2021-04	32.59	1.94	
2021-05	29.67	1.63	
2021-06	28.96	1.53	
2021-07	26	1.24	
2021-08	28.88	1.45	
2021-09	27.12	1.26	
2021-10	24.85	1.05	
2021-11	22.35	0.82	
2021-12	23.33	0.87	
2022-01	23.26	0.84	
2022-02	20.67	0.62	
2022-03	17.94	0.4	
2022-04	17.35	0.34	
2022-05	16.35	0.25	
2022-06	17.93	0.36	
2022-07	18.52	0.39	
2022-08	16.24	0.21	
2022-09	15.18	0.12	
2022-10	14.39	0.06	
2022-11	15.5	0.13	
2022-12	16.21	0.17	
2023-01	16.84	0.21	
2023-02	17.88	0.27	
2023-03	17.72	0.25	
2023-04	16.97	0.19	
2023-05	15.81	0.1	
2023-06	16.05	0.12	
2023-07	17.04	0.18	
2023-08	16.14	0.11	
2023-09	16.4	0.12	
2023-10	14.91	0.02	
2023-11	14.15	-0.04	
2023-12	13.16	-0.11	
2024-01	13.3	-0.1	
2024-02	13.8	-0.07	
2024-03	14.14	-0.05	
2024-04	15.51	0.03	
2024-05	16.85	0.11	
2024-06	15.99	0.05	
2024-07	15.95	0.04	
2024-08	15.59	0.01	
2024-09	16.28	0.05	
2024-10	18	0.15	
2024-11	18.06	0.14	
2024-12	16.68	0.05	
2025-01	15.72	-0.02	
2025-02	16.44	0.02	
