month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2016-07	3.68	0.47	-0.3	-6.86	-0.02	-7.99	
2016-08	3.48	0.45	-0.33	2.13	-0.06	5.16	
2016-09	3.26	0.42	-0.36	-33.62	-0.12	-25.27	
2016-10	3.23	0.42	-0.36	-51.79	-0.12	-39.06	
2016-11	3.51	0.45	-0.3	-0.69	-0.04	12.62	
2016-12	3.44	0.45	-0.31	23.82	-0.06	33.4	
2017-01	3.44	0.44	-0.31	22.32	-0.08	28.37	
2017-02	3.59	0.46	-0.28	61.26	-0.04	51.44	
2017-03	3.45	0.45	-0.31	41.23	-0.06	36.57	
2017-04	3.47	0.45	-0.3	32.64	-0.06	21.68	
2017-05	3.27	0.42	-0.34	-25.09	-0.12	-28.97	
2017-06	3.33	0.43	-0.32	-38.56	-0.1	-47.04	
2017-07	3.56	0.46	-0.27	7.53	-0.04	12.08	
2017-08	3.78	0.5	-0.21	61.72	0.04	62.11	
2017-09	4.05	0.53	-0.15	89.03	0.13	79.51	
2017-10	3.88	0.51	-0.17	83.51	0.09	75.89	
2017-11	3.74	0.49	-0.19	64.57	0.04	61.89	
2017-12	4.05	0.53	-0.11	86.44	0.13	79.76	
2018-01	4.72	0.62	0.05	94.97	0.32	91.64	
2018-02	4.84	0.64	0.09	92.5	0.36	90.3	
2018-03	4.63	0.61	0.05	81.7	0.3	81.33	
2018-04	4.28	0.56	-0.02	57.89	0.22	57.54	
2018-05	3.96	0.52	-0.08	20.01	0.13	19.76	
2018-06	3.83	0.5	-0.1	-6.12	0.09	-5.67	
2018-07	3.47	0.47	-0.17	-37.22	0.02	-36.89	
2018-08	3.36	0.45	-0.19	-54.31	-0.02	-53.3	
2018-09	3.46	0.47	-0.16	-51.83	0.02	-50.99	
2018-10	3.49	0.47	-0.14	-52.73	0.02	-50.94	
2018-11	3.46	0.47	-0.15	-61	0.02	-54.87	
2018-12	3.4	0.46	-0.15	-78.97	0	-67.77	
2019-01	3.02	0.41	-0.24	-93.18	-0.11	-87.42	
2019-02	3.38	0.46	-0.14	-71.85	0.02	-66.31	
2019-03	3.57	0.48	-0.08	-37.88	0.07	-27.59	
2019-04	3.56	0.48	-0.07	-15.22	0.07	-4.12	
2019-05	3.23	0.44	-0.15	-60.8	-0.02	-55	
2019-06	3.51	0.47	-0.06	-33.04	0.04	-26.88	
2019-07	3.64	0.5	-0.01	23.84	0.11	31.25	
2019-08	3.7	0.51	0.01	43.22	0.13	56.61	
2019-09	3.49	0.48	-0.03	23.26	0.07	36.21	
2019-10	3.29	0.45	-0.08	-17.86	0	-13.1	
2019-11	3.56	0.49	0	2.99	0.11	14.33	
2019-12	4.01	0.56	0.13	55.97	0.27	66.36	
2020-01	4.6	0.64	0.3	84.38	0.45	84.88	
2020-02	4.35	0.6	0.23	84.55	0.33	83.62	
2020-03	3.86	0.53	0.09	57.87	0.18	57.91	
2020-04	4.01	0.55	0.14	55.53	0.22	53.83	
2020-05	3.93	0.55	0.11	48.21	0.22	47.37	
2020-06	4.07	0.56	0.16	47.9	0.24	43.84	
2020-07	5.54	0.77	0.57	86.92	0.71	87.89	
2020-08	6.29	0.89	0.77	96.73	0.98	96.39	
2020-09	6.78	0.96	0.89	92.94	1.09	92.86	
2020-10	6.79	0.96	0.88	90.74	1.09	90.4	
2020-11	8.24	1.16	1.26	98.43	1.47	98.64	
2020-12	8.94	1.26	1.42	94.84	1.62	94.72	
2021-01	10.57	1.49	1.8	96.92	2.04	97.05	
2021-02	11.96	1.69	2.11	95.36	2.38	95.18	
2021-03	10.79	1.52	1.75	83	1.98	83.27	
2021-04	10.48	1.48	1.63	74.4	1.85	74.23	
2021-05	11.32	1.6	1.79	85.27	1.96	84.97	
2021-06	10.4	1.47	1.52	63.99	1.67	63.31	
2021-07	10.04	1.43	1.4	33.64	1.55	34.9	
2021-08	10.64	1.52	1.49	44.85	1.67	50.36	
2021-09	10.92	1.56	1.51	59.73	1.69	65.58	
2021-10	11.06	1.58	1.5	58.82	1.68	62.95	
2021-11	10.43	1.49	1.31	23.21	1.48	31.05	
2021-12	10.02	1.43	1.19	-16.93	1.31	-7.49	
2022-01	9.87	1.41	1.12	-37.83	1.24	-30.73	
2022-02	10.97	1.57	1.31	-5.97	1.45	1.62	
2022-03	11.47	1.59	1.37	28.75	1.45	32.37	
2022-04	11.51	1.64	1.34	52.16	1.45	60.2	
2022-05	9.89	1.41	0.98	-1.13	1.07	13.77	
2022-06	9.77	1.41	0.93	-16.03	1.04	-6.55	
2022-07	8.91	1.3	0.73	-60.97	0.86	-56.34	
2022-08	8.9	1.29	0.71	-76.16	0.82	-72.52	
2022-09	8.55	1.25	0.62	-83.42	0.74	-79.63	
2022-10	7.95	1.16	0.49	-94.09	0.59	-91.18	
2022-11	9.37	1.36	0.74	-60.51	0.84	-57.79	
2022-12	10.17	1.48	0.86	-8.24	0.97	-3.98	
2023-01	11.25	1.64	1.02	26.23	1.16	29.07	
2023-02	11.62	1.69	1.05	42.9	1.17	45.67	
2023-03	11.9	1.73	1.07	61.18	1.19	63.59	
2023-04	13.16	1.92	1.25	74.25	1.37	76.13	
2023-05	11.31	1.65	0.91	57.77	1.01	59.78	
2023-06	11.57	1.7	0.93	55.09	1.05	59.29	
2023-07	12.32	1.83	1.02	71.43	1.18	78.15	
2023-08	12.48	1.85	1.02	82.18	1.15	84.47	
2023-09	12.92	1.91	1.07	86.61	1.2	88.39	
2023-10	12.04	1.78	0.91	54.67	1.02	59.45	
2023-11	11.98	1.77	0.88	30.64	0.99	35.72	
2023-12	11.96	1.77	0.85	11.35	0.97	18.11	
2024-01	12.13	1.8	0.86	22.65	0.96	33.81	
2024-02	12.74	1.89	0.92	39.09	1.03	55.8	
2024-03	15.11	2.25	1.24	87.58	1.37	89.41	
2024-04	17.75	2.64	1.58	96.78	1.72	97.01	
2024-05	18.12	2.69	1.58	94.02	1.72	94.15	
2024-06	17.26	2.59	1.41	78.99	1.54	80.22	
2024-07	17.7	2.66	1.42	83.35	1.56	85.99	
2024-08	15.82	2.39	1.13	47.61	1.25	50.85	
2024-09	15.54	2.35	1.06	26.79	1.18	30.69	
2024-10	17.43	2.64	1.26	60.32	1.4	64.39	
2024-11	16.26	2.46	1.08	35.76	1.2	40.22	
2024-12	15.59	2.36	0.96	-6.66	1.07	-2.44	
2025-01	16	2.42	0.98	-2.62	1.09	-0.95	
