month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2022-04	29.01	1.4	
2022-05	26.76	1.17	
2022-06	28.88	1.29	
2022-07	32.61	1.52	
2022-08	30.9	1.33	
2022-09	30.88	1.28	
2022-10	29.46	1.13	
2022-11	25.55	0.82	
2022-12	25.93	0.81	
2023-01	25.92	0.78	
2023-02	26.48	0.79	
2023-03	25.93	0.72	
2023-04	25.99	0.7	
2023-05	23.8	0.53	
2023-06	22.12	0.41	
2023-07	22.95	0.44	
2023-08	22.71	0.41	
2023-09	21.92	0.34	
2023-10	18.96	0.15	
2023-11	20.67	0.24	
2023-12	21.77	0.29	
2024-01	20.39	0.2	
2024-02	20.4	0.19	
2024-03	21.91	0.26	
2024-04	23.91	0.36	
2024-05	25.82	0.45	
2024-06	24.74	0.37	
2024-07	23.98	0.31	
2024-08	22.7	0.23	
2024-09	20.99	0.13	
2024-10	23.43	0.24	
2024-11	23.3	0.22	
2024-12	21.69	0.13	
2025-01	20.55	0.06	
2025-02	20.47	0.05	
