month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2022-04	54.5	29.01	-0.02	-21.95	1.4	-19.64	
2022-05	50.27	26.76	-0.1	-55.83	1.17	-53.9	
2022-06	54.06	28.88	-0.04	-37.33	1.29	-32.61	
2022-07	60.97	32.61	0.08	21.39	1.52	34.01	
2022-08	57.78	30.9	0.02	35.33	1.33	56.48	
2022-09	57.73	30.88	0.02	49.32	1.28	63.9	
2022-10	55.07	29.46	-0.03	29.07	1.13	38.51	
2022-11	47.78	25.55	-0.16	-35.47	0.82	-32.99	
2022-12	48.49	25.93	-0.15	-60.55	0.81	-60.55	
2023-01	48.46	25.92	-0.15	-78.01	0.78	-75.17	
2023-02	49.52	26.48	-0.13	-67.19	0.79	-66.47	
2023-03	48.48	25.93	-0.15	-73.33	0.72	-71.7	
2023-04	48.6	25.99	-0.14	-68.89	0.7	-68.52	
2023-05	44.5	23.8	-0.22	-93.17	0.53	-93.17	
2023-06	41.36	22.12	-0.27	-93.93	0.41	-93.93	
2023-07	42.44	22.95	-0.25	-83.8	0.44	-81.93	
2023-08	41.73	22.71	-0.26	-84.01	0.41	-82.84	
2023-09	40.27	21.92	-0.28	-96.74	0.34	-93.13	
2023-10	34.84	18.96	-0.37	-98.11	0.15	-96.59	
2023-11	37.97	20.67	-0.31	-83.28	0.24	-83.16	
2023-12	40	21.77	-0.27	-62.42	0.29	-61.27	
2024-01	37.47	20.39	-0.32	-72.16	0.2	-71.59	
2024-02	37.48	20.4	-0.32	-78.64	0.19	-78.64	
2024-03	40.26	21.91	-0.26	-42.13	0.26	-41.2	
2024-04	43.93	23.91	-0.19	9.15	0.36	10.09	
2024-05	47.43	25.82	-0.13	40.58	0.45	42.28	
2024-06	45.46	24.74	-0.17	39.76	0.37	42.67	
2024-07	44.06	23.98	-0.19	34.43	0.31	37.69	
2024-08	41.71	22.7	-0.23	18.02	0.23	21.71	
2024-09	38.57	20.99	-0.29	-24.77	0.13	-23.78	
2024-10	43.05	23.43	-0.2	2.78	0.24	4.12	
2024-11	42.81	23.3	-0.21	19.13	0.22	20.49	
2024-12	39.78	21.69	-0.27	-41.64	0.13	-39.81	
2025-01	36.95	20.55	-0.32	-67.36	0.06	-65.13	
2025-02	36.82	20.47	-0.32	-73.21	0.05	-68.75	
