month	ct_avg_Tdx收盘价	人均持股
2020-10	47.4	1332.5	
2020-11	64.89	1974.33	
2020-12	82.11	1939	
2021-01	128.33	1530.67	
2021-02	111.36	1603.5	
2021-03	81.59	1640	
2021-04	77.12	1695.5	
2021-05	82.48	1771.33	
2021-06	90.28	1824.67	
2021-07	77.47	1933.33	
2021-08	71.56	1983.33	
2021-09	68.8	2034	
2021-10	65.27	2431.67	
2021-11	64.31	2611.33	
2021-12	62.88	2605.67	
2022-01	62.6	2565	
2022-02	56.47	2683.67	
2022-03	51.01	2809.5	
2022-04	48.28	2805.5	
2022-05	44.01	2834.33	
2022-06	48.02	2991	
2022-07	49.8	3029	
2022-08	46.01	3034.5	
2022-09	43.48	3053.5	
2022-10	42.03	3130	
2022-11	41.14	3208	
2022-12	43.96	3246	
2023-01	44.78	3257	
2023-02	45.29	3307.5	
2023-03	44.06	3293.5	
2023-04	42.48	3322	
2023-05	41.74	3387	
2023-06	40.43	3413.67	
2023-07	40.62	3420	
2023-08	38.02	3437	
2023-09	35.21	3432	
2023-10	33.46	3465	
2023-11	34.87	3539.5	
2023-12	32.92	3587	
2024-01	30.94	3613.33	
2024-02	31.36	3685	
2024-03	31.51	3758.5	
2024-04	30.42	3804.33	
2024-05	31.54	3851.33	
2024-06	28.74	3858.75	
2024-07	26.95	3933	
2024-08	26.11	3950.67	
2024-09	26.39	3963.67	
2024-10	34.04	4113.33	
2024-11	34.66	4190.33	
2024-12	34.43	4311.67	
2025-01	30.81	4397	
