month	ct_avg_前复权价格	股东人数
2020-10	0.85	271975	
2020-11	1.16	180761.67	
2020-12	1.47	184269.33	
2021-01	2.29	233128	
2021-02	1.99	222665	
2021-03	1.46	217585	
2021-04	1.38	221248.5	
2021-05	1.47	221878.67	
2021-06	1.61	215889.33	
2021-07	1.39	204694.33	
2021-08	1.28	199547	
2021-09	1.23	194521.33	
2021-10	1.17	202277	
2021-11	1.15	207653	
2021-12	1.12	208141.67	
2022-01	1.12	211518	
2022-02	1.01	202213.33	
2022-03	0.9	193172	
2022-04	0.86	193451	
2022-05	0.79	191459	
2022-06	0.86	181448	
2022-07	0.89	179178	
2022-08	0.82	178838	
2022-09	0.78	177747	
2022-10	0.75	173386	
2022-11	0.74	169146.5	
2022-12	0.79	167167.33	
2023-01	0.8	166632	
2023-02	0.81	164063.5	
2023-03	0.79	164754	
2023-04	0.76	163352	
2023-05	0.75	160232	
2023-06	0.72	158962	
2023-07	0.73	158680	
2023-08	0.68	157902	
2023-09	0.63	158113	
2023-10	0.6	156606.5	
2023-11	0.63	153307.5	
2023-12	0.59	151280.25	
2024-01	0.56	150175.67	
2024-02	0.56	147252	
2024-03	0.57	144389	
2024-04	0.55	142638.33	
2024-05	0.57	140898.67	
2024-06	0.52	140624	
2024-07	0.48	137964	
2024-08	0.47	137358.33	
2024-09	0.48	136909.67	
2024-10	0.61	131923.33	
2024-11	0.63	129519.67	
2024-12	0.62	125851.33	
2025-01	0.56	123411.67	
