month	ct_avg_Tdx收盘价	股东人数
2020-10	47.4	271975	
2020-11	64.89	180761.67	
2020-12	82.11	184269.33	
2021-01	128.33	233128	
2021-02	111.36	222665	
2021-03	81.59	217585	
2021-04	77.12	221248.5	
2021-05	82.48	221878.67	
2021-06	90.28	215889.33	
2021-07	77.47	204694.33	
2021-08	71.56	199547	
2021-09	68.8	194521.33	
2021-10	65.27	202277	
2021-11	64.31	207653	
2021-12	62.88	208141.67	
2022-01	62.6	211518	
2022-02	56.47	202213.33	
2022-03	51.01	193172	
2022-04	48.28	193451	
2022-05	44.01	191459	
2022-06	48.02	181448	
2022-07	49.8	179178	
2022-08	46.01	178838	
2022-09	43.48	177747	
2022-10	42.03	173386	
2022-11	41.14	169146.5	
2022-12	43.96	167167.33	
2023-01	44.78	166632	
2023-02	45.29	164063.5	
2023-03	44.06	164754	
2023-04	42.48	163352	
2023-05	41.74	160232	
2023-06	40.43	158962	
2023-07	40.62	158680	
2023-08	38.02	157902	
2023-09	35.21	158113	
2023-10	33.46	156606.5	
2023-11	34.87	153307.5	
2023-12	32.92	151280.25	
2024-01	30.94	150175.67	
2024-02	31.36	147252	
2024-03	31.51	144389	
2024-04	30.42	142638.33	
2024-05	31.54	140898.67	
2024-06	28.74	140624	
2024-07	26.95	137964	
2024-08	26.11	137358.33	
2024-09	26.39	136909.67	
2024-10	34.04	131923.33	
2024-11	34.66	129519.67	
2024-12	34.43	125851.33	
2025-01	30.81	123411.67	
