month	ct_avg_Tdx收盘价	股东人数
2002-06	20.56	13620	
2002-09	20	13245	
2002-12	14.81	12901	
2003-03	16.53	13183	
2003-06	18.68	11034	
2003-09	17.47	10625	
2003-12	16.48	10413	
2004-03	18.34	15225	
2004-06	23.06	8180	
2004-09	23.09	7728	
2004-12	29.27	6021	
2005-03	29.63	6738	
2005-06	23.89	6468	
2005-09	29.62	5627	
2005-12	31.45	5063	
2006-03	36.09	5799	
2006-06	61.41	7387	
2006-09	64.85	6069	
2006-12	71.88	8502	
2007-03	74.7	11669	
2007-06	99.16	5050	
2007-09	94.67	13587	
2007-12	77.47	14275	
2008-03	104.61	7915	
2008-06	91.37	6144	
2008-09	54.39	6855	
2008-12	48.07	6145	
2009-03	52.05	11576	
2009-06	36.92	26016	
2009-09	39.17	38808	
2009-12	44.22	36012	
2010-03	47.88	31668	
2010-06	19.81	51942	
2010-09	26.91	47599	
2010-12	34.12	41577	
2011-03	33.01	60289	
2011-06	20.65	89411	
2011-09	10.12	107253	
2011-12	7.59	130678	
2012-03	8.24	128873	
2012-06	8.35	126806	
2012-09	6.72	122509	
2012-12	6.39	121175	
2013-03	6.27	117870	
2013-06	5.75	115516	
2013-09	6.5	122059	
2013-12	6.08	120645	
2014-03	5.4	118593	
2014-06	5.03	115109	
2014-09	6.37	98820	
2014-12	11.79	69316	
2015-03	20.2	79138	
2015-06	17.31	322420	
2015-09	7.87	315931	
2015-12	9.41	321267	
2016-03	7.29	304841	
2016-06	6.27	296418	
2016-09	7.53	258689	
2016-12	8.37	230057	
2017-02	8.03	234441	
2017-03	7.8	223863	
2017-06	7.4	217615	
2017-09	7.12	220281	
2017-12	6.05	217677	
2018-03	5.47	214762	
2018-06	4.66	210560	
2018-09	4.06	212254	
2018-12	3.55	210157	
2019-03	4.72	206244	
2019-06	4.08	197653	
2019-09	3.9	191920	
2019-12	3.85	188715	
2020-03	3.46	182993	
2020-06	5.11	236509	
2020-09	6.03	218359	
2020-12	5.17	222616	
2021-03	5.07	208131	
2021-06	5.47	191448	
2021-09	4.79	186456	
2021-12	4.72	178184	
2022-03	4.84	169677	
2022-06	5.38	171362	
2022-09	4.7	166150	
2022-12	5.2	201353	
2023-03	5.33	174068	
2023-06	9.19	208473	
2023-09	9.12	177322	
2023-12	7.58	175645	
2024-03	8.82	140804	
2024-06	8.02	139302	
2024-09	8.71	123461	
