month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2008-07	13	0.02	
2008-08	10.45	-0.17	
2008-09	9.15	-0.27	
2008-10	8.29	-0.34	
2008-11	7.29	-0.41	
2008-12	9.79	-0.2	
2009-01	10.92	-0.11	
2009-02	11.1	-0.08	
2009-03	12.01	0	
2009-04	12.12	0.01	
2009-05	12.15	0.02	
2009-06	12.31	0.04	
2009-07	12.82	0.09	
2009-08	13.46	0.15	
2009-09	14.64	0.26	
2009-10	16.26	0.4	
2009-11	18.36	0.58	
2009-12	18.31	0.58	
2010-01	19.75	0.71	
2010-02	20.78	0.8	
2010-03	21.6	0.87	
2010-04	25	1.16	
2010-05	26.21	1.25	
2010-06	25.44	1.18	
2010-07	23.15	0.98	
2010-08	24.97	1.13	
2010-09	28.04	1.39	
2010-10	26.5	1.26	
2010-11	33.06	1.8	
2010-12	32.61	1.75	
2011-01	31.02	1.61	
2011-02	30.67	1.56	
2011-03	28.96	1.38	
2011-04	27.02	1.2	
2011-05	26.09	1.1	
2011-06	23.98	0.92	
2011-07	26.1	1.06	
2011-08	27.37	1.13	
2011-09	26.64	1.05	
2011-10	25.88	0.97	
2011-11	28.21	1.12	
2011-12	27.69	1.05	
2012-01	24.16	0.77	
2012-02	24.23	0.76	
2012-03	25.32	0.82	
2012-04	25.08	0.78	
2012-05	27.58	0.93	
2012-06	29.05	1	
2012-07	32.15	1.18	
2012-08	34.36	1.29	
2012-09	34.44	1.25	
2012-10	35.2	1.26	
2012-11	32.88	1.08	
2012-12	32.95	1.05	
2013-01	37.43	1.29	
2013-02	39	1.34	
2013-03	42.23	1.48	
2013-04	40.24	1.32	
2013-05	39.53	1.23	
2013-06	40.81	1.26	
2013-07	42.68	1.31	
2013-08	43.42	1.3	
2013-09	42.26	1.2	
2013-10	43.21	1.2	
2013-11	41.03	1.05	
2013-12	43.18	1.12	
2014-01	48.33	1.32	
2014-02	48.9	1.3	
2014-03	43.51	1.01	
2014-04	44.11	1	
2014-05	47.36	1.11	
2014-06	52.76	1.3	
2014-07	54.18	1.31	
2014-08	55.49	1.32	
2014-09	58.42	1.39	
2014-10	60.34	1.41	
2014-11	55.1	1.16	
2014-12	52.82	1.03	
2015-01	55.98	1.12	
2015-02	52.56	0.95	
2015-03	59.47	1.17	
2015-04	68.89	1.45	
2015-05	70.96	1.47	
2015-06	74.49	1.53	
2015-08	75.74	1.52	
2015-09	70.8	1.31	
2015-10	73.76	1.36	
2015-11	76.85	1.41	
2015-12	80.3	1.46	
2016-01	71.32	1.15	
2016-02	71.13	1.11	
2016-03	69.28	1.02	
2016-04	69.33	0.99	
2016-05	65.53	0.86	
2016-06	65.81	0.84	
2016-07	68.9	0.9	
2016-08	68.26	0.85	
2016-09	67.51	0.81	
2016-10	71.63	0.89	
2016-11	73.94	0.92	
2016-12	71.59	0.83	
2017-01	73.8	0.86	
2017-02	76.6	0.89	
2017-03	84.32	1.05	
2017-04	91.84	1.18	
2017-05	82.3	0.92	
2017-06	48.56	0.13	
2017-07	47.76	0.1	
2017-08	47.36	0.08	
2017-09	47.29	0.07	
2017-10	53.82	0.21	
2017-11	52.74	0.17	
2017-12	50.74	0.12	
2018-01	55.89	0.22	
2018-02	54.81	0.19	
2018-03	62.42	0.34	
2018-04	67.5	0.43	
2018-05	73.18	0.53	
2018-06	58.76	0.22	
2018-07	47.48	-0.02	
2018-08	43.92	-0.1	
2018-09	41.67	-0.15	
2018-10	37.42	-0.23	
2018-11	35.99	-0.27	
2018-12	28.87	-0.41	
2019-01	25.96	-0.47	
2019-02	30.34	-0.38	
2019-03	32.2	-0.35	
2019-04	33.5	-0.32	
2019-05	34.09	-0.31	
2019-06	27.45	-0.44	
2019-07	27.51	-0.44	
2019-08	27.81	-0.43	
2019-09	28.07	-0.43	
2019-10	25.81	-0.47	
2019-11	25.56	-0.48	
2019-12	23.49	-0.52	
2020-01	23.72	-0.52	
2020-02	20.55	-0.58	
2020-03	18.4	-0.62	
2020-04	18.63	-0.62	
2020-05	21.87	-0.55	
2020-06	23.29	-0.52	
2020-07	27.71	-0.43	
2020-08	27.32	-0.44	
2020-09	25.26	-0.48	
2020-10	26.55	-0.46	
2020-11	30.07	-0.38	
2020-12	28.62	-0.41	
2021-01	27.56	-0.43	
2021-02	29.96	-0.38	
2021-03	37.27	-0.23	
2021-04	41.64	-0.15	
2021-05	48.99	0	
2021-06	46.05	-0.06	
2021-07	40.4	-0.18	
2021-08	35.94	-0.27	
2021-09	30.53	-0.38	
2021-10	33.81	-0.31	
2021-11	35.72	-0.27	
2021-12	36.57	-0.25	
2022-01	39.31	-0.19	
2022-02	37.13	-0.24	
2022-03	35.13	-0.28	
2022-04	32.5	-0.33	
2022-05	35.04	-0.28	
2022-06	41.46	-0.14	
2022-07	45.83	-0.05	
2022-08	42.91	-0.11	
2022-09	40.85	-0.15	
2022-10	42.75	-0.11	
2022-11	42.33	-0.12	
2022-12	44.27	-0.08	
2023-01	48.33	0.01	
2023-02	48.52	0.01	
2023-03	45.39	-0.05	
2023-04	44.52	-0.06	
2023-05	41.62	-0.12	
2023-06	41.27	-0.13	
2023-07	44.45	-0.06	
2023-08	38.99	-0.17	
2023-09	39.84	-0.15	
2023-10	41.57	-0.1	
2023-11	41.47	-0.1	
2023-12	39.9	-0.13	
2024-01	34.71	-0.24	
2024-02	31.95	-0.29	
2024-03	32.47	-0.27	
2024-04	31.11	-0.29	
2024-05	32.81	-0.25	
2024-06	30.39	-0.3	
2024-07	27.98	-0.35	
2024-08	29.37	-0.31	
2024-09	29.06	-0.31	
2024-10	33.66	-0.19	
2024-11	35.48	-0.14	
2024-12	36.6	-0.11	
2025-01	33.21	-0.19	
