month	ct_avg_Tdx收盘价	股东人数
2007-11	36.38	24529	
2007-12	40.01	19398	
2008-03	36.45	19025	
2008-06	15.85	20418	
2008-09	10.87	19328	
2008-12	13.6	16768	
2009-03	19.45	15715	
2009-06	16.92	22427	
2009-09	17.05	25961	
2009-12	21.14	20623	
2010-03	19.97	18110	
2010-06	14.53	21219	
2010-09	16.08	22540	
2010-12	19.65	27197	
2011-03	22.69	17837	
2011-06	20.04	15037	
2011-09	21.71	12650	
2011-12	17.45	13486	
2012-03	16.93	15557	
2012-06	14.41	17028	
2012-09	13.8	16513	
2012-12	11.98	16531	
2013-03	15.3	19945	
2013-06	13.83	19340	
2013-09	14.29	19033	
2013-12	16.5	16682	
2014-03	16.43	19352	
2014-06	16.4	17852	
2014-09	25.19	20605	
2014-12	25.46	24468	
2015-03	29.95	19778	
2015-06	43.36	34539	
2015-09	32.3	50190	
2015-12	38.98	43499	
2016-03	32.65	40405	
2016-06	42.56	30424	
2016-09	40	31857	
2016-12	36.82	36077	
2017-03	39.65	32354	
2017-04	38.96	30903.5	
2017-06	29.97	31787	
2017-07	33.72	27638	
2017-08	33.49	27183	
2017-09	34.68	24753	
2017-11	37.79	22459	
2017-12	37.98	23593	
2018-03	39.45	21156.5	
2018-04	41.42	22782.5	
2018-05	39.63	22400	
2018-06	39.68	19963	
2018-07	41.9	18750	
2018-08	40.79	18414.33	
2018-09	43.59	18860.25	
2018-10	40.14	19019.33	
2018-11	39.08	19429.67	
2018-12	36.55	22022	
2019-01	35.88	21174	
2019-02	39.19	20646	
2019-03	42.3	22006	
2019-05	37.32	24968.5	
2019-06	32.27	25251.67	
2019-07	35.28	24477.67	
2019-08	39.21	26352.33	
2019-09	41.93	35893.67	
2019-10	39.57	34494	
2019-11	39.11	33304.67	
2019-12	39.19	32948.67	
2020-01	39.22	37125	
2020-02	37.88	34492.67	
2020-03	36.35	34038.67	
2020-04	34.52	36767.67	
2020-05	35.35	36853.67	
2020-06	36.37	33759	
2020-07	43.01	31636.67	
2020-08	46.58	32627.67	
2020-09	46.71	30038.67	
2020-10	51.31	26999.67	
2020-11	58.93	25090.33	
2020-12	66.78	32602.67	
2021-01	76.76	49851	
2021-02	71.54	48443.5	
2021-03	65.6	43505	
2021-04	73.8	41168.5	
2021-05	72.18	39631.33	
2021-06	76.61	42145.67	
2021-07	81.25	41116.33	
2021-08	94.57	46238	
2021-09	85.82	52688.67	
2021-10	84.71	46416	
2021-11	97.14	37880.33	
2021-12	97.79	37902.67	
2022-01	89.12	37320.67	
2022-02	85.14	38764.67	
2022-03	82.79	40138.33	
2022-04	73.4	38686.33	
2022-05	80.64	35842	
2022-06	69.98	39578.33	
2022-07	63.94	43389.67	
2022-08	62.64	41725	
2022-09	63.53	37837.67	
2022-10	64.51	37490.33	
2022-11	61.56	48646	
2022-12	57.97	51640.67	
2023-01	57.35	52492.5	
2023-02	57.1	58901.33	
2023-03	55.29	58798	
2023-04	55.22	55978.33	
2023-05	48.19	55132	
2023-06	42.24	54956.33	
2023-07	44.31	52588	
2023-08	43.36	50361.67	
2023-09	43.3	49229.67	
2023-10	40.18	51943.67	
2023-11	39.97	53040	
2023-12	37.83	54436	
2024-01	33.79	56159.33	
2024-02	33.37	54468	
2024-03	35.34	70469.33	
2024-04	33.34	76724.5	
2024-05	35.77	65050	
2024-06	37.59	57377.67	
2024-07	37.39	54613.67	
2024-08	36.89	54351.67	
2024-09	37.96	51625.67	
2024-10	43.9	60525.67	
2024-11	42.38	69904.33	
2024-12	39.36	72106	
2025-01	37.36	75155.67	
