month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
1999-06	10.24	-81.55	
1999-07	9.92	-93.3	
1999-08	9.39	-94.28	
1999-09	9.66	-84.86	
1999-10	9.49	-87	
1999-11	9.67	-71.83	
1999-12	9	-87.29	
2000-01	8.83	-90.7	
2000-02	14.19	-22.4	
2000-03	16.42	42.16	
2000-04	15.36	50.85	
2000-05	15.01	55.46	
2000-06	14.65	57.23	
2000-07	14.63	54.12	
2000-08	15.78	73.29	
2000-09	15.9	80.91	
2000-10	15.58	73.22	
2000-11	15.72	79.1	
2000-12	16.37	88.18	
2001-01	16.53	85.84	
2001-02	14.52	32.79	
2001-03	14.68	-5.76	
2001-04	15.13	-6.34	
2001-05	15.55	2.18	
2001-06	16.14	45.88	
2001-07	16.64	64.61	
2001-08	15.4	36.88	
2001-09	13.79	-26.34	
2001-10	12.17	-73.81	
2001-11	12.8	-71.71	
2001-12	13.02	-73.04	
2002-01	11.16	-93.3	
2002-02	11.63	-86.61	
2002-03	14.06	-49.4	
2002-04	15.44	5.84	
2002-05	14.56	13.24	
2002-06	8.59	-45.72	
2002-07	7.57	-82.53	
2002-08	7.14	-94.93	
2002-09	6.82	-98.26	
2002-10	6.73	-94.54	
2002-11	6.04	-97.32	
2002-12	5.59	-92.69	
2003-01	5.78	-83.39	
2003-02	6.12	-65.95	
2003-03	5.84	-76.4	
2003-04	5.84	-71.64	
2003-05	5.74	-74.88	
2003-06	5.86	-58.97	
2003-07	5.64	-85.36	
2003-08	5.54	-89.63	
2003-09	5.28	-94.68	
2003-10	5.03	-95.19	
2003-11	4.59	-96.61	
2003-12	4.78	-86.08	
2004-01	5.01	-70.33	
2004-02	5.47	-31.74	
2004-03	5.76	-6.44	
2004-04	5.88	16.03	
2004-05	5.22	-8.51	
2004-06	4.78	-43.18	
2004-07	4.58	-64.2	
2004-08	4.29	-76.15	
2004-09	4.29	-76.18	
2004-10	4.26	-76.73	
2004-11	4.48	-56.01	
2004-12	4.35	-63.16	
2005-01	4	-86.61	
2005-02	3.83	-89.97	
2005-03	3.83	-89.87	
