month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2006-05	13.04	3.61	0.15	-67.06	0.7	-19.74	
2006-06	14	3.87	0.23	-40.43	0.8	35.55	
2006-07	14.21	3.93	0.25	-19.69	0.8	53.36	
2006-08	13.36	3.71	0.17	-40.41	0.68	49.03	
2006-09	13.61	3.81	0.18	-24.28	0.71	60.84	
2006-10	14.24	3.98	0.24	3.99	0.76	81.35	
2006-11	16.37	4.58	0.41	46.96	0.99	94.36	
2006-12	17.98	5.05	0.54	69.98	1.17	98.77	
2007-01	24.05	6.76	1.04	89.82	1.83	99.6	
2007-02	26.56	7.47	1.22	93.81	2.05	96.61	
2007-03	24.96	7.02	1.07	85.67	1.8	85.84	
2007-04	29.62	8.33	1.42	95.49	2.24	95.28	
2007-05	33.23	9.35	1.66	97.32	2.53	97.32	
2007-06	39.65	11.15	2.1	96.83	3.05	96.68	
2007-07	37.93	10.67	1.9	88.88	2.76	88.6	
2007-08	40.14	11.3	2	94.84	2.86	94.8	
2007-09	40.25	11.36	1.94	88.35	2.75	88.62	
2007-10	36.52	10.31	1.63	57.94	2.32	58.18	
2007-11	32.83	9.27	1.33	22.89	1.92	22.85	
2007-12	35.93	10.14	1.51	28.93	2.11	28.97	
2008-01	37.03	10.45	1.54	45.33	2.12	45.9	
2008-02	32.27	9.11	1.18	-9.76	1.66	-9.88	
2008-03	26.25	7.36	0.76	-40.8	1.12	-41.54	
2008-04	22.72	6.41	0.51	-62.42	0.82	-63.1	
2008-05	22.47	6.34	0.48	-72.19	0.78	-72.86	
2008-06	18.48	5.2	0.21	-88.11	0.44	-88.79	
2008-07	16.17	4.57	0.05	-87	0.26	-87	
2008-08	17.29	4.91	0.12	-78.19	0.34	-77.72	
2008-09	16.36	4.65	0.06	-87.12	0.26	-86.61	
2008-10	13.72	3.9	-0.11	-96.47	0.05	-96.07	
2008-11	11.42	3.24	-0.26	-93.93	-0.13	-93.97	
2008-12	11.6	3.29	-0.25	-88.94	-0.12	-89.13	
2009-01	12.45	3.53	-0.2	-74.7	-0.06	-74.82	
2009-02	13.76	3.91	-0.12	-57.28	0.03	-57.01	
2009-03	13.52	3.84	-0.13	-52.03	0.01	-51.87	
2009-04	14.15	4.02	-0.1	-21.73	0.05	-21.56	
2009-05	14.22	4.04	-0.09	-8.88	0.05	-8.83	
2009-06	14.86	4.23	-0.06	9.44	0.09	10.39	
2009-07	16.73	4.75	0.06	37.46	0.21	38.43	
2009-08	15.51	4.42	-0.02	31.85	0.12	32.91	
2009-09	14.05	4	-0.12	0.93	0.01	2.19	
2009-10	14.21	4.05	-0.11	-6.25	0.02	-4.74	
2009-11	15.52	4.42	-0.03	34.01	0.1	34.61	
2009-12	16	4.56	0	50.62	0.13	51.2	
2010-01	18.71	5.33	0.16	70.67	0.31	71.38	
2010-02	18.56	5.29	0.14	76.84	0.28	77.86	
2010-03	18.49	5.27	0.13	79.15	0.27	80.05	
2010-04	18.22	5.19	0.11	80.32	0.24	80.23	
2010-05	13.55	3.86	-0.18	9.78	-0.09	10	
2010-06	12.9	3.66	-0.22	-25.45	-0.14	-25.89	
2010-07	12.26	3.49	-0.26	-43.1	-0.18	-44.08	
2010-08	13.16	3.76	-0.21	-43.47	-0.12	-43.51	
2010-09	13	3.72	-0.22	-48.17	-0.14	-46.95	
2010-10	13.92	3.98	-0.17	-37.72	-0.08	-36.83	
2010-11	13.46	3.85	-0.2	-40.38	-0.11	-38.96	
2010-12	12.39	3.54	-0.26	-68.28	-0.19	-67.74	
2011-01	13.25	3.79	-0.21	-55.27	-0.14	-54.11	
2011-02	14.29	4.08	-0.15	-8.22	-0.08	-6.79	
2011-03	14.43	4.12	-0.15	16.11	-0.07	17	
2011-04	14.74	4.21	-0.13	32.38	-0.06	33.88	
2011-05	13.99	4	-0.18	22.58	-0.11	23.55	
