month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2005-10	0.45	-0.62	
2005-11	0.42	-0.64	
2005-12	0.42	-0.64	
2006-01	0.47	-0.6	
2006-02	0.47	-0.6	
2006-03	0.47	-0.59	
2006-04	0.57	-0.51	
2006-05	0.86	-0.26	
2006-06	0.87	-0.24	
2006-07	0.83	-0.28	
2006-08	0.72	-0.37	
2006-09	0.77	-0.32	
2006-10	0.83	-0.27	
2006-11	0.72	-0.36	
2006-12	0.75	-0.33	
2007-01	0.88	-0.21	
2007-02	1.02	-0.09	
2007-03	1.2	0.07	
2007-04	1.42	0.27	
2007-05	1.74	0.54	
2007-06	1.33	0.18	
2007-07	1.24	0.1	
2007-08	1.57	0.38	
2007-09	1.57	0.37	
2007-10	1.36	0.19	
2007-11	1.24	0.09	
2007-12	1.34	0.18	
2008-01	1.53	0.35	
2008-02	1.54	0.36	
2008-03	1.55	0.37	
2008-04	1.28	0.13	
2008-05	1.16	0.04	
2008-06	0.97	-0.12	
2008-07	0.98	-0.1	
2008-08	0.79	-0.26	
2008-09	0.68	-0.36	
2008-10	0.56	-0.46	
2008-11	0.6	-0.41	
2008-12	0.67	-0.34	
2009-01	0.69	-0.31	
2009-02	0.84	-0.14	
2009-03	0.85	-0.12	
2009-04	0.95	-0.01	
2009-05	1.02	0.06	
2009-06	1.07	0.13	
2009-07	1.26	0.33	
2009-08	1.56	0.64	
2009-09	1.58	0.68	
2009-10	1.76	0.85	
2009-11	1.95	1.05	
2009-12	1.99	1.07	
2010-01	2.18	1.27	
2010-02	1.82	0.88	
2010-03	1.85	0.89	
2010-04	2	1.04	
2010-05	1.61	0.63	
2010-06	1.62	0.62	
2010-07	1.41	0.41	
2010-08	1.67	0.67	
2010-09	1.77	0.75	
2010-10	1.72	0.7	
2010-11	1.89	0.85	
2010-12	1.77	0.72	
2011-01	1.52	0.48	
2011-02	1.56	0.51	
2011-03	1.69	0.62	
2011-04	1.62	0.54	
2011-05	1.49	0.42	
2011-06	1.38	0.3	
2011-07	1.5	0.42	
2011-08	1.37	0.28	
2011-09	1.29	0.21	
2011-10	1.22	0.14	
2011-11	1.25	0.16	
2011-12	1.02	-0.06	
2012-01	0.92	-0.15	
2012-02	1.01	-0.06	
2012-03	1.05	-0.03	
2012-04	1.06	-0.03	
2012-05	1.06	-0.03	
2012-06	1.01	-0.07	
2012-07	0.92	-0.16	
2012-08	0.93	-0.15	
2012-09	0.97	-0.11	
2012-10	0.95	-0.14	
2012-11	0.9	-0.18	
2012-12	0.88	-0.2	
2013-01	0.99	-0.11	
2013-02	1.06	-0.05	
2013-03	1.17	0.05	
2013-04	1.13	0.01	
2013-05	1.27	0.12	
2013-06	1.12	-0.01	
2013-07	1.08	-0.05	
2013-08	1.21	0.06	
2013-09	1.19	0.03	
2013-10	1.25	0.08	
2013-11	1.22	0.04	
2013-12	1.29	0.09	
2014-01	1.24	0.05	
2014-02	1.61	0.34	
2014-03	1.74	0.44	
2014-04	1.74	0.43	
2014-05	1.58	0.28	
2014-06	1.77	0.42	
2014-07	2.07	0.64	
2014-08	2.23	0.74	
2014-09	2.76	1.12	
2014-10	2.61	0.98	
2014-11	2.44	0.83	
2014-12	2.36	0.75	
2015-01	2.31	0.7	
2015-02	2.88	1.09	
2015-03	3.58	1.54	
2015-04	3.64	1.53	
2015-05	4.03	1.74	
2015-06	4.95	2.28	
2015-07	3.07	1.01	
2015-08	3.45	1.23	
2015-09	2.49	0.6	
2015-10	3.24	1.05	
2015-11	3.94	1.46	
2015-12	3.51	1.17	
2016-01	3.06	0.87	
2016-02	2.65	0.61	
2016-03	2.6	0.56	
2016-04	2.69	0.6	
2016-05	2.85	0.69	
2016-06	3.28	0.92	
2016-07	3.34	0.93	
2016-08	3.02	0.73	
2016-09	2.92	0.66	
2016-10	2.98	0.67	
2016-11	2.89	0.61	
2016-12	2.71	0.49	
2017-01	2.74	0.49	
2017-02	2.73	0.47	
2017-03	2.82	0.49	
2017-04	2.58	0.36	
2017-05	2.36	0.23	
2017-06	2.37	0.22	
2017-07	2.39	0.23	
2017-08	2.41	0.22	
2017-09	2.54	0.28	
2017-10	2.52	0.26	
2017-11	2.27	0.13	
2017-12	2.34	0.16	
2018-01	2.15	0.06	
2018-02	1.8	-0.11	
2018-03	1.95	-0.03	
2018-04	2.13	0.05	
2018-05	2.19	0.08	
2018-06	1.95	-0.03	
2018-07	2.07	0.02	
2018-08	1.91	-0.05	
2018-09	2.04	0	
2018-10	1.77	-0.13	
2018-11	1.8	-0.11	
2018-12	1.78	-0.13	
2019-01	1.75	-0.14	
2019-02	1.92	-0.06	
2019-03	2.26	0.11	
2019-04	2.39	0.17	
2019-05	2.46	0.19	
2019-06	2.39	0.16	
2019-07	2.34	0.13	
2019-08	2.36	0.13	
2019-09	2.69	0.29	
2019-10	2.46	0.17	
2019-11	2.38	0.13	
2019-12	2.5	0.18	
2020-01	2.89	0.35	
2020-02	3.48	0.61	
2020-03	3.38	0.55	
2020-04	3.03	0.38	
2020-05	3.27	0.47	
2020-06	3.29	0.46	
2020-07	4.34	0.9	
2020-08	6.69	1.86	
2020-09	6.58	1.75	
2020-10	6.95	1.84	
2020-11	6.48	1.58	
2020-12	7.42	1.89	
2021-01	9.05	2.42	
2021-02	9.13	2.34	
2021-03	7.94	1.83	
2021-04	7.91	1.75	
2021-05	7.67	1.61	
2021-06	8.68	1.87	
2021-07	10.79	2.47	
2021-08	14.47	3.45	
2021-09	14.61	3.32	
2021-10	15.74	3.46	
2021-11	17.33	3.7	
2021-12	17.73	3.59	
2022-01	17.8	3.43	
2022-02	16.84	3.03	
2022-03	16.95	2.91	
2022-04	15.69	2.5	
2022-05	17.81	2.84	
2022-06	19.6	3.07	
2022-07	19.55	2.91	
2022-08	18.74	2.62	
2022-09	18.77	2.51	
2022-10	18.96	2.43	
2022-11	18.62	2.28	
2022-12	17.19	1.95	
2023-01	17.35	1.9	
2023-02	16.45	1.69	
2023-03	14.98	1.4	
2023-04	13.8	1.17	
2023-05	13.92	1.15	
2023-06	13.48	1.05	
2023-07	14.42	1.16	
2023-08	13.74	1.02	
2023-09	13.37	0.94	
2023-10	10.47	0.51	
2023-11	10.46	0.49	
2023-12	9.23	0.31	
2024-01	7.77	0.09	
2024-02	7.33	0.02	
2024-03	8.81	0.22	
2024-04	7.84	0.08	
2024-05	7.17	-0.02	
2024-06	6.99	-0.05	
2024-07	6.12	-0.17	
2024-08	6.08	-0.18	
2024-09	5.62	-0.24	
2024-10	7.48	0	
2024-11	7.56	0.01	
2024-12	7.03	-0.07	
2025-01	6.29	-0.17	
