month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2019-12	13.72	-0.54	
2020-01	16.46	-0.43	
2020-02	16.51	-0.41	
2020-03	15.45	-0.43	
2020-04	15.56	-0.41	
2020-05	16.79	-0.34	
2020-06	17.34	-0.3	
2020-07	22.94	-0.04	
2020-08	23.49	0.01	
2020-09	24.09	0.07	
2020-10	26.39	0.21	
2020-11	29.92	0.4	
2020-12	31.43	0.51	
2021-01	39.11	0.9	
2021-02	44.55	1.14	
2021-03	33.21	0.59	
2021-04	30.6	0.46	
2021-05	34.49	0.64	
2021-06	35.35	0.67	
2021-07	31.27	0.47	
2021-08	32.91	0.54	
2021-09	33.68	0.57	
2021-10	29.38	0.36	
2021-11	27.1	0.25	
2021-12	28.82	0.33	
2022-01	26.79	0.23	
2022-02	25.82	0.18	
2022-03	24	0.09	
2022-04	20.73	-0.05	
2022-05	18.61	-0.15	
2022-06	20.15	-0.08	
2022-07	21.07	-0.04	
2022-08	18.8	-0.14	
2022-09	16.82	-0.23	
2022-10	15.89	-0.28	
2022-11	17.18	-0.22	
2022-12	19.22	-0.13	
2023-01	19.9	-0.09	
2023-02	22.1	0.01	
2023-03	20.47	-0.07	
2023-04	19.38	-0.12	
2023-05	16.95	-0.22	
2023-06	16.38	-0.25	
2023-07	17.25	-0.21	
2023-08	17.73	-0.18	
2023-09	18.52	-0.14	
2023-10	18.93	-0.12	
2023-11	17.8	-0.16	
2023-12	16.62	-0.21	
2024-01	16.31	-0.21	
2024-02	17.5	-0.15	
2024-03	18.73	-0.09	
2024-04	20.01	-0.02	
2024-05	21.84	0.07	
2024-06	19.69	-0.02	
2024-07	18.02	-0.1	
2024-08	16.1	-0.18	
2024-09	16.89	-0.12	
2024-10	19.36	0	
2024-11	18.98	-0.02	
2024-12	17.82	-0.08	
2025-01	17.24	-0.11	
