month	ct_avg_Tdx收盘价	股东人数
2010-03	32.64	19557	
2010-06	26.77	13436	
2010-09	30.11	12779	
2010-12	32.06	10547	
2011-03	28.77	11165	
2011-06	22.25	11224	
2011-09	23.18	10932	
2011-12	21.3	10672	
2012-03	22.36	10771	
2012-06	21.68	10919	
2012-09	22.12	10235	
2012-12	18.41	10407	
2013-03	19.11	10011	
2013-06	17.71	10475	
2013-09	18.03	10311	
2013-12	24.33	12260	
2014-03	21.68	11204	
2014-06	20.66	11360	
2014-09	24.78	9812	
2014-12	25.89	9244	
2015-03	27.45	8775	
2015-06	51.26	6208	
2015-09	19.97	8579	
2015-12	30.71	7660	
2016-03	23.92	6789	
2016-06	33.23	31516	
2016-09	42.03	25054	
2016-12	43.88	30796	
2017-02	45.59	73262	
2017-03	61.13	60668	
2017-06	51.97	63971	
2017-09	52.42	56782	
2017-12	50.9	54760	
2018-03	50.39	54447	
2018-06	46.18	53095	
2018-09	40.42	53469	
2018-12	34.47	59682	
2019-03	35.86	59441	
2019-06	30.8	60187	
2019-07	34.53	52077	
2019-08	37.66	46520	
2019-09	39.43	54956	
2019-10	40.9	54227.67	
2019-12	37.66	63302	
2020-03	46.04	82486	
2020-06	53.06	53990	
2020-09	79.69	81959	
2020-12	82.13	118936	
2021-02	108.67	165231	
2021-03	90.31	203266	
2021-06	70.43	286001	
2021-09	63.22	225009	
2021-12	64.99	182127	
2022-03	51.03	220243	
2022-06	52.44	196445	
2022-09	48.25	206367	
2022-12	57.41	165744	
2023-03	53.5	181509	
2023-06	47.95	195881	
2023-09	42.25	208056	
2023-12	40.32	199845	
2024-03	38.01	208521	
2024-06	36.52	196384	
2024-09	37.81	191286	
