month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2015-07	6.52	-0.42	
2015-08	6.37	-0.43	
2015-09	5.05	-0.54	
2015-10	5.22	-0.52	
2015-11	5.33	-0.5	
2015-12	5.07	-0.51	
2016-01	4.39	-0.56	
2016-02	4.2	-0.55	
2016-03	4.48	-0.51	
2016-04	4.51	-0.48	
2016-05	3.99	-0.52	
2016-06	3.91	-0.52	
2016-07	3.97	-0.5	
2016-08	3.94	-0.49	
2016-09	3.83	-0.49	
2016-10	3.91	-0.47	
2016-11	4.29	-0.41	
2016-12	4.49	-0.38	
2017-01	4.61	-0.36	
2017-02	5.08	-0.29	
2017-03	4.85	-0.32	
2017-04	4.93	-0.31	
2017-05	4.31	-0.4	
2017-06	4.38	-0.38	
2017-07	5.17	-0.26	
2017-08	7.11	0.02	
2017-09	7.9	0.14	
2018-02	6.58	-0.05	
2018-03	5.15	-0.24	
2018-04	4.7	-0.3	
2018-05	4.47	-0.32	
2018-06	4	-0.38	
2018-07	3.63	-0.43	
2018-08	3.81	-0.39	
2018-09	4	-0.35	
2018-10	3.68	-0.39	
2018-11	3.75	-0.37	
2018-12	3.57	-0.39	
2019-01	3.6	-0.38	
2019-02	3.91	-0.32	
2019-03	4.31	-0.25	
2019-04	4.4	-0.22	
2019-05	3.96	-0.29	
2019-06	3.93	-0.29	
2019-07	3.82	-0.3	
2019-08	3.61	-0.33	
2019-09	3.67	-0.31	
2019-10	3.51	-0.33	
2019-11	3.37	-0.35	
2019-12	3.39	-0.33	
2020-01	3.51	-0.3	
2020-02	3.11	-0.37	
2020-03	3.03	-0.38	
2020-04	2.89	-0.4	
2020-05	2.8	-0.41	
2020-06	2.81	-0.4	
2020-07	3.28	-0.29	
2020-08	3.29	-0.28	
2020-09	3.05	-0.33	
2020-10	2.97	-0.34	
2020-11	3.48	-0.22	
2020-12	3.75	-0.16	
2021-01	3.58	-0.19	
2021-02	3.79	-0.13	
2021-03	4.11	-0.06	
2021-04	4.19	-0.03	
2021-05	5.36	0.23	
2021-06	5.14	0.18	
2021-07	5.66	0.3	
2021-08	6.2	0.42	
2021-09	8.77	0.99	
2021-10	7	0.58	
2021-11	5.45	0.23	
2021-12	6.11	0.37	
2022-01	5.86	0.31	
2022-02	6.14	0.37	
2022-03	6.42	0.42	
2022-04	5.37	0.18	
2022-05	4.78	0.05	
2022-06	4.95	0.08	
2022-07	4.61	0.01	
2022-08	4.57	0	
2022-09	4.51	-0.02	
2022-10	4.1	-0.11	
2022-11	4.3	-0.07	
2022-12	4.65	0.01	
2023-01	4.84	0.04	
2023-02	5.45	0.17	
2023-03	5.56	0.19	
2023-04	6.16	0.31	
2023-05	5.76	0.22	
2023-06	5.55	0.17	
2023-07	5.88	0.23	
2023-08	6.09	0.27	
2023-09	6.56	0.37	
2023-10	6.05	0.26	
2023-11	5.79	0.21	
2023-12	5.3	0.11	
2024-01	5.49	0.16	
2024-02	5.84	0.25	
2024-03	6.69	0.43	
2024-04	7.32	0.56	
2024-05	7.89	0.67	
2024-06	7.69	0.62	
2024-07	7.43	0.56	
2024-08	6.65	0.39	
2024-09	6.94	0.44	
2024-10	8.49	0.75	
2024-11	7.94	0.62	
2024-12	7.51	0.53	
2025-01	7.43	0.5	
