month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2012-11	13.24	5.84	-0.49	4.63	-0.03	8.85	
2012-12	13.18	5.82	-0.49	2.47	-0.04	10.37	
2013-01	14.65	6.47	-0.43	47.1	0.05	48.88	
2013-02	14.56	6.43	-0.43	46.55	0.04	54.52	
2013-03	13.95	6.16	-0.45	43.5	-0.02	49.66	
2013-04	15	6.62	-0.41	73.41	0.05	77.98	
2013-05	18.27	8.07	-0.28	92.09	0.26	93.3	
2013-06	16.67	7.4	-0.34	81.25	0.15	82.09	
2013-07	15.88	7.05	-0.37	70.19	0.08	70.73	
2013-08	15.47	6.86	-0.38	48.82	0.04	50.04	
2013-09	15.85	7.03	-0.37	53.24	0.06	55.73	
2013-10	15.31	6.8	-0.39	30.16	0.02	32.59	
2013-11	14.05	6.23	-0.44	-20.96	-0.08	-18.66	
2013-12	14.28	6.34	-0.44	-29.5	-0.07	-28.12	
2014-01	16.31	7.24	-0.36	16.45	0.06	17.69	
2014-02	17.2	7.63	-0.32	49.11	0.1	50.56	
2014-03	16	7.1	-0.37	36.69	0.02	38.69	
2014-04	14.88	6.6	-0.42	-14.16	-0.06	-13.22	
2014-05	11.7	6.2	-0.54	-52.63	-0.13	-44.91	
2014-06	9.57	6.03	-0.62	-84.86	-0.15	-64.91	
2014-07	10.1	6.37	-0.6	-82.69	-0.11	-59.16	
2014-08	10.86	6.84	-0.57	-69.69	-0.05	-3.7	
2014-09	11.61	7.32	-0.54	-55.31	0	36.22	
2014-10	11.86	7.48	-0.53	-43.5	0.02	61.51	
2014-11	11.75	7.41	-0.53	-37.1	0	66.21	
2014-12	12.8	8.07	-0.49	-2.68	0.08	82.53	
2015-01	13.82	8.71	-0.44	25	0.16	90.09	
2015-02	14.05	8.86	-0.43	38.69	0.17	90.83	
2015-03	15.43	9.73	-0.37	60.63	0.27	98.34	
2015-04	19.21	12.13	-0.22	76.96	0.57	98.68	
2015-05	19.65	12.45	-0.19	83.53	0.59	93.35	
2015-06	22.75	14.41	-0.06	90.82	0.82	94.52	
2015-07	16.38	10.38	-0.31	57.34	0.3	58.62	
2015-08	15.47	9.8	-0.34	31.72	0.22	33.38	
2015-09	11.71	7.42	-0.49	-18.57	-0.08	-16.29	
2015-10	14.21	9	-0.37	-20.06	0.12	-13.76	
2015-11	15.53	9.84	-0.3	-7.82	0.22	-1.74	
2015-12	15.95	10.1	-0.26	2.48	0.25	5.78	
2016-01	13.3	8.43	-0.37	-36.38	0.04	-30.98	
2016-02	12.52	7.93	-0.39	-58.63	-0.02	-54.82	
2016-03	12.23	7.75	-0.4	-72.94	-0.05	-68.28	
2016-04	12.97	8.59	-0.35	-63.57	0.06	-58.26	
2016-05	10.3	7.95	-0.47	-91.11	-0.02	-74.28	
2016-06	10.64	8.21	-0.44	-82.99	0.02	-65.36	
2016-07	11.1	8.57	-0.4	-72.75	0.06	-33.29	
2016-08	11.04	8.52	-0.39	-73.1	0.05	-20.26	
2016-09	11.15	8.6	-0.38	-59.02	0.06	2.41	
2016-10	11.27	8.7	-0.37	-44.09	0.07	14.45	
2016-11	11.71	9.04	-0.34	-15.95	0.11	45.62	
2016-12	12.65	9.77	-0.28	15.38	0.19	62.01	
2017-01	13.44	10.37	-0.23	34.87	0.26	73.66	
2017-02	14	10.81	-0.2	50	0.31	87.85	
2017-03	15.9	12.27	-0.09	71.7	0.47	91.07	
2017-04	16.47	12.71	-0.05	84.72	0.51	92.26	
2017-05	16.31	12.6	-0.05	80.18	0.49	86.47	
2017-06	16.49	12.81	-0.03	82.14	0.51	88.43	
2017-07	15.9	12.35	-0.05	62.59	0.45	65.65	
2017-08	14.89	11.56	-0.11	33.38	0.35	35.52	
2017-09	15.68	12.17	-0.06	33.04	0.42	34.35	
2017-10	18.03	14.01	0.08	71.9	0.62	73.53	
2017-11	17.12	13.29	0.03	72.08	0.53	73.34	
2017-12	16.09	12.49	-0.03	36.78	0.43	39.58	
2018-01	15.38	11.94	-0.07	12.01	0.36	13.51	
2018-02	15.69	12.19	-0.04	-2.68	0.39	-1.25	
2018-03	16.6	12.89	0.02	31.09	0.47	32.75	
