month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2020-01	0.96	-0.19	
2020-02	0.89	-0.25	
2020-03	0.93	-0.21	
2020-04	0.83	-0.3	
2020-05	0.8	-0.32	
2020-06	0.78	-0.34	
2020-07	0.97	-0.18	
2020-08	0.94	-0.21	
2020-09	0.89	-0.25	
2020-10	0.9	-0.24	
2020-11	0.91	-0.24	
2020-12	0.9	-0.24	
2021-01	0.89	-0.25	
2021-02	0.86	-0.28	
2021-03	0.91	-0.24	
2021-04	0.89	-0.26	
2021-05	0.88	-0.27	
2021-06	0.87	-0.28	
2021-07	0.95	-0.21	
2021-08	1.33	0.1	
2021-09	1.92	0.57	
2021-10	1.7	0.37	
2021-11	1.62	0.3	
2021-12	1.82	0.44	
2022-01	1.98	0.56	
2022-02	2.05	0.59	
2022-03	1.73	0.33	
2022-04	1.73	0.32	
2022-05	1.73	0.31	
2022-06	1.84	0.38	
2022-07	1.76	0.31	
2022-08	1.73	0.27	
2022-09	1.77	0.29	
2022-10	1.74	0.26	
2022-11	1.73	0.24	
2022-12	1.71	0.22	
2023-01	1.65	0.17	
2023-02	1.65	0.16	
2023-03	1.77	0.24	
2023-04	1.77	0.23	
2023-05	1.68	0.17	
2023-06	1.36	-0.06	
2023-07	1.38	-0.03	
2023-08	1.36	-0.04	
2023-09	1.24	-0.11	
2023-10	1.26	-0.09	
2023-11	1.23	-0.11	
2023-12	1.16	-0.15	
2024-01	1.15	-0.15	
2024-02	1.2	-0.12	
2024-03	1.22	-0.1	
2024-04	1.22	-0.09	
2024-05	1.27	-0.05	
2024-06	1.29	-0.04	
2024-07	1.33	-0.01	
2024-08	1.33	-0.01	
2024-09	1.14	-0.15	
2024-10	1.37	0.02	
2024-11	1.41	0.05	
2024-12	1.36	0.01	
2025-01	1.24	-0.07	
2025-02	1.23	-0.08	
