month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2013-11	0.64	-4.53	
2013-12	0.64	-1.05	
2014-01	0.57	-55.36	
2014-02	0.56	-69.14	
2014-03	0.54	-79.59	
2014-04	0.56	-69.01	
2014-05	0.56	-69.11	
2014-06	0.56	-56.74	
2014-07	0.56	-53.11	
2014-08	0.56	-53.95	
2014-09	0.56	-46.77	
2014-10	0.79	43.15	
2014-11	0.86	71.43	
2014-12	1.31	91.93	
2015-01	1.57	91.07	
2015-02	1.43	84.58	
2015-03	1.76	95.25	
2015-04	2.48	99.58	
2015-05	3.26	96.79	
2015-06	3.01	86.9	
2015-07	2.1	55.32	
2015-08	2.01	39.92	
2015-09	1.66	1.79	
2015-10	1.78	-2.31	
2015-11	1.91	0.38	
2015-12	1.73	-31.02	
2016-01	1.44	-50.36	
2016-02	1.35	-59.76	
2016-03	1.37	-69.99	
2016-04	1.37	-70.04	
2016-05	1.27	-89.24	
2016-06	1.22	-92.01	
2016-07	1.25	-81.04	
2016-08	1.31	-64.33	
2016-09	1.33	-40.98	
2016-10	1.41	-20.76	
2016-11	1.58	20.21	
2016-12	1.55	30.72	
2017-01	1.53	32.24	
2017-02	1.61	52.33	
2017-03	1.61	60.02	
2017-04	1.77	78.52	
2017-05	1.73	72.01	
2017-06	1.7	72.56	
2017-07	1.75	82.65	
2017-08	1.75	85.36	
2017-09	1.77	86.35	
2017-10	1.72	55.72	
2017-11	1.61	9.13	
2017-12	1.6	-20.49	
2018-01	1.63	-24.23	
2018-02	1.58	-44.11	
2018-03	1.52	-61.69	
2018-04	1.4	-83.88	
2018-05	1.34	-91.15	
2018-06	1.21	-94.37	
2018-07	1.21	-89.29	
2018-08	1.22	-83.11	
2018-09	1.16	-92.81	
2018-10	1.08	-97.12	
2018-11	1.05	-94.4	
2018-12	1.07	-83.84	
2019-01	1.11	-65.02	
2019-02	1.16	-42.32	
2019-03	1.28	-2.72	
2019-04	1.3	19.64	
2019-05	1.1	-24.78	
2019-06	1.13	-31.81	
2019-07	1.13	-34.59	
2019-08	1.06	-61.89	
2019-09	1.08	-59.2	
2019-10	1.03	-72.32	
2019-11	0.95	-77.72	
2019-12	0.92	-81.66	
2020-01	0.96	-74.27	
2020-02	0.89	-89.91	
2020-03	0.93	-77.27	
2020-04	0.83	-95.71	
2020-05	0.8	-95.98	
2020-06	0.78	-93.48	
2020-07	0.97	-40.37	
2020-08	0.94	-15.73	
2020-09	0.89	-24.68	
2020-10	0.9	-21.21	
2020-11	0.91	-7.48	
2020-12	0.9	-3.96	
2021-01	0.89	-15.36	
2021-02	0.86	-47.32	
2021-03	0.91	-10.91	
2021-04	0.89	-0.17	
2021-05	0.88	-31.94	
2021-06	0.87	-47.96	
2021-07	0.95	-1.91	
2021-08	1.33	82.83	
2021-09	1.92	97.72	
2021-10	1.7	88.11	
2021-11	1.62	78.86	
2021-12	1.82	87.85	
2022-01	1.98	92.67	
2022-02	2.05	90.34	
2022-03	1.73	58.15	
2022-04	1.73	44.17	
2022-05	1.73	26.27	
2022-06	1.84	49.28	
2022-07	1.76	22.87	
2022-08	1.73	-0.97	
2022-09	1.77	19.56	
2022-10	1.74	-7.76	
2022-11	1.73	-37.46	
2022-12	1.71	-29.34	
2023-01	1.65	-61.16	
2023-02	1.65	-63.71	
2023-03	1.77	-7.8	
2023-04	1.77	6.02	
2023-05	1.68	-1.83	
2023-06	1.36	-77.5	
2023-07	1.38	-84.06	
2023-08	1.36	-88.16	
2023-09	1.24	-96.79	
2023-10	1.26	-87.5	
2023-11	1.23	-94.28	
2023-12	1.16	-97.75	
2024-01	1.15	-92.69	
2024-02	1.2	-72.07	
2024-03	1.22	-56.46	
2024-04	1.22	-46.03	
2024-05	1.27	-10.94	
2024-06	1.29	11.09	
2024-07	1.33	29.62	
2024-08	1.33	40.75	
2024-09	1.14	-18.84	
2024-10	1.37	29.31	
2024-11	1.41	64.46	
2024-12	1.36	54.22	
2025-01	1.24	5.46	
2025-02	1.23	-16.07	
