month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2011-04	12.54	0.42	
2011-05	11.23	0.26	
2011-06	11.26	0.25	
2011-07	11.8	0.29	
2011-08	11.07	0.2	
2011-09	10.96	0.18	
2011-10	10.73	0.14	
2011-11	10.78	0.13	
2011-12	9.51	-0.01	
2012-01	9.3	-0.04	
2012-02	10.22	0.05	
2012-03	10.98	0.11	
2012-04	11.86	0.19	
2012-05	12.17	0.21	
2012-06	12	0.18	
2012-07	11.43	0.12	
2012-08	10.58	0.02	
2012-09	10.5	0.01	
2012-10	10.88	0.03	
2012-11	10.17	-0.04	
2012-12	10.92	0.02	
2013-01	13.04	0.2	
2013-02	13.94	0.27	
2013-03	12.67	0.14	
2013-04	11.6	0.04	
2013-05	12.12	0.07	
2013-06	10.71	-0.06	
2013-07	9.91	-0.14	
2013-08	10.66	-0.08	
2013-09	11.95	0.02	
2013-10	11.77	0	
2013-11	11.75	-0.01	
2013-12	12.45	0.04	
2014-01	11.53	-0.05	
2014-02	11.04	-0.09	
2014-03	10.19	-0.17	
2014-04	11.18	-0.1	
2014-05	11.18	-0.1	
2014-06	11.11	-0.12	
2014-07	11.7	-0.08	
2014-08	12.87	0.01	
2014-09	13.07	0.02	
2014-10	12.91	0	
2014-11	14.83	0.14	
2014-12	27.28	1.05	
2015-01	30.93	1.28	
2015-02	28.55	1.07	
2015-03	29.74	1.12	
2015-04	34.84	1.43	
2015-05	32.63	1.24	
2015-06	30.19	1.04	
2015-07	24.19	0.62	
2015-08	19.25	0.29	
2015-09	14.27	-0.04	
2015-10	15.47	0.04	
2015-11	19.51	0.3	
2015-12	19.09	0.28	
2016-01	15.79	0.06	
2016-02	14.76	0	
2016-03	16.76	0.15	
2016-04	17.32	0.19	
2016-05	15.87	0.1	
2016-06	16.11	0.12	
2016-07	16.66	0.16	
2016-08	17.01	0.18	
2016-09	16.92	0.17	
2016-10	17.13	0.19	
2016-11	17.86	0.24	
2016-12	16.94	0.17	
2017-01	16.77	0.15	
2017-02	17.15	0.17	
2017-03	16.83	0.15	
2017-04	16.74	0.14	
2017-05	16.37	0.11	
2017-06	17.18	0.16	
2017-07	17.78	0.19	
2017-08	18.02	0.21	
2017-09	19.04	0.27	
2017-10	18.83	0.26	
2017-11	19.3	0.29	
2017-12	19.4	0.29	
2018-01	21.57	0.43	
2018-02	20.05	0.33	
2018-03	19.41	0.28	
2018-04	19.98	0.32	
2018-05	20.47	0.35	
2018-06	18.65	0.22	
2018-07	17.46	0.14	
2018-08	17.11	0.12	
2018-09	17.32	0.13	
2018-10	17.39	0.13	
2018-11	18.58	0.2	
2018-12	18.04	0.16	
2019-01	18.59	0.19	
2019-02	22.55	0.44	
2019-03	26.31	0.66	
2019-04	26.42	0.65	
2019-05	21.86	0.36	
2019-06	23.44	0.45	
2019-07	25.22	0.54	
2019-08	23.96	0.46	
2019-09	25.78	0.55	
2019-10	24.41	0.46	
2019-11	24.07	0.43	
2019-12	25.33	0.49	
2020-01	27.8	0.62	
2020-02	25.81	0.49	
2020-03	25.78	0.48	
2020-04	25.15	0.43	
2020-05	25.32	0.42	
2020-06	25.5	0.42	
2020-07	33.01	0.82	
2020-08	34.9	0.9	
2020-09	34	0.83	
2020-10	33.77	0.79	
2020-11	32.67	0.72	
2020-12	32.5	0.69	
2021-01	33.34	0.71	
2021-02	30.92	0.57	
2021-03	26.96	0.36	
2021-04	26.33	0.32	
2021-05	27.74	0.38	
2021-06	28.02	0.38	
2021-07	26.31	0.29	
2021-08	27.05	0.31	
2021-09	29.87	0.44	
2021-10	28.52	0.36	
2021-11	28.06	0.33	
2021-12	29.46	0.38	
2022-01	29.24	0.36	
2022-02	29.52	0.36	
2022-03	25.45	0.17	
2022-04	24.24	0.11	
2022-05	23.24	0.05	
2022-06	25.08	0.13	
2022-07	24.32	0.09	
2022-08	23.67	0.05	
2022-09	23.17	0.03	
2022-10	21.92	-0.03	
2022-11	23.32	0.02	
2022-12	24.92	0.09	
2023-01	25.83	0.12	
2023-02	25.87	0.12	
2023-03	25.16	0.08	
2023-04	26.09	0.12	
2023-05	26.32	0.13	
2023-06	24.62	0.06	
2023-07	25.71	0.11	
2023-08	29.58	0.28	
2023-09	27.97	0.21	
2023-10	27.31	0.19	
2023-11	27.99	0.22	
2023-12	26.03	0.13	
2024-01	25.06	0.08	
2024-02	26.55	0.14	
2024-03	26.01	0.11	
2024-04	23.39	0	
2024-05	23.86	0.01	
2024-06	23.25	-0.01	
2024-07	23.55	0	
2024-08	24.06	0.01	
2024-09	26.1	0.1	
2024-10	35.84	0.49	
2024-11	40.63	0.67	
2024-12	39.69	0.62	
2025-01	35.4	0.43	
