month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2007-06	2.09	67.32	
2007-07	2.15	69.24	
2007-08	2.54	91.23	
2007-09	2.54	89.96	
2007-10	3.45	95.44	
2007-11	3.92	92.94	
2007-12	4.17	95	
2008-01	4.5	92.53	
2008-02	4.37	85.83	
2008-03	3.96	67.39	
2008-04	3.24	25.38	
2008-05	3.18	6.56	
2008-06	2.71	-25.27	
2008-07	2.71	-31.1	
2008-08	2.36	-51.83	
2008-09	1.93	-73.4	
2008-10	1.45	-86.74	
2008-11	1.44	-84.24	
2008-12	1.86	-64.94	
2009-01	2.18	-42.32	
2009-02	2.52	-17.95	
2009-03	2.52	-1.1	
2009-04	2.68	23.3	
2009-05	2.6	24.26	
2009-06	2.5	15.38	
2009-07	2.63	29	
2009-08	2.71	55.78	
2009-09	2.6	33.4	
2009-10	2.81	66.13	
2009-11	3.58	86.31	
2009-12	3.82	89.91	
2010-01	3.78	88.75	
2010-02	3.64	74.94	
2010-03	3.88	89.91	
2010-04	4.39	96.6	
2010-05	4.13	83.03	
2010-06	4.25	88.3	
2010-07	3.91	51.1	
2010-08	4.41	84.33	
2010-09	4.74	92.34	
2010-10	5.17	97.93	
2010-11	5.42	94.97	
2010-12	5.71	95.46	
2011-01	5.52	81.21	
2011-02	5.88	91.96	
2011-03	6.02	95.77	
2011-04	5.75	75.28	
2011-05	5.67	55.44	
2011-06	5.62	37.46	
2011-07	5.89	62.03	
2011-08	5.57	33.46	
2011-09	5.12	-25.64	
2011-10	4.82	-45.59	
2011-11	4.97	-50	
2011-12	4.67	-72.36	
2012-01	4.03	-90.36	
2012-02	4.36	-76.83	
2012-03	4.49	-72.56	
2012-04	4.24	-86.87	
2012-05	4.3	-80.11	
2012-06	3.98	-89.55	
2012-07	3.34	-97.44	
2012-08	3.27	-90.72	
2012-09	3.13	-89.69	
2012-10	2.99	-93.16	
2012-11	3.21	-78.17	
2012-12	3.03	-81.97	
2013-01	3.47	-43.39	
2013-02	3.59	-15.83	
2013-03	3.87	15.9	
2013-04	3.76	22.92	
2013-05	4.38	50.89	
2013-06	4.75	65.23	
2013-07	4.54	69.99	
2013-08	4.82	82.71	
2013-09	4.72	79.56	
2013-10	4.27	45.54	
2013-11	3.74	-2.89	
2013-12	3.97	-9.13	
2014-01	3.79	-34.01	
2014-02	4.15	-12.39	
2014-03	4.39	25.6	
2014-04	4.57	48.09	
2014-05	4.64	54.2	
2014-06	4.85	65.22	
2014-07	5.36	74.88	
2014-08	6.11	85.03	
2014-09	6.91	96.47	
2014-10	6.64	85.37	
2014-11	6.37	74.33	
2014-12	6.37	66.81	
2015-01	6.47	61.96	
2015-02	7.05	85.3	
2015-03	8.17	95.98	
2015-04	11.06	96.43	
2015-05	12.06	92.19	
2015-06	14.11	90.77	
2015-07	8.8	53.26	
2015-08	8.57	35.63	
2015-09	6.44	-12.46	
2015-10	7.62	-9.19	
2015-11	8.9	4	
2015-12	9.32	18.75	
2016-01	7.15	-20.22	
2016-02	6.64	-47.14	
2016-03	6.5	-65.8	
2016-04	7.21	-61.34	
2016-05	7.66	-46.13	
2016-06	9.08	11.92	
2016-07	8.86	25.51	
2016-08	9.09	50.54	
2016-09	9.39	65.27	
2016-10	10.43	77.29	
