month	ct_avg_Tdx收盘价	股东人数
2010-09	37.42	40744	
2010-12	55.19	9742	
2011-03	47.91	8704	
2011-06	33.48	5744	
2011-09	40.61	5089	
2011-12	35.5	5301	
2012-03	34.75	6537	
2012-06	28.65	4377	
2012-09	31.51	4044	
2012-12	26.32	4420	
2013-03	33.69	3558	
2013-06	29.37	5474	
2013-09	27.7	5534	
2013-12	29.17	5026	
2014-03	36.58	6217	
2014-06	31.22	6594	
2014-09	33.44	12200	
2014-12	29.29	15194	
2015-03	38.78	16613	
2015-06	46.55	14497	
2015-09	27.61	19047	
2015-12	33.33	20761	
2016-03	29.98	23749	
2016-06	22.22	19973	
2016-09	20.28	21090	
2016-12	20.2	17964	
2017-03	23.39	13236	
2017-04	25.49	13212.5	
2017-06	28.53	19629	
2017-08	20.67	27270	
2017-09	20.67	27530	
2017-10	22.47	25930	
2017-11	25.16	30155	
2017-12	24.31	36019	
2018-03	24.95	27960.33	
2018-04	22.6	29457	
2018-05	23.05	28264.5	
2018-06	23.6	25164.5	
2018-07	20.59	26724.67	
2018-08	17.83	28933.33	
2018-09	16.22	38478.5	
2018-10	15.84	35583.25	
2018-11	15.49	47202	
2018-12	14.36	47532	
2019-01	14.91	41606.5	
2019-02	18.93	35425.33	
2019-03	22.35	37162.25	
2019-06	22.65	50348.67	
2019-07	21.5	58885.33	
2019-08	23.17	78999	
2019-09	26.18	90997	
2019-10	29.55	94933.5	
2019-11	34.17	115160	
2019-12	35.83	120658.5	
2020-01	41.26	110104	
2020-02	46.09	160503	
2020-03	40.91	209964	
2020-04	42	187443	
2020-05	46.39	188741	
2020-06	50.17	189441.33	
2020-07	55.39	308947	
2020-08	54.47	362108	
2020-09	55.2	314708.67	
2020-10	58.77	295745.5	
2020-11	54.6	346894.67	
2020-12	53.1	345710.5	
2021-01	56.78	387755	
2021-02	49.74	418660.67	
2021-03	39.89	461588	
2021-04	35.43	488542	
2021-05	36.11	515871	
2021-06	41.56	496831.33	
2021-07	42.5	483577.33	
2021-08	39.01	497040	
2021-09	34.95	538021.33	
2021-10	37.28	481143.33	
2021-11	41	380755.33	
2021-12	45.32	292734	
2022-01	47.59	245869.33	
2022-02	43.4	249222.33	
2022-03	35.98	314673	
2022-04	28.98	338560.5	
2022-05	30.24	340921	
2022-06	33.5	344986	
2022-08	36.78	281319	
2022-09	34.13	292662	
2022-10	28.48	325292	
2022-11	31.79	303666	
2022-12	31.52	298821.5	
2023-01	30.24	285932	
2023-02	31.92	333374	
2023-03	29.42	355073.5	
2023-04	29.13	359624.33	
2023-05	27.03	391948	
2023-06	29.28	304774	
2023-07	33.01	265157.5	
2023-08	32.61	258800	
2023-09	30	280896.33	
2023-10	31.7	257069.5	
2023-11	31.85	271096	
2023-12	31.89	252679	
2024-01	29.93	284138	
2024-02	27.38	298299	
2024-03	28.87	335753.5	
2024-04	28.05	312042	
2024-05	31.25	263403	
2024-06	35.56	234523.5	
2024-07	39.63	217162	
2024-08	36.78	205806	
2024-09	37.61	223858	
2024-11	39.83	338919	
2024-12	40.73	293039	
