month	ct_avg_前复权价格	股东人数
2010-09	0.94	40744	
2010-12	1.38	9742	
2011-03	1.2	8704	
2011-06	1.26	5744	
2011-09	1.53	5089	
2011-12	1.34	5301	
2012-03	1.31	6537	
2012-06	1.39	4377	
2012-09	1.67	4044	
2012-12	1.4	4420	
2013-03	1.79	3558	
2013-06	1.77	5474	
2013-09	2.22	5534	
2013-12	2.33	5026	
2014-03	2.92	6217	
2014-06	3.5	6594	
2014-09	3.75	12200	
2014-12	3.29	15194	
2015-03	4.35	16613	
2015-06	5.86	14497	
2015-09	4.65	19047	
2015-12	5.66	20761	
2016-03	5.05	23749	
2016-06	4.88	19973	
2016-09	5.14	21090	
2016-12	5.12	17964	
2017-03	5.93	13236	
2017-04	6.46	13212.5	
2017-06	7.24	19629	
2017-08	7.89	27270	
2017-09	7.89	27530	
2017-10	8.57	25930	
2017-11	9.6	30155	
2017-12	9.27	36019	
2018-03	9.52	27960.33	
2018-04	8.62	29457	
2018-05	8.79	28264.5	
2018-06	9	25164.5	
2018-07	8.94	26724.67	
2018-08	8.86	28933.33	
2018-09	8.06	38478.5	
2018-10	7.88	35583.25	
2018-11	7.7	47202	
2018-12	7.14	47532	
2019-01	7.41	41606.5	
2019-02	9.41	35425.33	
2019-03	11.11	37162.25	
2019-06	11.26	50348.67	
2019-07	13.23	58885.33	
2019-08	15	78999	
2019-09	16.95	90997	
2019-10	19.13	94933.5	
2019-11	22.12	115160	
2019-12	23.2	120658.5	
2020-01	26.71	110104	
2020-02	29.84	160503	
2020-03	26.49	209964	
2020-04	27.2	187443	
2020-05	30.04	188741	
2020-06	36.2	189441.33	
2020-07	46.72	308947	
2020-08	45.95	362108	
2020-09	46.56	314708.67	
2020-10	49.57	295745.5	
2020-11	46.05	346894.67	
2020-12	44.79	345710.5	
2021-01	47.89	387755	
2021-02	41.96	418660.67	
2021-03	33.65	461588	
2021-04	29.89	488542	
2021-05	30.46	515871	
2021-06	35.05	496831.33	
2021-07	35.91	483577.33	
2021-08	32.98	497040	
2021-09	29.55	538021.33	
2021-10	31.52	481143.33	
2021-11	34.66	380755.33	
2021-12	38.32	292734	
2022-01	40.23	245869.33	
2022-02	36.69	249222.33	
2022-03	30.04	314673	
2022-04	24.51	338560.5	
2022-05	25.57	340921	
2022-06	28.32	344986	
2022-08	31.2	281319	
2022-09	28.96	292662	
2022-10	24.16	325292	
2022-11	26.97	303666	
2022-12	26.74	298821.5	
2023-01	25.65	285932	
2023-02	27.08	333374	
2023-03	24.96	355073.5	
2023-04	24.71	359624.33	
2023-05	22.94	391948	
2023-06	24.9	304774	
2023-07	28.13	265157.5	
2023-08	27.79	258800	
2023-09	25.57	280896.33	
2023-10	27.01	257069.5	
2023-11	27.14	271096	
2023-12	27.17	252679	
2024-01	25.5	284138	
2024-02	23.33	298299	
2024-03	24.6	335753.5	
2024-04	23.9	312042	
2024-05	26.64	263403	
2024-06	30.3	234523.5	
2024-07	33.93	217162	
2024-08	31.57	205806	
2024-09	32.29	223858	
2024-11	34.18	338919	
2024-12	34.96	293039	
