month	ct_avg_Tdx收盘价	股东人数
2014-03	68.48	19479	
2014-06	34.04	19209	
2014-09	37.78	20972	
2014-12	40.76	20304	
2015-03	49.5	18344	
2015-06	34.89	42102	
2015-09	31.58	31999	
2015-12	35.61	27577	
2016-03	29.04	26962	
2016-06	29.86	24393	
2016-09	30.78	23140	
2016-12	30.13	23169	
2017-02	30.46	21566	
2017-03	32.24	20498	
2017-06	40.95	22917	
2017-09	43.33	17127	
2017-12	51.73	19346	
2018-03	57.96	19679	
2018-06	76.75	26223	
2018-09	70.92	22257	
2018-12	67.27	21112	
2019-03	77.57	19243	
2019-06	102.71	30805	
2019-09	111.38	26054	
2019-12	107.1	31382	
2020-03	104.52	24874	
2020-06	116.98	46583	
2020-09	164.22	82504	
2020-12	189.61	66719	
2021-03	156.6	120397	
2021-06	133.31	162936	
2021-09	94.09	170943	
2021-12	109.89	174861	
2022-03	92.87	176827	
2022-06	81.91	183776	
2022-09	79.72	165164	
2022-12	79.27	156565	
2023-03	76.48	164568	
2023-06	49.41	197601	
2023-08	42.82	164000	
2023-09	39	233535	
2023-12	36.01	228164	
2024-03	40.41	208755	
2024-06	35.37	223042	
2024-08	34.86	208800	
2024-09	37.48	203445	
