month	ct_avg_前复权价格	股东人数
2014-03	1.03	19479	
2014-06	1.03	19209	
2014-09	1.15	20972	
2014-12	1.24	20304	
2015-03	1.5	18344	
2015-06	1.93	42102	
2015-09	1.75	31999	
2015-12	1.97	27577	
2016-03	1.61	26962	
2016-06	1.68	24393	
2016-09	1.74	23140	
2016-12	1.7	23169	
2017-02	1.72	21566	
2017-03	1.82	20498	
2017-06	2.35	22917	
2017-09	2.49	17127	
2017-12	2.97	19346	
2018-03	3.33	19679	
2018-06	4.47	26223	
2018-09	4.13	22257	
2018-12	3.92	21112	
2019-03	4.52	19243	
2019-06	6.05	30805	
2019-09	6.56	26054	
2019-12	6.31	31382	
2020-03	6.15	24874	
2020-06	8.33	46583	
2020-09	11.7	82504	
2020-12	13.51	66719	
2021-03	11.16	120397	
2021-06	12.42	162936	
2021-09	8.76	170943	
2021-12	10.24	174861	
2022-03	8.56	176827	
2022-06	8.46	183776	
2022-09	8.24	165164	
2022-12	8.19	156565	
2023-03	7.9	164568	
2023-06	6.2	197601	
2023-08	5.37	164000	
2023-09	4.89	233535	
2023-12	4.52	228164	
2024-03	5.07	208755	
2024-06	4.47	223042	
2024-08	4.46	208800	
2024-09	4.79	203445	
