month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
1999-07	1.47	96.94	
1999-08	1.44	87.22	
1999-09	1.51	92.73	
1999-10	1.45	78.24	
1999-11	1.47	79.26	
1999-12	1.41	47.07	
2000-01	1.58	74.53	
2000-02	1.87	96.75	
2000-03	1.78	88.63	
2000-04	1.67	72.46	
2000-05	1.7	72.22	
2000-06	1.72	73.66	
2000-07	1.77	80.32	
2000-08	1.73	70.73	
2000-09	1.6	14.12	
2000-10	1.69	12.82	
2000-11	1.71	33.24	
2000-12	1.7	25.55	
2001-01	1.77	57.4	
2001-02	1.64	0.1	
2001-03	1.73	9.37	
2001-04	1.9	68.54	
2001-05	2.05	86.01	
2001-06	2.17	91.24	
2001-07	2.13	85.11	
2001-08	2.04	70.69	
2001-09	2.14	83.89	
2001-10	2.01	49.55	
2001-11	2.01	33.24	
2001-12	2.09	50.64	
2002-01	1.98	8.35	
2002-02	2.07	17.41	
2002-03	2.13	50.6	
2002-04	2.03	17.49	
2002-05	1.93	-27.73	
2002-06	1.94	-55.04	
2002-07	2.01	-32.26	
2002-08	2.01	-35.35	
2002-09	2.04	5.67	
2002-10	1.97	-28.77	
2002-11	1.95	-47.53	
2002-12	1.87	-78.25	
2003-01	1.82	-84.96	
2003-02	1.9	-71.67	
2003-03	1.92	-58.12	
2003-04	2.21	9.74	
2003-05	2.29	46.79	
2003-06	2.2	63.01	
2003-07	2.3	77.76	
2003-08	2.31	84.23	
2003-09	2.24	65.06	
2003-10	2.26	56.55	
2003-11	2.25	59.46	
2003-12	2.01	-6.1	
2004-01	1.95	-34.68	
2004-02	2.12	-23.26	
2004-03	2.07	-38.24	
2004-04	2.14	-15.26	
2004-05	2.15	-4.91	
2004-06	2.11	-9.78	
2004-07	2.09	-42.45	
2004-08	2.18	27.27	
2004-09	2.33	56.98	
2004-10	2.64	80.91	
2004-11	2.64	87.99	
2004-12	2.58	76.98	
2005-01	2.74	94.06	
2005-02	2.88	97.53	
2005-03	2.97	96.47	
2005-04	2.93	85.72	
2005-05	2.78	66.6	
2005-06	2.71	39.16	
2005-07	2.87	62.54	
2005-08	2.9	73.99	
2005-09	3.02	83.08	
2005-10	3.05	84.71	
2005-11	3.03	80.6	
2005-12	2.67	17.94	
2006-01	2.64	-11.94	
2006-02	2.63	-36.55	
2006-03	2.59	-59.7	
2006-04	2.81	-32.54	
2006-05	3.05	22.12	
2006-06	3.02	42.05	
2006-07	3.06	55.74	
2006-08	2.94	41.11	
2006-09	3.06	63.26	
2006-10	2.92	34.51	
2006-11	2.91	13.39	
2006-12	3.31	74.32	
2007-01	4.34	97.77	
2007-02	4.37	91.85	
2007-03	4.33	87.09	
2007-04	5.36	92.47	
2007-05	6.75	98.86	
2007-06	8.29	97.62	
2007-07	7.13	80.28	
2007-08	7.61	85.37	
2007-09	7.31	71.38	
2007-10	6.39	38.79	
2007-11	5.38	3.81	
2007-12	6.14	6.61	
2008-01	6.7	26.75	
2008-02	5.84	-17.74	
2008-03	5.28	-38.31	
2008-04	4.25	-62.29	
2008-05	4.65	-69.6	
2008-06	3.76	-86.16	
2008-07	4.03	-77.64	
2008-08	3.54	-87.8	
2008-09	3.24	-93.89	
2008-10	3.27	-89.6	
2008-11	2.72	-95.71	
2008-12	3.04	-81.29	
2009-01	3.2	-65.95	
2009-02	3.72	-29.91	
2009-03	3.65	-13.84	
2009-04	3.81	14.5	
2009-05	3.94	30.8	
2009-06	3.9	41.19	
2009-07	4.11	55.12	
2009-08	4.07	56.16	
2009-09	4.07	55.56	
2009-10	4.25	71.82	
2009-11	5.03	87.37	
2009-12	4.91	81.83	
2010-01	5.26	94.11	
2010-02	5.67	97.98	
2010-03	5.6	87.85	
2010-04	5.79	89.16	
2010-05	6.46	98.39	
2010-06	6.17	85.15	
2010-07	5.41	45.21	
2010-08	6.08	69.52	
2010-09	7.04	89.62	
2010-10	7.83	94.08	
2010-11	8.99	97.36	
2010-12	8.5	83.93	
2011-01	7.39	57.9	
2011-02	7.72	56.73	
2011-03	8.71	78.3	
2011-04	9.01	84.91	
2011-05	8.76	77.42	
2011-06	8.03	35.5	
2011-07	10.33	79.68	
2011-08	10.01	82.88	
2011-09	9.13	61.86	
2011-10	8.48	24.78	
2011-11	9.71	61.81	
2011-12	9	40.71	
2012-01	8.27	-10.83	
2012-02	8.64	-17.68	
2012-03	8.92	-0.12	
2012-04	8.55	-36.92	
2012-05	9.01	-9.21	
2012-06	9.56	31.79	
2012-07	10.92	64.08	
2012-08	10.88	77.49	
2012-09	10.37	60.8	
2012-10	10.77	81.8	
2012-11	10.69	77.31	
2012-12	10.58	55.83	
2013-01	11.99	90.36	
2013-02	12.74	96.01	
2013-03	13.14	94.22	
2013-04	13.53	95.04	
2013-05	14.54	96.92	
2013-06	13.8	80.72	
2013-07	14.04	81.64	
2013-08	14.3	84.86	
2013-09	13.51	47.6	
2013-10	13.36	32.44	
2013-11	11.72	-15.48	
2013-12	12.65	-17.05	
2014-01	12.15	-34.65	
2014-02	11.77	-53.13	
2014-03	11.11	-75.85	
2014-04	10.81	-84.82	
2014-05	10.31	-91.61	
2014-06	10.42	-82.99	
2014-07	11.06	-59.55	
2014-08	11.82	-22.15	
2014-09	11.65	-10.76	
2014-10	11.83	10.52	
2014-11	11.86	18.48	
2014-12	13.4	57.03	
2015-01	14.63	75	
2015-02	13.75	71.67	
2015-03	14.91	86.45	
2015-04	19.41	95.96	
2015-05	20.49	93.17	
2015-06	24.95	94.56	
2015-07	17.78	64.05	
2015-08	17.68	51.32	
2015-09	14.78	1.07	
2015-10	15.98	-0.68	
2015-11	16.64	0.94	
2015-12	22.37	44.29	
2016-01	20	53.12	
2016-02	18.84	41.61	
2016-03	17.93	6.91	
2016-04	18.17	6.56	
2016-05	17.22	-38.82	
2016-06	17.3	-46.16	
2016-07	19.68	14.54	
2016-08	19.54	50.12	
2016-09	19.41	63.39	
2016-10	19.72	71.04	
2016-11	20.39	83.4	
2016-12	20.07	67.65	
2017-01	19.23	36.95	
2017-02	19.22	24.7	
2017-03	19.84	47.01	
2017-04	19.9	60.81	
2017-05	19.8	45	
2017-06	21.12	83.04	
2017-07	21.02	83.08	
2017-08	20.46	67.7	
2017-09	20.16	37.08	
2017-10	21.17	70.06	
2017-11	21.52	85.35	
2017-12	20.59	50.98	
2018-01	21.34	67.13	
2018-02	20.7	57.98	
2018-03	21.21	55.84	
2018-04	22.7	86.21	
2018-05	24.87	96.67	
2018-06	23.73	82.14	
2018-07	22.18	55.84	
2018-08	20.1	0.54	
2018-09	19.54	-24.67	
2018-10	18.68	-46.13	
2018-11	18.91	-51.75	
2018-12	18.23	-68.44	
2019-01	17.06	-91.96	
2019-02	18.29	-74.05	
2019-03	19.27	-48.13	
2019-04	20.35	-13.31	
2019-05	18.94	-29.29	
2019-06	18.28	-54.56	
2019-07	18.83	-30.75	
2019-08	17.99	-65.18	
2019-09	17.91	-77.14	
2019-10	17.5	-82.59	
2019-11	17.4	-76.95	
2019-12	17.32	-75	
2020-01	18.15	-42.52	
2020-02	18.34	-17.01	
