month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2014-12	11.43	-0.63	
2015-01	11.34	-0.63	
2015-02	10.21	-0.67	
2015-03	11.22	-0.64	
2015-04	13.56	-0.56	
2015-05	13	-0.58	
2015-06	12.46	-0.6	
2015-07	7.42	-0.76	
2015-08	7.3	-0.76	
2015-09	6.35	-0.79	
2015-10	6.41	-0.79	
2015-11	6.59	-0.78	
2015-12	6.41	-0.78	
2016-01	6.7	-0.76	
2016-02	6.96	-0.75	
2016-03	7.63	-0.72	
2016-04	7.61	-0.71	
2016-05	6.51	-0.75	
2016-06	6.35	-0.75	
2016-07	7.42	-0.7	
2016-08	8.12	-0.66	
2016-09	7.78	-0.67	
2016-10	8.35	-0.64	
2016-11	9.33	-0.59	
2016-12	8.66	-0.62	
2017-01	8.68	-0.62	
2017-02	9.34	-0.59	
2017-03	8.82	-0.61	
2017-04	8.37	-0.63	
2017-05	7.07	-0.69	
2017-06	7.44	-0.67	
2017-07	8.77	-0.61	
2017-08	10.26	-0.53	
2017-09	10.88	-0.5	
2017-10	9.73	-0.55	
2017-11	9.48	-0.55	
2017-12	10.51	-0.49	
2018-01	12	-0.42	
2018-02	12.86	-0.36	
2018-03	11.21	-0.43	
2018-04	10.34	-0.47	
2018-05	10.24	-0.46	
2018-06	9.79	-0.48	
2018-07	8.5	-0.54	
2018-08	8.38	-0.54	
2018-09	7.72	-0.57	
2018-10	7.95	-0.55	
2018-11	7.85	-0.55	
2018-12	7.31	-0.57	
2019-01	6.93	-0.58	
2019-02	7.63	-0.53	
2019-03	8.02	-0.49	
2019-04	8.36	-0.46	
2019-05	7.73	-0.48	
2019-06	8.1	-0.44	
2019-07	8.05	-0.42	
2019-08	7.73	-0.42	
2019-09	7.57	-0.41	
2019-10	7.28	-0.41	
2019-11	6.82	-0.43	
2019-12	6.97	-0.41	
2020-01	7.14	-0.38	
2020-02	6.28	-0.45	
2020-03	6.03	-0.46	
2020-04	5.78	-0.47	
2020-05	5.56	-0.48	
2020-06	5.64	-0.47	
2020-07	6.53	-0.37	
2020-08	6.36	-0.38	
2020-09	6.28	-0.37	
2020-10	6.34	-0.35	
2020-11	6.28	-0.35	
2020-12	6.5	-0.32	
2021-01	6.06	-0.36	
2021-02	5.61	-0.4	
2021-03	6.02	-0.34	
2021-04	7.07	-0.22	
2021-05	10.29	0.15	
2021-06	12.4	0.4	
2021-07	12.21	0.39	
2021-08	13.61	0.56	
2021-09	16.34	0.87	
2021-10	14.1	0.61	
2021-11	11.44	0.31	
2021-12	11.53	0.32	
2022-01	12.33	0.41	
2022-02	13.28	0.52	
2022-03	16.12	0.84	
2022-04	16.51	0.87	
2022-05	14.47	0.63	
2022-06	15.58	0.74	
2022-07	14.09	0.56	
2022-08	14.8	0.63	
2022-09	16.44	0.79	
2022-10	15.53	0.68	
2022-11	17.37	0.86	
2022-12	17.96	0.9	
2023-01	18.15	0.9	
2023-02	20.9	1.17	
2023-03	21.07	1.16	
2023-04	19.96	1.03	
2023-05	20.13	1.03	
2023-06	17.17	0.72	
2023-07	16.98	0.69	
2023-08	15.98	0.59	
2023-09	18.65	0.84	
2023-10	18.84	0.85	
2023-11	20.17	0.95	
2023-12	22.34	1.13	
2024-01	22.78	1.14	
2024-02	24.67	1.28	
2024-03	24.06	1.19	
2024-04	21.69	0.94	
2024-05	22.55	0.99	
2024-06	20.87	0.82	
2024-07	16.44	0.42	
2024-08	14.73	0.27	
2024-09	14.2	0.21	
2024-10	15.95	0.35	
2024-11	15.04	0.27	
2024-12	14.87	0.25	
2025-01	13.46	0.12	
