month	ct_avg_Tdx收盘价	股东人数
2002-06	9.28	108073	
2002-09	10.35	129845	
2002-12	8.68	135879	
2003-03	9.51	115368	
2003-06	11.76	153740	
2003-09	9.74	163669	
2003-12	10.67	160917	
2004-03	11.06	171301	
2004-06	8.64	180508	
2004-09	9.22	167950	
2004-12	8.55	158951	
2005-03	8.56	147510	
2005-06	7.59	151590	
2005-09	6.63	168110	
2005-12	6.58	150832	
2006-03	6.32	211577	
2006-06	7.22	202730	
2006-09	9.19	137010	
2006-12	14.38	70247	
2007-06	23.01	54958	
2007-12	38.92	47789	
2008-06	25.16	45887	
2008-12	12.95	45109	
2009-06	20.66	44539	
2009-12	17.37	44728	
2010-06	13.05	43170	
2010-12	13.12	41715	
2011-06	13.07	41168	
2011-12	11.72	44327	
2012-06	11.08	48845	
2012-12	11.6	37782	
2013-06	12.13	48270	
2013-12	10.72	42696	
2014-06	10.17	42063	
2014-12	14.32	41289	
2015-06	19.31	39057	
2015-12	17.62	37967	
2016-06	17.51	37782	
2016-12	18.24	37347	
2017-06	22.44	36743	
2017-12	28.89	35281	
2018-06	28.23	34007	
2018-12	27.41	33602	
2019-06	35.73	33203	
2019-12	37.14	32767	
2020-06	34.44	32357	
2020-12	43.93	31494	
2021-02	54.03	411988	
2021-06	55.71	30632	
2021-09	51.25	30259	
2021-12	50.7	29976	
2022-03	46.62	29811	
2022-06	40.02	29632	
2022-09	34.28	29411	
2022-12	36.21	29271	
2023-03	35.32	29078	
2023-06	33.24	28913	
2023-09	32.96	28731	
2023-12	27.57	28569	
2024-03	31.66	28270	
2024-06	33.89	27730	
2024-09	32.05	27567	
