month	ct_avg_Tdx收盘价	人均持股
2001-12	10.46	1819	
2002-03	9.48	2010	
2002-06	10.66	2013	
2002-09	10.11	2170	
2002-12	9.43	2570	
2003-03	10.61	2641	
2003-06	9.85	2403	
2003-09	7.56	2499	
2003-12	7.45	2802	
2004-03	7.75	2967	
2004-06	5.94	2942	
2004-09	5.87	3165	
2004-12	4.27	3271	
2005-03	3.23	3306	
2005-06	2.87	3294	
2005-09	2.76	3222	
2005-12	2.33	3303	
2006-03	2.93	3368	
2006-06	4.6	3379	
2006-09	2.87	4473	
2006-12	3.35	4345	
2007-03	5.64	4504	
2007-06	8.53	4878	
2007-09	8.58	4601	
2007-12	7.78	4212	
2008-03	8.23	4006	
2008-06	5.3	4285	
2008-09	6.61	3984	
2008-12	4.37	5499	
2009-03	6.81	7240	
2010-09	25.25	8919	
2010-12	33.26	24262	
2011-03	39.28	28385	
2011-06	43.7	31924	
2011-09	32.9	29599	
2011-12	24.54	28748	
2012-03	27.58	28619	
2012-06	17.98	44324	
2012-09	19.24	42862	
2012-12	14.59	37840	
2013-03	22.1	39256	
2013-06	23.66	38273	
2013-09	18.64	46338	
2013-12	23.04	56501	
2014-03	21.15	37574	
2014-06	20.56	71429	
2014-09	26.08	55243	
2014-12	28.69	50858	
2015-03	29.46	40595	
2015-06	43.05	41438	
2015-09	21.37	29677	
2015-12	24.45	30272	
2016-03	18.85	30410	
2016-06	18.45	32098	
2016-09	19.51	32130	
2016-12	18.89	30095	
2017-02	20.05	30272	
2017-03	19.89	31867	
2017-06	15.87	31188	
2017-09	16.57	33092	
2017-12	14.17	31699	
2018-03	14.11	30955	
2018-06	12.82	34192	
2018-09	14.22	36035	
2018-12	14.15	36658	
2019-03	16.89	34660	
2019-06	14.55	36345	
2019-09	15.21	34407	
2019-12	13.93	35303	
2020-03	13.5	34777	
2020-06	13.34	35684	
2020-09	16.52	27551	
2020-12	17.73	27400.5	
2021-01	20.62	29427.5	
2021-03	15.74	24569	
2021-06	16.1	24241	
2021-07	15.95	25613	
2021-09	17.77	26464	
2021-12	20.37	39762	
2022-03	19.2	36452	
2022-06	19.51	24219	
2022-09	18.91	27421	
2022-11	17.95	24775	
2022-12	17.06	24753	
2023-02	17.5	20430.33	
2023-03	17.75	20730.33	
2023-04	16.7	21005	
2023-05	15.2	19113	
2023-06	14.7	19657	
2023-09	14.72	21121.5	
2023-10	13.65	21267.33	
2023-11	13.54	21657	
2023-12	12.77	21822.25	
2024-01	11.95	22910	
2024-02	11.14	23481	
2024-03	11.81	23467.75	
2024-04	11.66	22656	
2024-05	12.21	22758	
2024-06	12.05	23453.25	
2024-07	12	23986.33	
2024-08	12.09	24806.33	
2024-09	10.96	24982.33	
2024-10	12.91	25548	
2024-12	12.42	25060	
2025-01	11.43	25586	
