month	ct_avg_前复权价格	股东人数
2001-12	0.76	60457	
2002-03	0.68	54734	
2002-06	0.77	54638	
2002-09	0.74	50688	
2002-12	0.69	42809	
2003-03	0.78	41647	
2003-06	0.73	45769	
2003-09	0.56	44015	
2003-12	0.55	39252	
2004-03	0.58	37075	
2004-06	0.44	37392	
2004-09	0.44	34753	
2004-12	0.32	33629	
2005-03	0.24	33271	
2005-06	0.22	33391	
2005-09	0.21	34137	
2005-12	0.18	33306	
2006-03	0.22	32663	
2006-06	0.33	32551	
2006-09	0.29	33200	
2006-12	0.34	34178	
2007-03	0.58	32970	
2007-06	0.87	30442	
2007-09	0.88	37975	
2007-12	0.8	41477	
2008-03	0.84	43609	
2008-06	0.55	40771	
2008-09	0.68	48997	
2008-12	0.45	35498	
2009-03	0.7	26962	
2010-09	2.58	21886	
2010-12	3.4	16899	
2011-03	4.01	14444	
2011-06	4.45	12843	
2011-09	3.36	13852	
2011-12	2.5	14262	
2012-03	2.8	14326	
2012-06	2.94	14800	
2012-09	3.15	15305	
2012-12	2.29	17336	
2013-03	3.61	16711	
2013-06	3.87	17140	
2013-09	3.97	18404	
2013-12	4.91	15979	
2014-03	4.51	24028	
2014-06	4.38	24628	
2014-09	5.57	31844	
2014-12	6.14	34590	
2015-03	6.3	43335	
2015-06	9.21	42453	
2015-09	4.58	59276	
2015-12	5.24	58112	
2016-03	4.04	57848	
2016-06	3.95	54806	
2016-09	4.19	54752	
2016-12	4.06	58454	
2017-02	4.31	58112	
2017-03	4.27	55203	
2017-06	3.41	56406	
2017-09	3.57	53159	
2017-12	3.05	55496	
2018-03	3.04	56830	
2018-06	2.76	51449	
2018-09	3.08	48818	
2018-12	3.06	47989	
2019-03	3.65	50762	
2019-06	3.15	48412	
2019-09	3.3	51138	
2019-12	3.03	49840	
2020-03	2.93	50594	
2020-06	2.9	49309	
2020-09	3.6	69987	
2020-12	3.86	70377.5	
2021-01	4.49	65547	
2021-03	3.43	78481	
2021-06	3.51	79545	
2021-07	3.47	75283	
2021-09	3.89	72861	
2021-12	4.46	48494	
2022-03	4.18	52898	
2022-06	4.36	79616	
2022-09	4.16	70320	
2022-11	3.95	77828	
2022-12	3.76	77898	
2023-02	3.9	93947.33	
2023-03	3.91	92518.33	
2023-04	3.68	91300	
2023-05	3.35	234659	
2023-06	3.24	228166	
2023-09	3.24	212344.5	
2023-10	3.03	210896	
2023-11	3.01	207098	
2023-12	2.84	205531.75	
2024-01	2.65	203677.67	
2024-02	2.48	202579	
2024-03	2.62	202699.75	
2024-04	2.59	210060.33	
2024-05	2.71	209020	
2024-06	2.69	202858	
2024-07	2.69	198320.67	
2024-08	2.71	191763.67	
2024-09	2.46	190415.67	
2024-10	2.9	186188	
2024-12	2.79	189817.33	
2025-01	2.56	187529	
