month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2013-08	11.32	1.84	
2013-09	11.6	1.84	
2013-10	12.75	2.04	
2013-11	14.66	2.39	
2013-12	15.38	2.44	
2014-01	15.19	2.3	
2014-02	15.76	2.32	
2014-03	13.03	1.68	
2014-04	12.63	1.54	
2014-05	12.91	1.54	
2014-06	14.54	1.79	
2014-07	14.91	1.79	
2014-08	16.34	1.97	
2014-09	19.02	2.35	
2014-10	20.3	2.46	
2014-11	18.73	2.11	
2014-12	17.4	1.82	
2015-01	17.95	1.83	
2015-02	19.97	2.06	
2015-03	22.49	2.35	
2015-04	24.59	2.54	
2015-05	28.23	2.92	
2015-06	34.2	3.55	
2015-07	25.41	2.28	
2015-08	25.15	2.16	
2015-09	18.76	1.31	
2015-10	20.43	1.46	
2015-11	33.51	2.89	
2015-12	37.7	3.21	
2016-01	37.63	3.04	
2016-02	37.63	2.9	
2016-03	31.26	2.14	
2016-04	25.4	1.5	
2016-05	22.26	1.15	
2016-06	26.67	1.52	
2016-07	26.6	1.45	
2016-08	24.11	1.18	
2016-09	23.02	1.04	
2016-10	23.18	1.02	
2016-11	22.47	0.92	
2016-12	20.44	0.72	
2017-01	19.67	0.63	
2017-02	19.45	0.59	
2017-03	19.35	0.56	
2017-04	19.35	0.53	
2017-05	19.35	0.51	
2017-06	19.35	0.49	
2017-07	17.5	0.33	
2017-08	16.26	0.23	
2017-09	19.84	0.48	
2017-10	21.19	0.55	
2017-11	26.44	0.91	
2017-12	30.59	1.16	
2018-01	27.18	0.89	
2018-02	23.44	0.61	
2018-03	30.36	1.04	
2018-04	32.45	1.14	
2018-05	32.81	1.12	
2018-06	27.96	0.78	
2018-07	28.92	0.81	
2018-08	27.88	0.72	
2018-09	24.36	0.49	
2018-10	20.04	0.21	
2018-11	20.55	0.23	
2018-12	19.72	0.17	
2019-01	19.18	0.13	
2019-02	21.86	0.27	
2019-03	25.72	0.48	
2019-04	28.44	0.62	
2019-05	26.89	0.51	
2019-06	28.05	0.56	
2019-07	28.13	0.54	
2019-08	30.82	0.67	
2019-09	35.49	0.89	
2019-10	32.17	0.69	
2019-11	29.19	0.52	
2019-12	31.37	0.61	
2020-01	33.85	0.71	
2020-02	36.9	0.84	
2020-03	34.41	0.69	
2020-04	37.2	0.8	
2020-05	43.5	1.07	
2020-06	42.96	1.01	
2020-07	74.88	2.39	
2020-08	85	2.72	
2020-09	73.62	2.13	
2020-10	72.94	2.01	
2020-11	65.07	1.62	
2020-12	73.95	1.9	
2021-01	84.97	2.24	
2021-02	72.17	1.68	
2021-03	66.18	1.41	
2021-04	68.51	1.44	
2021-05	80.45	1.79	
2021-06	89.83	2.03	
2021-07	105.87	2.45	
2021-08	128.95	3.05	
2021-09	132.67	3.01	
2021-10	126.27	2.68	
2021-11	135.66	2.82	
2021-12	136.99	2.72	
2022-01	136.85	2.6	
2022-02	126.86	2.24	
2022-03	131.93	2.27	
2022-04	112.54	1.72	
2022-05	116.92	1.76	
2022-06	120.27	1.77	
2022-07	131.7	1.95	
2022-08	143.62	2.13	
2022-09	137.35	1.91	
2022-10	135.59	1.8	
2022-11	129.9	1.63	
2022-12	116.48	1.31	
2023-01	111.38	1.17	
2023-02	105.32	1.02	
2023-03	94.42	0.78	
2023-04	99.57	0.85	
2023-05	84.15	0.54	
2023-06	79.09	0.44	
2023-07	81.52	0.46	
2023-08	80.12	0.42	
2023-09	79.39	0.4	
2023-10	67.42	0.18	
2023-11	67.34	0.17	
2023-12	59.02	0.02	
2024-01	52.05	-0.11	
2024-02	49.87	-0.15	
2024-03	61.23	0.04	
2024-04	53.59	-0.09	
2024-05	50.34	-0.15	
2024-06	49.98	-0.16	
2024-07	46.48	-0.22	
2024-08	43.55	-0.27	
2024-09	43.17	-0.28	
2024-10	61.06	0.02	
2024-11	61.01	0.01	
2024-12	59.51	-0.02	
2025-01	53.32	-0.13	
