month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2007-06	2.67	43.6	
2007-07	2.39	19.68	
2007-08	2.67	28.11	
2007-09	2.65	17.1	
2007-10	2.49	-9.13	
2007-11	2.38	-36.32	
2007-12	2.86	11.34	
2008-01	2.98	47.52	
2008-02	2.84	45.3	
2008-03	2.58	23.13	
2008-04	1.91	-49.66	
2008-05	1.92	-70.71	
2008-06	1.61	-90.62	
2008-07	1.58	-87.66	
2008-08	1.5	-90.22	
2008-09	1.44	-91.82	
2008-10	1.23	-98.88	
2008-11	1.19	-90.67	
2008-12	1.43	-63.47	
2009-01	1.58	-36.49	
2009-02	1.92	-4.11	
2009-03	1.96	18.47	
2009-04	2.17	45.2	
2009-05	2.19	56.5	
2009-06	2.48	81.7	
2009-07	2.83	88.9	
2009-08	2.62	75.77	
2009-09	2.64	75.89	
2009-10	2.69	77.62	
2009-11	2.96	93.96	
2009-12	3.22	94.88	
2010-01	3.72	96.38	
2010-02	3.5	87.02	
2010-03	3.77	94.1	
2010-04	4.39	96.05	
2010-05	3.83	76.69	
2010-06	3.99	77.4	
2010-07	3.76	54.87	
2010-08	4.18	79.59	
2010-09	4.3	85.95	
2010-10	4.29	84.54	
2010-11	5.65	93.91	
2010-12	7.86	97.75	
2011-01	7.23	84.96	
2011-02	7.35	81.73	
2011-03	8	92.35	
2011-04	7.38	75.28	
2011-05	6.72	43.67	
2011-06	6.12	13.35	
2011-07	6.41	11.86	
2011-08	6.32	-8.38	
2011-09	6.23	-10.5	
2011-10	5.79	-40.63	
2011-11	6.75	-5.24	
2011-12	6.19	-21.31	
2012-01	5.46	-58.16	
2012-02	5.71	-67.41	
2012-03	6.19	-22.93	
2012-04	6.01	-41.96	
2012-05	6.44	14.69	
2012-06	6.87	49.11	
2012-07	6.79	60.79	
2012-08	6.59	57.34	
2012-09	7.31	78.17	
2012-10	6.89	70.34	
2012-11	6.01	9.98	
2012-12	6.11	-23.85	
2013-01	6.9	26.65	
2013-02	6.98	35.36	
2013-03	8.13	74.15	
2013-04	8.68	89.88	
2013-05	9.6	96.87	
2013-06	8.76	79.52	
2013-07	9.66	82.73	
2013-08	11.32	97.04	
2013-09	11.6	91.82	
2013-10	12.75	97.17	
2013-11	14.66	97.19	
2013-12	15.38	93.06	
2014-01	15.19	84.82	
2014-02	15.76	86.89	
2014-03	13.03	47.66	
2014-04	12.63	22.41	
2014-05	12.91	7.5	
2014-06	14.54	47.63	
2014-07	14.91	60.95	
2014-08	16.34	76.32	
2014-09	19.02	87.67	
2014-10	20.3	91.72	
2014-11	18.73	78.39	
2014-12	17.4	61.45	
2015-01	17.95	51.79	
2015-02	19.97	79.17	
2015-03	22.49	90.75	
2015-04	24.59	96.35	
2015-05	28.23	95	
2015-06	34.2	93.54	
2015-07	25.41	68.63	
2015-08	25.15	56.76	
2015-09	18.76	5.54	
2015-10	20.43	-2.57	
2015-11	33.51	29.46	
2015-12	37.7	70.19	
2016-01	37.63	80.72	
2016-02	37.63	74.64	
2016-03	31.26	50.89	
2016-04	25.4	4.11	
2016-05	22.26	-25.51	
2016-06	26.67	-16.07	
2016-07	26.6	-21.64	
2016-08	24.11	-49.42	
2016-09	23.02	-66.7	
2016-10	23.18	-71.04	
2016-11	22.47	-85.23	
2016-12	20.44	-93.35	
2017-01	19.67	-93.6	
2017-02	19.45	-93.65	
2017-03	19.35	-93.24	
2017-04	19.35	-88.34	
2017-05	19.35	-85.9	
2017-06	19.35	-81.05	
2017-07	17.5	-87.93	
2017-08	16.26	-91.46	
2017-09	19.84	-53.57	
2017-10	21.19	-13.81	
2017-11	26.44	26.95	
2017-12	30.59	71.6	
2018-01	27.18	69.44	
2018-02	23.44	45.3	
2018-03	30.36	80.07	
2018-04	32.45	88.69	
2018-05	32.81	84.38	
2018-06	27.96	55.71	
2018-07	28.92	44.11	
2018-08	27.88	14.91	
2018-09	24.36	-17.62	
2018-10	20.04	-47.67	
2018-11	20.55	-56.66	
2018-12	19.72	-75.76	
2019-01	19.18	-82.1	
2019-02	21.86	-59.94	
2019-03	25.72	-9.44	
2019-04	28.44	23.47	
2019-05	26.89	31.03	
2019-06	28.05	46.66	
2019-07	28.13	54.74	
2019-08	30.82	76.22	
