month	ct_avg_Tdx收盘价	股东人数
2002-09	13.92	44691	
2004-03	7.58	55686	
2004-12	5.24	59965	
2011-06	16.56	3963	
2011-09	15.04	3684	
2011-12	11.8	3624	
2012-03	12.21	3542	
2012-06	10.51	3485	
2012-09	11.75	3438	
2012-12	10.66	3387	
2013-03	13.2	3298	
2013-06	11.36	3257	
2013-09	13.02	3236	
2013-12	14.97	3163	
2014-03	13.69	3110	
2014-06	12.14	3082	
2014-09	14.24	3042	
2014-12	16.1	3004	
2015-03	21.25	2940	
2015-12	19.25	2408	
2016-03	16.4	2396	
2016-06	17.98	2385	
2016-09	20.07	2353	
2016-12	19.68	2335	
2017-06	26.76	2253	
2017-09	23.44	2214	
2017-12	24.43	2179	
2018-03	23.44	2111	
2018-06	24.64	2060	
2018-09	20.59	2048	
2018-12	18.02	2031	
2019-06	17.91	2003	
2019-12	17.81	1979	
2020-06	18.23	1948	
2020-12	19.36	112868	
2021-06	21.5	1853	
2021-12	18.92	1802	
2022-06	18.11	1790	
2022-09	17.01	1782	
2022-12	18.89	1774	
2023-03	20.32	1758	
2023-06	22.08	1749	
2023-09	17.84	1740	
2024-03	17.7	1176	
2024-09	19.13	1702	
