month	ct_avg_前复权价格	人均持股
2010-03	1.03	630.5	
2010-06	0.86	1970	
2010-09	1.21	3001	
2010-12	1.78	3099	
2011-03	1.52	3489	
2011-06	1.11	3231	
2011-09	1.33	4822	
2011-12	1.18	4230	
2012-01	1.11	3943	
2012-03	1.2	6350	
2012-06	1.07	7266	
2012-09	1.2	7911	
2012-12	1.11	9346	
2013-03	1.42	31438	
2013-06	1.55	50290	
2013-09	1.41	43912	
2013-12	1.7	48862	
2014-03	1.62	36577	
2014-06	1.48	41359	
2014-09	1.88	56563	
2014-12	2.14	51084	
2015-03	2.35	35917	
2015-06	4.06	47688	
2015-09	1.56	43384	
2015-12	1.55	43488	
2016-03	1.92	20760	
2016-06	2.95	16123	
2016-09	2.91	7622	
2016-12	2.24	7070	
2017-03	2.43	7381	
2017-04	2.13	7568	
2017-05	1.92	7045	
2017-06	1.98	7075	
2017-07	1.9	7142	
2017-08	1.89	7344	
2017-09	2.27	16766	
2017-12	3.12	12457	
2018-02	2.36	11765.5	
2018-03	3.06	12857	
2018-04	3.81	11024	
2018-05	3.89	9364.5	
2018-06	3.58	9095.67	
2018-07	4.19	9957.67	
2018-08	4.18	10344	
2018-09	3.92	10193.25	
2018-10	3.27	9901.67	
2018-11	3.37	11129	
2018-12	3.34	10608	
2019-01	3.4	12034.33	
2019-02	3.95	13657	
2019-03	5.48	12345.5	
2019-04	5.33	10332.33	
2019-05	5.33	9704.5	
2019-06	5.23	10334.67	
2019-07	5.37	10374	
2019-08	4.87	9406	
2019-09	5.73	12754.67	
2019-10	5.27	11619.5	
2019-11	5.93	12528.33	
2019-12	7.11	14337	
2020-01	8.35	13199.5	
2020-02	11.72	9989.5	
2020-03	10.52	8521	
2020-04	10.45	10010	
2020-05	12.87	9307.33	
2020-06	12.65	8527	
2020-07	15.46	9516	
2020-08	16.56	8059	
2020-09	13.2	7004	
2020-10	13.47	7020	
2020-11	14.48	6680	
2020-12	13.62	5937.67	
2021-01	16.98	7875.33	
2021-02	15.8	7780.67	
2021-03	12.47	6772.33	
2021-04	12.89	7214.67	
2021-05	13.74	7830.33	
2021-06	19.2	10450	
2021-07	27	10977	
2021-08	29.72	10054	
2021-09	28.8	11471.33	
2021-10	28.59	10195.67	
2021-11	32.02	10009.33	
2021-12	28.7	8156.33	
2022-01	23.92	7918.33	
2022-02	21.88	7712	
2022-03	23.77	7557.67	
2022-04	20.39	7236.33	
2022-05	20.13	8012.67	
2022-06	21.68	7238	
2022-07	22.34	6381.33	
2022-08	24.36	8011.67	
2022-09	24.16	8860.5	
2022-10	20.08	7726.33	
2022-11	19.5	5536	
2022-12	18.73	5749.75	
2023-01	18.83	5570.5	
2023-02	19.74	5645	
2023-03	20.96	6641	
2023-04	25.49	7286.33	
2023-05	24.16	7238.33	
2023-06	24.94	7983.5	
2023-07	22.97	6277.67	
2023-08	21.75	6466	
2023-09	20.35	5562	
2023-10	19.95	6077.33	
2023-11	20	6121.67	
2023-12	18.48	6445.33	
2024-01	19.33	6796	
2024-02	20.42	7422	
2024-03	24.13	8831.2	
2024-04	24.52	9023.33	
2024-05	24.1	8508	
2024-06	26.04	10115.75	
2024-07	26.82	10046.33	
2024-08	25.55	9636.67	
2024-09	24.55	8870	
2024-10	31.23	7031.67	
2024-11	34.62	6814	
2024-12	32.38	6129.33	
2025-01	31.08	6145	
