month	ct_avg_前复权价格	股东人数
2010-03	1.03	18568	
2010-06	0.86	8405	
2010-09	1.21	5519	
2010-12	1.78	5344	
2011-03	1.52	5321	
2011-06	1.11	5793	
2011-09	1.33	5045	
2011-12	1.18	5751	
2012-01	1.11	6171	
2012-03	1.2	6979	
2012-06	1.07	6147	
2012-09	1.2	5646	
2012-12	1.11	4779	
2013-03	1.42	4427	
2013-06	1.55	5535	
2013-09	1.41	7432	
2013-12	1.7	6679	
2014-03	1.62	9099	
2014-06	1.48	8047	
2014-09	1.88	5884	
2014-12	2.14	6515	
2015-03	2.35	9395	
2015-06	4.06	7076	
2015-09	1.56	7778	
2015-12	1.55	7755	
2016-03	1.92	16389	
2016-06	2.95	21090	
2016-09	2.91	21455	
2016-12	2.24	23129	
2017-03	2.43	22559	
2017-04	2.13	22006.5	
2017-05	1.92	23635	
2017-06	1.98	23543	
2017-07	1.9	23322	
2017-08	1.89	22680	
2017-09	2.27	20886.33	
2017-12	3.12	28109	
2018-02	2.36	29774	
2018-03	3.06	27704	
2018-04	3.81	33333	
2018-05	3.89	38348	
2018-06	3.58	39521.33	
2018-07	4.19	36113.33	
2018-08	4.18	34731	
2018-09	3.92	35252.75	
2018-10	3.27	36290	
2018-11	3.37	32310.33	
2018-12	3.34	33873	
2019-01	3.4	30123.67	
2019-02	3.95	26400.5	
2019-03	5.48	29258.5	
2019-04	5.33	34782.33	
2019-05	5.33	37116.5	
2019-06	5.23	34982.67	
2019-07	5.37	34676.67	
2019-08	4.87	38204	
2019-09	5.73	36023.33	
2019-10	5.27	39456.5	
2019-11	5.93	36678.67	
2019-12	7.11	31991	
2020-01	8.35	34737.5	
2020-02	11.72	46526.5	
2020-03	10.52	53852.33	
2020-04	10.45	46099.33	
2020-05	12.87	49697.33	
2020-06	12.65	53829.5	
2020-07	15.46	48128	
2020-08	16.56	56832	
2020-09	13.2	65556	
2020-10	13.47	65430	
2020-11	14.48	68738	
2020-12	13.62	77418	
2021-01	16.98	59117.33	
2021-02	15.8	59072.33	
2021-03	12.47	67831	
2021-04	12.89	63676	
2021-05	13.74	58829.33	
2021-06	19.2	43997.33	
2021-07	27	41857	
2021-08	29.72	46121.33	
2021-09	28.8	40217.33	
2021-10	28.59	45364.33	
2021-11	32.02	47226.33	
2021-12	28.7	56475.33	
2022-01	23.92	58204.33	
2022-02	21.88	59785	
2022-03	23.77	61370.67	
2022-04	20.39	63986.33	
2022-05	20.13	61579	
2022-06	21.68	68141	
2022-07	22.34	78241.67	
2022-08	24.36	61611.33	
2022-09	24.16	55686	
2022-10	20.08	64018	
2022-11	19.5	89510.33	
2022-12	18.73	91513.25	
2023-01	18.83	94444.5	
2023-02	19.74	93219.67	
2023-03	20.96	79703.33	
2023-04	25.49	72809	
2023-05	24.16	72833.67	
2023-06	24.94	66176	
2023-07	22.97	84288	
2023-08	21.75	81703	
2023-09	20.35	94988	
2023-10	19.95	86973.67	
2023-11	20	86390	
2023-12	18.48	82197	
2024-01	19.33	77856.67	
2024-02	20.42	71230.5	
2024-03	24.13	60023	
2024-04	24.52	58755	
2024-05	24.1	62304.67	
2024-06	26.04	52432	
2024-07	26.82	52851.33	
2024-08	25.55	55070	
2024-09	24.55	59816	
2024-10	31.23	75657.33	
2024-11	34.62	77979.33	
2024-12	32.38	86570	
2025-01	31.08	86375.5	
