month	ct_avg_Tdx收盘价	人均持股
2007-12	64.94	1400322	
2008-03	47.8	1382099	
2008-06	40.64	1378176	
2008-09	24.63	1337498	
2008-12	18.93	1189563	
2009-03	19.73	1177610	
2009-06	27.39	1196263	
2009-09	31.91	1218567	
2009-12	34.5	1235399	
2010-03	28.61	1237648	
2010-06	23.28	1209030	
2010-09	23.44	1203890	
2010-12	24.6	1236748	
2011-03	27.88	1244446	
2011-06	28.7	1255943	
2011-09	25.83	1288806	
2011-12	24.99	1300146	
2012-03	26.47	1312194	
2012-06	23.86	1310171	
2012-09	22.05	1311688	
2012-12	23.2	1315241	
2013-03	22.01	1319326	
2013-06	18.69	1323436	
2013-09	17.12	1326535	
2013-12	16.32	1332777	
2014-03	13.38	1335396	
2014-06	14.46	1333300	
2014-09	15.37	1351863	
2014-12	18.33	1353478	
2015-03	19.01	1372610	
2015-06	22.8	1429177	
2015-09	15.33	1424385	
2015-12	14.99	1427976	
2016-03	14.14	1423192	
2016-06	13.76	1430982	
2016-09	15.06	1435819	
2016-12	16.52	1455496	
2017-03	17.8	1474439	
2017-06	22	1475720	
2017-09	21.05	1505130	
2017-12	22.62	1530204	
2018-03	22.61	1572690	
2018-06	20.76	1572690	
2018-09	18.83	1571962	
2018-12	18.92	1577068	
2019-03	20.3	1582208	
2019-06	19.7	1579267	
2019-09	19.42	1587381	
2019-12	17.52	1595579	
2020-03	16.06	1603861	
2020-06	15.62	1613762	
2020-09	16.28	1637082	
2020-12	18.44	1649797	
2021-03	18.59	1662965	
2021-06	20.08	1676170	
2021-09	22.16	1706661	
2021-12	21.97	1730267	
2022-03	27.46	1746371	
2022-06	33.02	1751806	
2022-09	31.65	1763698	
2022-12	28.52	1772026	
2023-06	29.61	1784195	
2023-09	30.51	1794624	
2023-12	31.09	1813900	
2024-03	38.29	1839587	
2024-06	43.83	1878466	
2024-09	39.45	1896396	
