month	ct_avg_前复权价格	股东人数
1993-12	0.9	35429	
1994-12	0.35	35510	
1995-12	0.4	40686	
1996-12	0.65	46691	
1997-12	0.61	54751	
1998-12	1.16	39183	
1999-12	1.06	50362	
2000-06	1.75	26527	
2000-12	2.88	13421	
2001-12	2.21	33216	
2002-06	2.84	22621	
2002-09	2.3	29059	
2002-12	1.79	27590	
2003-03	1.72	33492	
2003-06	1.63	34464	
2003-09	1.34	33248	
2003-12	1.24	35683	
2004-03	1.59	32351	
2004-06	1.48	26160	
2004-09	1.46	27403	
2004-12	1.28	31729	
2005-03	1.02	34524	
2005-06	0.8	34989	
2005-09	0.91	35337	
2005-12	0.9	31630	
2006-03	1.05	33517	
2006-06	1.53	31434	
2006-09	1.42	35434	
2006-12	1.44	38210	
2007-03	2.75	39169	
2007-06	3.72	52980	
2007-09	4.97	39675	
2007-12	9.79	24250	
2008-03	11.51	32182	
2008-06	9.52	77971	
2008-09	5.78	79385	
2008-12	6.13	90901	
2009-03	7.5	83166	
2009-06	8.47	100817	
2009-09	7.22	102232	
2009-12	7.39	100580	
2010-03	7	98077	
2010-06	5.72	93236	
2010-09	6.88	87494	
2010-12	6.74	83073	
2011-03	7.37	79190	
2011-06	6.23	78777	
2011-09	5.34	73665	
2011-12	5.01	71613	
2012-03	5.55	73103	
2012-06	5.69	69287	
2012-09	5.43	68784	
2012-12	6.38	67637	
2013-03	7.16	62106	
2013-06	8.43	52622	
2013-09	9.24	47007	
2013-12	9.31	47460	
2014-03	8.53	46436	
2014-06	9.45	41770	
2014-09	12.77	35901	
2014-12	15.97	36839	
2015-03	17.8	41155	
2015-06	23.71	84325	
2015-09	17.71	101329	
2015-12	17.92	112114	
2016-03	13.77	100237	
2016-06	14.09	97292	
2016-09	15.16	86701	
2016-12	15.19	88571	
2017-03	15.39	86770	
2017-06	16.57	78517	
2017-09	16.93	75057	
2017-12	17.74	71816	
2018-03	16.31	72254	
2018-06	16.18	64809	
2018-09	14.81	63070	
2018-12	15.17	60883	
2019-03	17.14	59441	
2019-06	16.65	57872	
2019-09	18.56	51612	
2019-12	18.5	50176	
2020-03	17.08	47082	
2020-06	17.27	45276	
2020-09	19.59	41944	
2020-12	19.79	42214	
2021-03	23.09	45299	
2021-06	23.34	40452	
2021-09	26.46	45577	
2021-12	24.24	47523	
2022-03	22.78	42158	
2022-06	24	38863	
2022-09	26.56	35424	
2022-12	24.27	36189	
2023-03	27.51	34799	
2023-06	30.87	35012	
2023-09	32	32467	
2023-12	31.35	33831	
2024-03	35.03	34159	
2024-06	39.27	34944	
2024-09	38.61	40484	
