month	ct_avg_前复权价格	股东人数
2016-06	1.78	129272.5	
2016-09	3.42	80629	
2016-12	3.33	70829	
2017-02	3.08	65041	
2017-03	3.1	62220	
2017-06	2.25	57976	
2017-09	2.62	51406	
2017-12	2.46	48825	
2018-03	2.31	44255	
2018-06	2.22	41806	
2018-09	2.06	38763	
2018-12	2.05	36041	
2019-03	2.11	35937	
2019-06	1.58	33698	
2019-09	1.62	31603	
2019-12	1.52	33043	
2020-03	1.15	30954	
2020-06	1.11	33813	
2020-09	1.07	28761	
2020-12	2.18	59254	
2021-03	2.71	48227	
2021-06	8.34	99805	
2021-09	9.04	57866	
2021-12	8.56	95082	
2022-03	5.27	87697	
2022-06	8.95	76167	
2022-09	8.02	85513	
2022-12	5.6	112501	
2023-03	4.83	138442	
2023-06	4.03	147723	
2023-09	5.8	138608	
2023-12	10.04	194665	
2024-03	12.03	202449	
2024-06	11.26	195879	
2024-09	9.58	208070	
