month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
1995-12	0.58	5.8	
1996-01	0.53	-8.93	
1996-02	0.54	-24.03	
1996-03	0.59	-12.5	
1996-04	0.62	-5.88	
1996-05	0.77	49.92	
1996-06	0.79	67.5	
1996-07	0.79	70.73	
1996-08	0.79	67.7	
1996-09	0.73	37.1	
1996-10	0.86	65.6	
1996-11	0.92	85.71	
1996-12	1.14	88.64	
1997-01	0.98	81.86	
1997-02	1.14	88.57	
1997-03	1.37	97.58	
1997-04	1.85	99.07	
1997-05	2.95	93.53	
1997-06	2.37	85.09	
1997-07	2.25	76.91	
1997-08	2.19	65.26	
1997-09	1.97	39.16	
1997-10	1.85	17.81	
1997-11	1.94	14.51	
1997-12	2.07	26.01	
1998-01	2.44	57.5	
1998-02	2.42	65	
1998-03	2.11	34.86	
1998-04	2.35	62.5	
1998-05	2.46	74.69	
1998-06	2.61	73.74	
1998-07	2.26	38.82	
1998-08	2.22	22.07	
1998-09	2.53	55.15	
1998-10	2.67	80.98	
1998-11	2.78	88.56	
1998-12	2.81	88.94	
1999-01	2.81	87.19	
1999-02	2.72	70.92	
1999-03	2.68	55.36	
1999-04	2.87	76.58	
1999-05	2.77	51.96	
1999-06	3.2	92.45	
1999-07	2.92	78.9	
1999-08	3.11	86.04	
1999-09	3.08	84.37	
1999-10	2.86	41.57	
1999-11	2.68	-2.92	
1999-12	2.52	-37.97	
2000-01	2.78	-29.84	
2000-02	3	15.74	
2000-03	3.26	44.6	
2000-04	3.33	65	
2000-05	3.2	62.4	
2000-06	3.59	82.59	
2000-07	3.67	88.48	
2000-08	3.67	85.44	
2000-09	3.81	89.67	
2000-10	3.91	91.12	
2000-11	4.09	94.72	
2000-12	3.87	74.15	
2001-01	4.07	87.18	
2001-02	3.84	62.3	
2001-03	3.82	35.63	
2001-04	3.98	59.35	
2001-05	4.36	87.9	
2001-06	4.37	87.71	
2001-07	4.08	65.75	
2001-08	3.62	6.6	
2001-09	3.52	-19.73	
2001-10	2.89	-64.58	
2001-11	2.94	-81.13	
2001-12	2.95	-79.42	
2002-01	2.43	-93.62	
2002-02	2.45	-90.54	
2002-03	2.72	-74.79	
2002-04	2.88	-54.83	
