month	ct_avg_前复权价格	股东人数
2014-12	1.1	568927	
2015-03	2.52	220074	
2015-06	3.55	180527	
2015-09	1.84	152070	
2015-12	2.35	143582	
2016-03	1.83	140989	
2016-06	1.99	130707	
2016-09	2.08	126258	
2016-12	2.02	124146	
2017-03	1.86	124222	
2017-06	1.65	120377	
2017-09	1.77	120918	
2017-12	1.44	114809	
2018-03	1.37	116453	
2018-06	1.2	111575	
2018-09	1.05	108775	
2018-12	1.12	113728	
2019-03	1.69	118627	
2019-06	1.6	111829	
2019-09	1.67	110826	
2019-12	1.53	108885	
2020-03	1.52	110451	
2020-06	1.44	108880	
2020-09	1.78	116359	
2020-12	1.76	113034	
2021-03	1.56	110088	
2021-06	1.43	117767	
2021-09	1.64	111065	
2021-12	1.52	115463	
2022-03	1.34	114185	
2022-06	1.32	114250	
2022-09	1.28	111008	
2022-12	1.28	108505	
2023-03	1.35	103655	
2023-06	1.29	105175	
2023-09	1.36	105373	
2023-12	1.29	107438	
2024-03	1.25	106032	
2024-06	1.35	101656	
2024-09	1.38	104852	
