month	ct_avg_Tdx收盘价	股东人数
2014-12	9.27	568927	
2015-03	21.17	220074	
2015-06	29.82	180527	
2015-09	15.3	152070	
2015-12	19.62	143582	
2016-03	15.28	140989	
2016-06	16.43	130707	
2016-09	16.74	126258	
2016-12	16.29	124146	
2017-03	15.02	124222	
2017-06	13.12	120377	
2017-09	14.01	120918	
2017-12	11.38	114809	
2018-03	10.86	116453	
2018-06	9.45	111575	
2018-09	8.2	108775	
2018-12	8.77	113728	
2019-03	13.19	118627	
2019-06	12.38	111829	
2019-09	12.92	110826	
2019-12	11.88	108885	
2020-03	11.73	110451	
2020-06	10.92	108880	
2020-09	13.52	116359	
2020-12	13.38	113034	
2021-03	11.87	110088	
2021-06	10.77	117767	
2021-09	12.19	111065	
2021-12	11.28	115463	
2022-03	10.04	114185	
2022-06	9.64	114250	
2022-09	9.01	111008	
2022-12	9.02	108505	
2023-03	9.49	103655	
2023-06	9.01	105175	
2023-09	9.29	105373	
2023-12	8.83	107438	
2024-03	8.52	106032	
2024-06	9.1	101656	
2024-09	9.17	104852	
