month	ct_avg_Tdx收盘价	人均持股
2014-12	9.27	1056	
2015-03	21.17	5453	
2015-06	29.82	6647	
2015-09	15.3	7891	
2015-12	19.62	15288	
2016-03	15.28	15569	
2016-06	16.43	16794	
2016-09	16.74	17386	
2016-12	16.29	17681	
2017-03	15.02	17670	
2017-06	13.12	18235	
2017-09	14.01	18153	
2017-12	11.38	71423	
2018-03	10.86	70415	
2018-06	9.45	73493	
2018-09	8.2	75385	
2018-12	8.77	72102	
2019-03	13.19	69124	
2019-06	12.38	73326	
2019-09	12.92	73990	
2019-12	11.88	75309	
2020-03	11.73	74241	
2020-06	10.92	75312	
2020-09	13.52	70472	
2020-12	13.38	72545	
2021-03	11.87	80182	
2021-06	10.77	74954	
2021-09	12.19	79477	
2021-12	11.28	76450	
2022-03	10.04	77305	
2022-06	9.64	77261	
2022-09	9.01	79518	
2022-12	9.02	81352	
2023-03	9.49	85159	
2023-06	9.01	83928	
2023-09	9.29	86728	
2023-12	8.83	85062	
2024-03	8.52	86189	
2024-06	9.1	89900	
2024-09	9.17	87159	
