month	ct_avg_前复权价格	股东人数
1996-12	1.86	15811	
1997-12	1.69	43902	
1998-12	1.31	57593	
1999-12	1.26	67706	
2000-12	1.99	54136	
2001-06	1.89	54589	
2001-09	1.48	55638	
2001-12	1.41	53554	
2002-03	1.09	50756	
2002-06	1.18	49643	
2002-09	1.12	49630	
2002-12	1.28	40758	
2003-03	1.47	40485	
2003-06	1.4	39444	
2003-09	1.18	39497	
2003-12	1.01	38878	
2004-03	1.25	40001	
2004-06	1.09	37729	
2004-09	1.09	37213	
2004-12	0.86	39208	
2005-03	0.74	40298	
2005-06	0.64	38398	
2005-09	0.87	35307	
2005-12	0.88	32083	
2006-03	0.86	34112	
2006-06	1.28	31341	
2006-09	1.27	30348	
2006-12	1.28	28435	
2007-03	1.28	28482	
2007-06	2.93	28019	
2007-09	2.93	28019	
2007-12	2.93	28060	
2008-03	2.93	28060	
2008-06	2.93	28019	
2008-09	2.93	28060	
2008-12	2.04	33089	
2009-03	3.01	30857	
2009-06	4.14	29782	
2009-09	4.2	23454	
2009-12	5.41	20630	
2010-03	5.84	17788	
2010-06	5.47	17069	
2010-09	6.27	23493	
2010-12	6.72	30093	
2011-03	6.97	37864	
2011-06	6.26	57709	
2011-09	6.34	58256	
2011-12	5.67	53683	
2012-03	6.5	58444	
2012-06	5.59	58661	
2012-09	4.87	57786	
2012-12	4.57	56349	
2013-03	5.84	57378	
2013-06	6.54	58358	
2013-09	7.16	51722	
2013-12	8.09	46553	
2014-03	9.17	46763	
2014-06	9.49	47155	
2014-09	12.2	43511	
2014-12	12.36	49267	
2015-03	14.05	46624	
2015-06	27.34	75706	
2015-09	16.14	92523	
2015-12	18.84	92326	
2016-03	15.91	93312	
2016-06	14.18	88554	
2016-09	14.74	89842	
2016-12	13.86	98098	
2017-02	14.2	85784	
2017-03	14.04	84116	
2017-06	11.17	91125	
2017-09	12.84	84177	
2017-12	11.63	80468	
2018-02	9.99	77750	
2018-03	11.09	86957	
2018-04	11.66	87356	
2018-06	9.58	85844	
2018-09	10.17	80998	
2018-12	9.54	78599	
2019-03	10.92	80523	
2019-06	9.48	79913	
2019-07	9.89	80800	
2019-09	9.94	83157	
2019-12	8.62	81214	
2020-03	9.91	78532	
2020-06	9.93	78419	
2020-09	17.34	83857	
2020-12	20.41	97305	
2021-03	21.76	223392	
2021-06	22.51	255251	
2021-09	24.31	226573	
2021-12	26.74	157684	
2022-03	19.52	183665	
2022-06	17.87	198238	
2022-09	19.7	164449	
2022-12	18.34	171176	
2023-03	19.4	154539	
2023-06	17.23	155929	
2023-09	16.33	153505	
2023-12	15.13	146018	
2024-03	14.94	141949	
2024-06	15.9	133980	
2024-09	15.21	130070	
