month	ct_avg_前复权价格	股东人数
1999-12	0.98	182	
2001-12	1.41	129	
2002-06	1.31	139	
2002-12	1.13	152	
2003-03	1.18	135	
2003-06	1.27	136	
2003-09	1.08	112	
2003-12	1.4	89	
2004-03	1.92	83	
2004-06	1.86	91	
2004-12	1.83	81	
2005-06	1.4	130	
2005-12	1.29	142	
2006-12	2.01	153	
2007-06	4.27	117	
2007-12	6.15	105	
2008-06	6.22	110	
2008-12	2.83	159	
2009-06	4.57	193	
2009-12	7.18	185	
2010-06	5.58	162	
2010-12	8.68	163	
2011-06	10.48	173	
2011-12	7.21	181	
2012-06	6.63	205	
2012-12	5.53	230	
2013-06	3.91	283	
2013-12	3.19	303	
2014-06	2.27	322	
2015-12	3.25	298	
2016-06	3.3	303	
2024-09	16.46	112193	
