month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2019-02	3.88	87.57	
2019-03	4.45	96.77	
2019-04	4.43	89.12	
2019-05	4.52	91.96	
2019-06	4.39	77.44	
2019-07	4.53	84.28	
2019-08	4.46	62.26	
2019-09	5.31	96.16	
2019-10	5.39	95.24	
2019-11	5.07	77.08	
2019-12	5.12	77.6	
2020-01	5.06	61.89	
2020-02	5.41	77.77	
2020-03	4.99	58.68	
2020-04	4.66	-0.51	
2020-05	4.77	-16.42	
2020-06	5.64	40.85	
2020-07	6.17	79.74	
2020-08	6.01	82.95	
2020-09	5.85	70.86	
2020-10	5.94	71.04	
2020-11	6.24	89.46	
2020-12	6.48	92.35	
2021-01	6.82	91.34	
2021-02	8.28	96.9	
2021-03	7.6	84.94	
2021-04	8.36	94.81	
2021-05	7.61	75.64	
2021-06	7.65	64.16	
2021-07	7.01	26.01	
2021-08	6.64	-3	
2021-09	4.95	-42.37	
2021-10	4.62	-60.77	
2021-11	4.58	-67.82	
2021-12	4.57	-73.83	
2022-01	4.65	-72.93	
2022-02	4.99	-58.32	
2022-03	4.4	-66.23	
2022-04	4.15	-88.16	
2022-05	4.35	-81.25	
2022-06	4.6	-54.04	
2022-07	4.37	-66.28	
2022-08	4.2	-83.19	
2022-09	3.84	-93.37	
2022-10	4.03	-82.75	
2022-11	3.92	-87.78	
2022-12	3.72	-94.8	
2023-01	3.77	-85.21	
2023-02	4.09	-49.51	
2023-03	4.37	-14.29	
2023-04	4.41	12.69	
2023-05	3.86	-30.8	
2023-06	4.14	-13.66	
2023-07	3.93	-29.12	
2023-08	3.55	-65.88	
2023-09	3.19	-80.09	
2023-10	2.98	-85.77	
2023-11	2.79	-88.47	
2023-12	2.76	-93.45	
2024-01	2.47	-98.09	
2024-02	2.25	-94.32	
2024-03	2.33	-89.97	
2024-04	2.05	-97.14	
2024-05	2.08	-87.95	
2024-06	1.93	-95.58	
2024-07	1.84	-92.9	
2024-08	1.87	-89.04	
2024-09	2.05	-57.14	
2024-10	2.37	-16.77	
2024-11	2.43	8.38	
2024-12	2.47	27.23	
2025-01	2.17	6.91	
