month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2017-02	21.41	24.94	-0.38	-88.89	1.78	43.9	
2017-03	19.89	23.16	-0.42	-95.46	1.52	-16.46	
2017-04	20.22	23.57	-0.41	-86.61	1.5	-43.85	
2017-09	20.55	23.73	-0.4	-80.1	1.25	-44.73	
2017-10	20.42	23.82	-0.4	-79.83	1.22	-23.22	
2017-11	20.02	23.34	-0.41	-91.44	1.13	-55.44	
2017-12	19.77	23.06	-0.42	-93.41	1.06	-83.67	
2018-01	19.68	22.95	-0.42	-92.53	1.01	-91.96	
2018-02	19.56	22.81	-0.42	-90.91	0.96	-92.44	
2018-12	9.94	13.84	-0.71	-99.33	0.02	-87.23	
2019-01	7.07	8.25	-0.79	-98.78	-0.4	-98.78	
2019-02	8.16	9.52	-0.76	-87.98	-0.31	-87.86	
2019-03	9.86	11.45	-0.7	-74.58	-0.17	-74.19	
2019-04	9.77	11.4	-0.7	-74.87	-0.18	-72.83	
2019-05	7.62	8.9	-0.77	-88.79	-0.36	-88.39	
2019-06	6.98	8.15	-0.79	-88.39	-0.42	-87.22	
2019-07	7.06	8.25	-0.78	-87.19	-0.41	-87.07	
2019-08	7.87	9.19	-0.76	-68.59	-0.35	-68.75	
2019-09	8.4	9.8	-0.74	-40.09	-0.31	-38.97	
2019-10	7.93	9.26	-0.75	-41.37	-0.35	-42.96	
2019-11	7.65	8.97	-0.76	-55.94	-0.37	-55.23	
2019-12	7.28	8.5	-0.77	-75.28	-0.41	-74.27	
2020-01	7.52	8.78	-0.76	-65.18	-0.39	-66.46	
2020-02	9.24	10.79	-0.7	1.3	-0.26	0.94	
2020-03	8.49	9.91	-0.72	17.82	-0.32	18.06	
2020-04	8.2	9.57	-0.73	15.52	-0.35	13.35	
2020-05	8.45	9.87	-0.71	40.43	-0.33	39.88	
2020-06	8.44	9.85	-0.71	43.04	-0.34	43.04	
2020-07	9.59	11.2	-0.66	63.39	-0.25	63.51	
