month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
1993-04	59.14	95.31	
1993-05	46.99	63.53	
1993-06	27.79	-5.23	
1993-07	23.52	-37.82	
1993-08	24.79	-51.42	
1993-09	22.77	-78.66	
1993-10	21.98	-87.54	
1993-11	22.41	-79.34	
1993-12	22.05	-87.73	
1994-01	20.8	-95.96	
1994-02	18.72	-98.57	
1994-03	16.55	-99.38	
1994-04	13.43	-98.26	
1994-05	16.38	-81.12	
1994-06	13.87	-93.38	
1994-07	9.22	-98.51	
1994-08	11.43	-83.97	
1994-09	15.99	-44.68	
1994-10	11.75	-68.14	
1994-11	11.35	-84.58	
1994-12	10.62	-90.99	
1995-01	10.55	-86.06	
1995-02	10.6	-84.38	
1995-03	10.8	-74.22	
1995-04	10.52	-78.75	
1995-05	9.92	-86.69	
1995-06	9.51	-94.64	
1995-07	9.11	-93.49	
1995-08	9.81	-70.45	
1995-09	9.32	-66.61	
1995-10	7.6	-95.31	
1995-11	7.26	-98.9	
1995-12	6.72	-99.79	
1996-01	6.15	-98.55	
1996-02	6.45	-86.28	
1996-03	7.86	-54.42	
1996-04	10.04	-11.44	
1996-05	15.01	38.68	
1996-06	14.77	57.95	
1996-07	15.95	82.3	
1996-08	16.61	88.8	
1996-09	15.3	69.91	
1996-10	16.57	85.4	
1996-11	17.94	94.13	
1996-12	17.64	84.54	
1997-01	17.26	70.17	
1997-02	19	93.39	
1997-03	22.67	96.98	
1997-04	30.13	98.58	
1997-05	40.38	94.11	
1997-06	34.83	83.57	
1997-07	34.85	80.14	
1997-08	30.04	56.08	
1997-09	21.77	11.73	
1997-10	23.8	1.25	
1997-11	25.14	-1.34	
1997-12	23.75	-26.78	
1998-01	22.83	-41.67	
1998-02	22.84	-45.12	
1998-03	21.46	-55.72	
1998-04	21.45	-65.6	
1998-05	20.37	-88.21	
1998-06	18.83	-92.98	
1998-07	16.87	-92.97	
1998-08	16.27	-95.2	
1998-09	15.84	-96.83	
1998-10	15.01	-99.55	
1998-11	15.82	-80.02	
1998-12	15.29	-83.77	
1999-01	14.67	-94.64	
1999-02	13.87	-98.21	
1999-03	13.82	-95.07	
1999-04	13.77	-90.87	
1999-05	13.69	-91.26	
1999-06	22.48	5.32	
1999-07	22.58	51.5	
1999-08	22.93	71.47	
1999-09	24.03	83.85	
1999-10	21.87	63.95	
1999-11	21.33	44.32	
1999-12	18.6	11.61	
2000-01	18.25	-15.37	
2000-02	18.72	-18.43	
2000-03	18.61	-22.01	
2000-04	18.85	-19.2	
2000-05	18.09	-40.57	
2000-06	18.32	-44.86	
2000-07	17.97	-68.45	
2000-08	18.24	-49.81	
2000-09	16.93	-85.71	
2000-10	17.26	-81.09	
2000-11	15.94	-92.17	
2000-12	14.94	-99.11	
2001-01	14.52	-95.34	
2001-02	14.26	-95.83	
2001-03	16.09	-61.16	
2001-04	16.28	-36.44	
2001-05	15.68	-50	
2001-06	15.67	-41.61	
2001-07	15.07	-65.58	
2001-08	13.21	-84.59	
2001-09	12.63	-91.25	
2001-10	13.17	-80.31	
2001-11	13.37	-71.31	
2001-12	12.7	-81.51	
2002-01	10.74	-97.72	
2002-02	10.46	-93.48	
2002-03	11.31	-81.29	
2002-04	10.89	-85.63	
2002-05	11.24	-72.69	
2002-06	12.11	-50.89	
2002-07	14.72	11.93	
2002-08	15.13	42.21	
2002-09	14.62	44.69	
2002-10	13.13	19.54	
2002-11	12.58	2.72	
2002-12	11.21	-37.34	
2003-01	10.95	-45.36	
2003-02	11.21	-50.28	
2003-03	11.11	-55.91	
2003-04	12.43	-20.94	
2003-05	12.5	-8.04	
2003-06	11.82	-34.01	
2003-07	10.96	-67.2	
2003-08	10.7	-73.79	
2003-09	9.78	-86.85	
2003-10	8.91	-94.33	
2003-11	8.1	-95.94	
2003-12	8.67	-79.66	
2004-01	9.18	-67.51	
2004-02	10.44	-31.79	
2004-03	10.79	-0.31	
2004-04	9.85	-14.89	
2004-05	9.18	-52.51	
2004-06	9.16	-55.95	
2004-07	8.39	-74.11	
2004-08	8.08	-81.7	
2004-09	8.27	-73.46	
2004-10	7.53	-79.46	
2004-11	7.11	-86.61	
2004-12	6.88	-94.2	
2005-01	6.35	-97.18	
2005-02	6.54	-88.32	
2005-03	5.88	-97.05	
2005-04	6.21	-82.01	
2005-05	6.12	-82.77	
2005-06	6.24	-66.92	
2005-07	5.79	-86.27	
2005-08	6.13	-65.33	
2005-09	6.17	-39.8	
2005-10	5.96	-58.67	
2005-11	5.7	-83.6	
2005-12	5.99	-64.37	
2006-01	6.26	-17.69	
2006-02	6.48	5.1	
2006-03	6.37	24.92	
2006-04	6.78	56.83	
2006-05	8.26	81.67	
2006-06	7.31	76.17	
2006-07	7.41	76.28	
2006-08	6.94	55.55	
2006-09	7.51	76.27	
2006-10	9.22	94.39	
2006-11	10.95	98.42	
2006-12	13.4	98.43	
2007-01	16.49	99.02	
2007-02	19.03	97.86	
2007-03	18.74	90.83	
2007-04	21.96	99.11	
2007-05	27.99	99.6	
2007-06	32.28	98.47	
2007-07	30.1	92.64	
2007-08	38.14	96.97	
2007-09	37.03	86.12	
2007-10	41.81	97.67	
2007-11	39.88	83.52	
2007-12	37.89	67.43	
2008-01	38.76	68.99	
2008-02	34.78	36.37	
2008-03	27.84	-5.66	
2008-04	26.86	-24.66	
2008-05	26.63	-37.14	
2008-06	22.25	-57.42	
2008-07	20.18	-70.85	
