month	ct_avg_Tdx收盘价	人均持股
1998-12	9.32	916	
1999-06	9.33	1380	
1999-12	10.09	1319	
2000-12	13.46	1119	
2001-12	10.52	1747	
2002-06	9.31	1837	
2002-09	9.76	1872	
2002-12	7.89	1893	
2003-03	7.91	1927	
2003-06	7.93	1955	
2003-09	6.99	1987	
2003-12	7.04	2009	
2004-03	8.12	2145	
2004-06	6.99	2221	
2004-09	7.44	2263	
2004-12	4.6	3229	
2005-03	4.14	3056	
2005-06	3.31	3086	
2005-09	4.29	3559	
2005-12	4.58	3671	
2006-03	4.38	4232	
2006-06	5.89	4200	
2006-09	4.92	4073	
2006-12	5.19	4290	
2007-03	7.59	5566	
2007-06	11.92	4266	
2007-09	12.74	5160	
2007-12	12.33	4924	
2008-03	13.6	6075	
2008-06	7.98	5521	
2008-09	4.77	5275	
2008-12	4.43	4885	
2009-03	5.92	9881	
2009-06	7.58	9485	
2009-09	7.73	11345	
2009-12	9.85	9504	
2010-03	10.92	14103	
2010-06	10.28	10679	
2010-09	13.43	12652	
2010-12	21.26	10749	
2011-03	29.32	11105	
2011-06	29.37	11958	
2011-09	25.09	8609	
2011-12	19.11	8085	
2012-03	23.41	8590	
2012-06	11.21	13357	
2012-09	8.71	14455	
2012-12	8.8	15026	
2013-03	9.07	14718	
2013-06	6.98	15258	
2013-09	6.64	15743	
2013-12	6.11	20853	
2014-03	5.24	20744	
2014-06	4.98	21016	
2014-09	5.77	21991	
2014-12	6.74	21601	
2015-03	8.14	23510	
2015-06	12.27	22704	
2015-09	12.5	26513	
2015-12	21.41	43314	
2016-03	10.96	20266	
2016-06	10.31	22070	
2016-09	10.64	24426	
2016-12	10.42	25860	
2017-03	11.83	27211	
2017-06	11.42	29645	
2017-09	11.96	27875	
2017-12	10.3	25777	
2018-03	12.43	27041	
2018-06	8.13	33658	
2018-09	7.24	35175	
2018-12	6.99	36376	
2019-03	8.3	37501	
2019-06	7.15	33765	
2019-09	7.35	34949	
2019-12	6.93	36046	
2020-03	7.66	33878	
2020-06	6.7	34291	
2020-09	6.78	35809	
2020-12	7.8	48424	
2021-02	9.2	52821	
2021-03	8.86	51817	
2021-06	9.37	49931	
2021-09	16.27	31754	
2021-12	12.63	29810	
2022-03	13.72	36614	
2022-06	12.56	36009	
2022-09	15.13	45586	
2022-12	16	48645	
2023-03	17.85	47736	
2023-06	13.59	41053	
2023-09	15.75	52453	
2023-12	16.36	58023	
2024-03	21.35	50671	
2024-06	23.11	51590	
2024-09	16.63	48441	
