month	ct_avg_Tdx收盘价	股东人数
1998-12	9.32	87312	
1999-06	9.33	57992	
1999-12	10.09	60668	
2000-12	13.46	71515	
2001-12	10.52	65493	
2002-06	9.31	62289	
2002-09	9.76	61116	
2002-12	7.89	60429	
2003-03	7.91	59364	
2003-06	7.93	58511	
2003-09	6.99	57573	
2003-12	7.04	56951	
2004-03	8.12	53322	
2004-06	6.99	51498	
2004-09	7.44	50548	
2004-12	4.6	53139	
2005-03	4.14	56158	
2005-06	3.31	55613	
2005-09	4.29	48216	
2005-12	4.58	46748	
2006-03	4.38	54737	
2006-06	5.89	55162	
2006-09	4.92	56883	
2006-12	5.19	53996	
2007-03	7.59	47993	
2007-06	11.92	62626	
2007-09	12.74	51776	
2007-12	12.33	54256	
2008-03	13.6	48560	
2008-06	7.98	53434	
2008-09	4.77	55923	
2008-12	4.43	60386	
2009-03	5.92	56349	
2009-06	7.58	58702	
2009-09	7.73	49081	
2009-12	9.85	58583	
2010-03	10.92	39482	
2010-06	10.28	57353	
2010-09	13.43	48409	
2010-12	21.26	56978	
2011-03	29.32	71702	
2011-06	29.37	66584	
2011-09	25.09	92483	
2011-12	19.11	98476	
2012-03	23.41	92692	
2012-06	11.21	95380	
2012-09	8.71	96991	
2012-12	8.8	93304	
2013-03	9.07	95256	
2013-06	6.98	91886	
2013-09	6.64	89054	
2013-12	6.11	85909	
2014-03	5.24	86361	
2014-06	4.98	85243	
2014-09	5.77	82349	
2014-12	6.74	83836	
2015-03	8.14	77029	
2015-06	12.27	79761	
2015-09	12.5	68302	
2015-12	21.41	41809	
2016-03	10.96	89356	
2016-06	10.31	82055	
2016-09	10.64	74140	
2016-12	10.42	70028	
2017-03	11.83	66550	
2017-06	11.42	61087	
2017-09	11.96	73362	
2017-12	10.3	79331	
2018-03	12.43	75623	
2018-06	8.13	78983	
2018-09	7.24	75576	
2018-12	6.99	73082	
2019-03	8.3	70889	
2019-06	7.15	78732	
2019-09	7.35	78547	
2019-12	6.93	76158	
2020-03	7.66	81032	
2020-06	6.7	78730	
2020-09	6.78	75393	
2020-12	7.8	55752	
2021-02	9.2	51111	
2021-03	8.86	52102	
2021-06	9.37	54070	
2021-09	16.27	85021	
2021-12	12.63	90566	
2022-03	13.72	73735	
2022-06	12.56	74975	
2022-09	15.13	59223	
2022-12	16	55499	
2023-03	17.85	56556	
2023-06	13.59	65762	
2023-09	15.75	51470	
2023-12	16.36	46529	
2024-03	21.35	53280	
2024-06	23.11	52331	
2024-09	16.63	55733	
