month	ct_avg_Tdx收盘价	股东人数
1996-12	13.95	44679	
1997-12	15.35	44035	
1998-12	10.62	62842	
1999-06	11.92	29244	
1999-12	11.69	35400	
2000-12	8.92	153091	
2001-12	7.85	138446	
2002-06	7.36	129928	
2002-09	6.25	130756	
2002-12	5.43	128879	
2003-03	5.63	129416	
2003-06	5.44	135573	
2003-09	4.82	135016	
2003-12	4.56	131648	
2004-03	5.33	124008	
2004-06	4.84	116276	
2004-09	4.53	117245	
2004-12	4.41	114304	
2005-03	4.08	112587	
2005-06	3.68	111198	
2005-09	3.7	110813	
2005-12	3.26	108404	
2006-03	3.42	108225	
2006-06	3.04	121690	
2006-09	2.85	114018	
2006-12	3.5	110411	
2007-03	6.32	106012	
2007-06	11.97	180902	
2007-09	11.16	217890	
2007-12	9.05	219155	
2008-03	9.75	218179	
2008-06	6.5	221232	
2008-09	4.65	204151	
2008-12	3.52	201652	
2009-03	6.39	168546	
2009-06	8.26	168218	
2009-09	8.68	153403	
2009-12	10.91	217375	
2010-03	9.14	168055	
2010-06	8.4	144567	
2010-09	12.22	89900	
2010-12	11.16	121414	
2011-06	10.57	108975	
2011-09	10.14	109964	
2011-12	8.86	100949	
2012-03	10.3	92851	
2012-06	9.51	92649	
2012-09	8.77	88045	
2012-12	10.06	81090	
2013-03	9.39	92969	
2013-06	8.62	101262	
2013-09	9.27	88805	
2013-12	10.72	75839	
2014-03	9.41	85002	
2014-06	9.59	85095	
2014-09	12.26	68671	
2014-12	15.62	55490	
2015-03	18.26	46515	
2015-06	22.86	84224	
2015-09	13.91	69687	
2015-12	16.85	66866	
2016-03	14.13	68797	
2016-06	14.65	70461	
2016-09	15.7	63088	
2016-12	16.38	58196	
2017-02	16.64	59931	
2017-03	16.86	62878	
2017-06	22.64	58714	
2017-09	21.06	57937	
2017-12	26.81	48825	
2018-03	26.45	60886	
2018-06	24.93	55057	
2018-09	20.72	55020	
2018-12	18.02	56987	
2019-03	20.68	62920	
2019-06	21.01	52054	
2019-09	24.67	47075	
2019-12	24.87	44941	
2020-03	23.72	65613	
2020-06	20.88	76859	
2020-09	26.02	63899	
2020-12	29.59	64774	
2021-03	25.65	61885	
2021-06	25.44	69636	
2021-09	23.46	75161	
2021-12	27.65	63886	
2022-03	22.09	59472	
2022-06	23.46	60910	
2022-09	17.79	73064	
2022-12	17.9	70652	
2023-03	17.45	72521	
2023-06	18.02	65015	
2023-09	18.89	57265	
2023-12	16.4	65081	
2024-03	17.04	63227	
2024-06	16.15	68449	
2024-09	15.83	64009	
