month	ct_avg_前复权价格	股东人数
1996-12	2.33	44679	
1997-12	3.18	44035	
1998-12	4.66	62842	
1999-06	5.36	29244	
1999-12	5.25	35400	
2000-12	6.82	153091	
2001-12	6.13	138446	
2002-06	6.79	129928	
2002-09	6.91	130756	
2002-12	6.01	128879	
2003-03	6.23	129416	
2003-06	6.02	135573	
2003-09	5.44	135016	
2003-12	5.15	131648	
2004-03	6.01	124008	
2004-06	5.46	116276	
2004-09	5.17	117245	
2004-12	5.04	114304	
2005-03	4.66	112587	
2005-06	4.2	111198	
2005-09	4.36	110813	
2005-12	3.84	108404	
2006-03	4.23	108225	
2006-06	6.06	121690	
2006-09	5.67	114018	
2006-12	6.97	110411	
2007-03	12.6	106012	
2007-06	31.02	180902	
2007-09	28.94	217890	
2007-12	23.46	219155	
2008-03	25.27	218179	
2008-06	24.58	221232	
2008-09	14.61	204151	
2008-12	10.86	201652	
2009-03	19.87	168546	
2009-06	25.7	168218	
2009-09	26.99	153403	
2009-12	33.95	217375	
2010-03	28.42	168055	
2010-06	26.61	144567	
2010-09	39.5	89900	
2010-12	36.07	121414	
2011-03	41.42	107153	
2011-06	34.46	108975	
2011-09	33.48	109964	
2011-12	29.24	100949	
2012-03	33.99	92851	
2012-06	31.62	92649	
2012-09	29.93	88045	
2012-12	34.3	81090	
2013-03	32.01	92969	
2013-06	29.4	101262	
2013-09	33.21	88805	
2013-12	38.42	75839	
2014-03	33.71	85002	
2014-06	34.36	85095	
2014-09	45.72	68671	
2014-12	57.94	55490	
2015-03	71.52	46515	
2015-06	84.78	84224	
2015-09	53.06	69687	
2015-12	64.27	66866	
2016-03	53.9	68797	
2016-06	56.8	70461	
2016-09	63.29	63088	
2016-12	66.02	58196	
2017-02	67.07	59931	
2017-03	67.96	62878	
2017-06	91.28	58714	
2017-09	88.66	57937	
2017-12	112.83	48825	
2018-03	111.33	60886	
2018-06	104.93	55057	
2018-09	91.22	55020	
2018-12	79.33	56987	
2019-03	91.05	62920	
2019-06	92.5	52054	
2019-09	113.95	47075	
2019-12	114.88	44941	
2020-03	109.56	65613	
2020-06	96.45	76859	
2020-09	124.89	63899	
2020-12	142.02	64774	
2021-03	123.11	61885	
2021-06	122.07	69636	
2021-09	116.97	75161	
2021-12	137.87	63886	
2022-03	108.04	59472	
2022-06	116.96	60910	
2022-09	92.26	73064	
2022-12	92.84	70652	
2023-03	90.5	72521	
2023-06	93.45	65015	
2023-09	102.76	57265	
2023-12	89.24	65081	
2024-03	92.68	63227	
2024-06	87.89	68449	
2024-09	90.34	64009	
