month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2010-04	36.09	1.22	
2010-05	29.96	0.82	
2010-06	27.7	0.66	
2010-07	26.18	0.55	
2010-08	29.18	0.7	
2010-09	31.78	0.82	
2010-10	42.85	1.4	
2010-11	39.71	1.19	
2010-12	39.63	1.14	
2011-01	39.89	1.12	
2011-02	40.91	1.13	
2011-03	40.12	1.05	
2011-04	38.7	0.94	
2011-05	33.51	0.66	
2011-06	33.61	0.64	
2011-07	36.31	0.75	
2011-08	33.39	0.59	
2011-09	29.92	0.4	
2011-10	26.98	0.25	
2011-11	26.95	0.24	
2011-12	22.88	0.04	
2012-01	23.82	0.08	
2012-02	26.39	0.18	
2012-03	25.99	0.15	
2012-04	25.08	0.1	
2012-05	26.11	0.14	
2012-06	24.54	0.07	
2012-07	22.72	-0.02	
2012-08	21.06	-0.1	
2012-09	21.78	-0.07	
2012-10	21.84	-0.07	
2012-11	20.69	-0.13	
2012-12	22.03	-0.08	
2013-01	24.74	0.03	
2013-02	25.59	0.05	
2013-03	23	-0.06	
2013-04	21.3	-0.13	
2013-05	21.04	-0.15	
2013-06	18.42	-0.26	
2013-07	16.08	-0.36	
2013-08	16.87	-0.33	
2013-09	16.8	-0.33	
2013-10	15.59	-0.38	
2013-11	14.94	-0.41	
2013-12	14.68	-0.42	
2014-01	13.6	-0.47	
2014-02	13.5	-0.47	
2014-03	12.37	-0.52	
2014-04	12.61	-0.51	
2014-05	12.27	-0.53	
2014-06	12.09	-0.53	
2014-07	13.05	-0.5	
2014-08	13.73	-0.47	
2014-09	13.74	-0.47	
2014-10	13.56	-0.48	
2014-11	14.36	-0.45	
2014-12	17.61	-0.33	
2015-01	18.12	-0.31	
2015-02	17.52	-0.33	
2015-03	19.6	-0.26	
2015-04	22.42	-0.15	
2015-05	23.3	-0.12	
2015-06	26.09	-0.02	
2015-07	16.32	-0.39	
2015-08	15.69	-0.41	
2015-09	13.8	-0.48	
2015-10	14.35	-0.46	
2015-11	15.26	-0.42	
2015-12	15.79	-0.39	
2016-01	13.38	-0.48	
2016-02	12.74	-0.49	
2016-03	14.53	-0.41	
2016-04	14.24	-0.42	
2016-05	13.18	-0.45	
2016-06	13.23	-0.44	
2016-07	15.18	-0.35	
2016-08	14.85	-0.36	
2016-09	14.13	-0.39	
2016-10	14.34	-0.38	
2016-11	18.55	-0.19	
2016-12	17.91	-0.22	
2017-01	17.99	-0.22	
2017-02	19.97	-0.14	
2017-03	18.33	-0.21	
2017-04	16.87	-0.27	
2017-05	15.17	-0.35	
2017-06	15.79	-0.32	
2017-07	18.03	-0.22	
2017-08	18.89	-0.19	
2017-09	19.06	-0.18	
2017-10	18.3	-0.2	
2017-11	17.2	-0.24	
2017-12	17.92	-0.21	
2018-01	20.15	-0.1	
2018-02	19.35	-0.13	
2018-03	17.92	-0.18	
2018-04	17.16	-0.21	
2018-05	17.3	-0.2	
2018-06	16.62	-0.22	
2018-07	15.12	-0.28	
2018-08	14.56	-0.3	
2018-09	14.17	-0.32	
2018-10	13.37	-0.35	
2018-11	13.49	-0.34	
2018-12	13.25	-0.35	
2019-01	13.28	-0.34	
2019-02	14.48	-0.27	
2019-03	15.81	-0.19	
2019-04	16.37	-0.15	
2019-05	14.42	-0.25	
2019-06	15.17	-0.2	
2019-07	15.1	-0.19	
2019-08	14.49	-0.21	
2019-09	14.72	-0.19	
2019-10	14.32	-0.2	
2019-11	14.14	-0.2	
2019-12	15.39	-0.13	
2020-01	16.54	-0.05	
2020-02	14.36	-0.17	
2020-03	13.36	-0.22	
2020-04	12.94	-0.24	
2020-05	12.79	-0.25	
2020-06	13.24	-0.21	
2020-07	15.63	-0.07	
2020-08	15.72	-0.06	
2020-09	15.3	-0.07	
2020-10	14.83	-0.1	
2020-11	17.56	0.07	
2020-12	20.45	0.25	
2021-01	21.81	0.33	
2021-02	23.81	0.45	
2021-03	24.53	0.49	
2021-04	25.14	0.53	
2021-05	26.95	0.63	
2021-06	23.59	0.43	
2021-07	24.43	0.48	
2021-08	24.54	0.48	
2021-09	26.31	0.59	
2021-10	24.85	0.49	
2021-11	23.21	0.39	
2021-12	22.94	0.37	
2022-01	22.06	0.31	
2022-02	21.94	0.3	
2022-03	20.83	0.23	
2022-04	18.83	0.11	
2022-05	17.46	0.03	
2022-06	18.28	0.07	
2022-07	17.13	0	
2022-08	16.92	-0.01	
2022-09	16.24	-0.06	
2022-10	15.55	-0.1	
2022-11	16.93	-0.02	
2022-12	17.38	0	
2023-01	18.44	0.06	
2023-02	19.49	0.12	
2023-03	19.44	0.11	
2023-04	20.53	0.17	
2023-05	19.29	0.1	
2023-06	18.9	0.08	
2023-07	19.42	0.11	
2023-08	19.37	0.11	
2023-09	19.88	0.14	
2023-10	18.27	0.05	
2023-11	17.87	0.03	
2023-12	17.29	-0.01	
2024-01	17.93	0.03	
2024-02	18.77	0.07	
2024-03	21.52	0.22	
2024-04	25.74	0.46	
2024-05	26.37	0.48	
2024-06	24.33	0.36	
2024-07	22.94	0.28	
2024-08	20.35	0.13	
2024-09	19.94	0.1	
2024-10	22.84	0.25	
2024-11	22.14	0.21	
2024-12	21.14	0.15	
2025-01	20.82	0.13	
