month	ct_avg_前复权价格	股东人数
2018-10	1.3	161068	
2018-12	1.56	49869	
2019-03	1.85	39926	
2019-06	2.22	32057	
2019-09	2.64	31462	
2019-12	2.58	41672	
2020-03	3.6	49615	
2020-06	4.1	54307	
2020-09	4.78	57717	
2020-12	5.4	69782	
2021-03	5.48	76187	
2021-06	6.84	65003	
2021-09	5.09	78460	
2021-12	5.29	65757	
2022-03	4.44	64265	
2022-06	4.52	68600	
2022-07	4.57	75645	
2022-08	4.33	72687	
2022-09	4.22	66792	
2022-12	4.62	65619	
2023-03	4.52	63099	
2023-06	4.46	60381	
2023-09	4.02	72186	
2023-12	4.38	60947	
2024-03	4.41	61448	
2024-06	4.5	55855	
2024-09	3.71	72917	
