month	ct_avg_Tdx收盘价	股东人数
2018-10	91.5	161068	
2018-12	109.91	49869	
2019-03	130.22	39926	
2019-06	154.84	32057	
2019-09	184.48	31462	
2019-12	179.74	41672	
2020-03	251.07	49615	
2020-06	284.22	54307	
2020-09	331.97	57717	
2020-12	374.5	69782	
2021-03	380.08	76187	
2021-06	471.91	65003	
2021-09	351.55	78460	
2021-12	365.26	65757	
2022-03	305.77	64265	
2022-06	308.63	68600	
2022-07	311.72	75645	
2022-08	295.86	72687	
2022-09	288.03	66792	
2022-12	314.99	65619	
2023-03	308.36	63099	
2023-06	300.17	60381	
2023-09	270.31	72186	
2023-12	290.53	60947	
2024-03	292.5	61448	
2024-06	296.56	55855	
2024-09	241.75	72917	
