month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2017-02	0.45	0.54	
2017-03	0.44	-13.39	
2017-04	0.43	-39.63	
2017-05	0.39	-70.27	
2017-06	0.4	-69.28	
2017-07	0.41	-60.37	
2017-08	0.42	-46.04	
2017-09	0.42	-26.11	
2017-10	0.41	-37.76	
2017-11	0.4	-66.72	
2017-12	0.38	-77.68	
2018-01	0.39	-69.16	
2018-02	0.36	-81.49	
2018-03	0.36	-84.42	
2018-04	0.34	-87.85	
2018-05	0.34	-80.44	
2018-06	0.32	-90.13	
2018-07	0.32	-87.3	
2018-08	0.32	-83.04	
2018-09	0.32	-74.53	
2018-10	0.3	-79.41	
2018-11	0.33	-47.24	
2018-12	0.31	-59.06	
2019-01	0.31	-56.94	
2019-02	0.36	-11.61	
2019-03	0.4	41.33	
2019-04	0.4	57.74	
2019-05	0.34	24.06	
2019-06	0.35	22.32	
2019-07	0.36	32.72	
2019-08	0.34	-0.53	
2019-09	0.36	23.62	
2019-10	0.35	5.36	
2019-11	0.35	-11.1	
2019-12	0.36	5.56	
2020-01	0.37	47.04	
2020-02	0.34	-15	
2020-03	0.34	-30.48	
2020-04	0.32	-65.3	
2020-05	0.32	-65.33	
2020-06	0.33	-61.43	
2020-07	0.43	34.36	
2020-08	0.42	64.03	
2020-09	0.4	61	
2020-10	0.39	62.83	
2020-11	0.39	50.98	
2020-12	0.38	37.42	
2021-01	0.37	21.3	
2021-02	0.35	-27.68	
2021-03	0.35	-41.81	
2021-04	0.34	-54.04	
2021-05	0.34	-56	
2021-06	0.34	-57.61	
2021-07	0.33	-74.59	
2021-08	0.34	-63.68	
2021-09	0.44	17.28	
2021-10	0.41	40.46	
2021-11	0.4	46.59	
2021-12	0.39	46.82	
2022-01	0.38	36.7	
2022-02	0.36	-2.51	
2022-03	0.33	-38.35	
2022-04	0.32	-48.97	
2022-05	0.3	-67.62	
2022-06	0.32	-63.27	
2022-07	0.31	-72.07	
2022-08	0.32	-64.4	
2022-09	0.32	-56.63	
2022-10	0.3	-74.16	
2022-11	0.31	-51.1	
2022-12	0.32	-32.06	
2023-01	0.32	-28.57	
2023-02	0.32	-0.54	
2023-03	0.32	-6.13	
2023-04	0.34	28.43	
2023-05	0.37	62.19	
2023-06	0.35	66.38	
2023-07	0.36	69.39	
2023-08	0.38	74.96	
2023-09	0.34	24.02	
2023-10	0.34	14.65	
2023-11	0.35	21.39	
2023-12	0.35	26.44	
2024-01	0.33	-18.26	
2024-02	0.35	-4.21	
2024-03	0.35	17.69	
2024-04	0.35	14.87	
2024-05	0.36	41.34	
2024-06	0.35	11.18	
2024-07	0.34	-29.11	
2024-08	0.36	17.9	
2024-09	0.35	-8.55	
2024-10	0.42	70.83	
2024-11	0.44	79	
2024-12	0.43	81.17	
2025-01	0.4	61.36	
