month	ct_avg_Tdx收盘价	股东人数
2014-11	18.18	47913	
2014-12	47.26	32791	
2015-03	63.21	23399	
2015-06	117.18	24680	
2015-09	55.27	24458	
2015-12	90.53	27188	
2016-03	60.81	31760	
2016-06	37.18	39969	
2016-09	33.27	47091	
2016-12	28.5	55026	
2017-02	25	58077	
2017-03	27.06	58648	
2017-06	28.22	67138	
2017-09	33.38	66635	
2017-12	42.17	89035	
2018-03	49.62	77983	
2018-06	44.18	83603	
2018-09	48.53	81036	
2018-12	39.14	91852	
2019-03	58.76	78337	
2019-06	38.27	127049	
2019-09	37.52	140840	
2019-12	35.06	139525	
2020-03	45.96	115217	
2020-06	38.88	157380	
2020-09	40.34	188741	
2020-12	33.39	202408	
2021-03	29.43	212324	
2021-06	27.89	202295	
2021-09	28.06	195939	
2021-12	27.75	196309	
2022-03	31.3	178391	
2022-06	27.55	164867	
2022-09	25.04	169842	
2022-12	22.92	178469	
2023-03	35.02	179721	
2023-06	52.46	228068	
2023-09	39	237773	
2023-12	39.33	222295	
2024-01	34.39	224798	
2024-03	52.12	260058	
2024-04	45.65	263712	
2024-05	43.62	256384	
2024-06	40.81	247820.5	
2024-07	41.58	249977.33	
2024-08	38.71	250134.33	
2024-09	37.2	245897	
2024-10	54.45	296321	
