month	ct_avg_Tdx收盘价	人均持股
2014-11	18.18	1565	
2014-12	47.26	2287	
2015-03	63.21	3205	
2015-06	117.18	3039	
2015-09	55.27	3066	
2015-12	90.53	6597	
2016-03	60.81	5648	
2016-06	37.18	8975	
2016-09	33.27	7618	
2016-12	28.5	6519	
2017-02	25	6177	
2017-03	27.06	6117	
2017-06	28.22	5984	
2017-09	33.38	6029	
2017-12	42.17	7222	
2018-03	49.62	8246	
2018-06	44.18	7691	
2018-09	48.53	7935	
2018-12	39.14	7001	
2019-03	58.76	8209	
2019-06	38.27	7086	
2019-09	37.52	6392	
2019-12	35.06	6453	
2020-03	45.96	8072	
2020-06	38.88	8273	
2020-09	40.34	6899	
2020-12	33.39	6433	
2021-03	29.43	6132	
2021-06	27.89	7171	
2021-09	28.06	7404	
2021-12	27.75	7390	
2022-03	31.3	8132	
2022-06	27.55	8799	
2022-09	25.04	8542	
2022-12	22.92	8129	
2023-03	35.02	8072	
2023-06	52.46	6378	
2023-09	39	6117	
2023-12	39.33	6543	
2024-01	34.39	6470	
2024-03	52.12	5593	
2024-04	45.65	5525	
2024-05	43.62	5674.33	
2024-06	40.81	5877.25	
2024-07	41.58	5837.67	
2024-08	38.71	5831.67	
2024-09	37.2	5932	
2024-10	54.45	4922	
